"Path","Name","Type","Mode","Optionality","Label","Default Value","Async Input","Async Output"
"cds/exposure/aggregate/cbi_perils/ingress/territory_covered","territory_covered","str","input","optional","Territory
Covered","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/ingress","ingress","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/is_covered_selected","is_covered_selected","str","input","required","Covered","No","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/limit_selected","limit_selected","float","input","optional","Limit","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/excess_selected","excess_selected","float","input","optional","Excess","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/deductible_selected","deductible_selected","float","input","optional","Deductible","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/distance_selected","distance_selected","float","input","optional","Distance","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/metric_selected","metric_selected","str","input","optional","Distance
Metric","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority/territory_covered","territory_covered","str","input","optional","Territory
Covered","None","n/a","n/a"
"cds/exposure/aggregate/cbi_perils/authority","authority","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/cbi_perils","cbi_perils","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/aggregate/temp_perils","temp_perils","str","input","required","Not set","{}","n/a","['task_confirm_limits', 'start_renewal_task']"
"cds/exposure/aggregate/are_limits_correct","are_limits_correct","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/aggregate/confirm_message","confirm_message","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/aggregate/peril_comments","peril_comments","str","input","optional","Not set","None","n/a","n/a"
"cds/exposure/aggregate/cbi_peril_territory_covered_show","cbi_peril_territory_covered_show","bool","output","n/a","cbi_peril_territory_covered_show","n/a","n/a","n/a"
"cds/exposure/aggregate","aggregate","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/granular/countries/country","country","str","input","optional","Country","None","['task_fetch_ihs_data', 'rarc_task']","n/a"
"cds/exposure/granular/countries/proxy_rating_country","proxy_rating_country","str","input","optional","Proxy
Rating
Country","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/rated_country","rated_country","str","output","n/a","Rated Country","n/a","['task_fetch_ihs_data', 'rarc_task']","n/a"
"cds/exposure/granular/countries/country_code_original","country_code_original","str","output","n/a","Country Code","n/a","['task_fetch_ihs_data', 'rarc_task']","n/a"
"cds/exposure/granular/countries/country_code","country_code","str","output","n/a","Country Code
Augmented","n/a","['task_fetch_ihs_data', 'rarc_task']","n/a"
"cds/exposure/granular/countries/no_of_locations","no_of_locations","int","input","optional","# Locations / 
Groups","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/pml","pml","float","input","optional","PML / 
Top Location TIV","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/coverage","coverage","str","input","optional","Coverage","None","['task_fetch_ihs_data', 'rarc_task']","n/a"
"cds/exposure/granular/countries/limit","limit","float","input","optional","Limit","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/excess","excess","float","input","optional","Excess","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/subcoverage","subcoverage","str","input","optional","Sub-coverage","None","['task_fetch_ihs_data', 'rarc_task']","n/a"
"cds/exposure/granular/countries/sublimit","sublimit","float","input","optional","Sub-limit","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/deductible","deductible","float","input","optional","Deductible","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/total_sum_insured","total_sum_insured","float","input","optional","Total
Sum Insured","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/bi_sum_insured","bi_sum_insured","float","input","optional","BI
Sum Insured","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/pd_sum_insured","pd_sum_insured","float","input","optional","PD
Sum Insured","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/liability_risk","liability_risk","str","input","required","Liability
Risk","Default","['rarc_task']","n/a"
"cds/exposure/granular/countries/attritional_risk","attritional_risk","str","input","required","Attritional
Risk","Default","['rarc_task']","n/a"
"cds/exposure/granular/countries/geog_risk","geog_risk","str","input","required","Geog
Risk","Default","['rarc_task']","n/a"
"cds/exposure/granular/countries/location_cat_risk","location_cat_risk","str","input","required","Location
Cat Risk","Default","['rarc_task']","n/a"
"cds/exposure/granular/countries/political","political","float","input","required","Political","0","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/terrorism_raw","terrorism_raw","float","input","required","Terrorism","0","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/labour_strikes","labour_strikes","float","input","required","LabourStrikes","0","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/protests_riots","protests_riots","float","input","required","ProtestsAndRiots","0","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/interstate_war","interstate_war","float","input","required","InterstateWar","0","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/civil_war","civil_war","float","input","required","CivilWar","0","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/civil_unrest","civil_unrest","float","output","n/a","Civil Unrest (initial blend)","n/a","n/a","n/a"
"cds/exposure/granular/countries/war","war","float","output","n/a","War (initial blend)","n/a","n/a","n/a"
"cds/exposure/granular/countries/terrorism","terrorism","float","output","n/a","Terrorism (initial blend)","n/a","n/a","n/a"
"cds/exposure/granular/countries/selected_sum_insured","selected_sum_insured","float","output","n/a","Total
Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/countries/warning","warning","str","output","n/a","Warning","n/a","n/a","n/a"
"cds/exposure/granular/countries/civil_unrest_roe_calculated","civil_unrest_roe_calculated","float","output","n/a","ROE (Calculated)","n/a","n/a","n/a"
"cds/exposure/granular/countries/civil_unrest_roe_selected","civil_unrest_roe_selected","float","output","n/a","ROE (Selected)","n/a","n/a","n/a"
"cds/exposure/granular/countries/war_roe_calculated","war_roe_calculated","float","output","n/a","ROE (Calculated)","n/a","n/a","n/a"
"cds/exposure/granular/countries/war_roe_selected","war_roe_selected","float","output","n/a","ROE (Selected)","n/a","n/a","n/a"
"cds/exposure/granular/countries/terrorism_roe_calculated","terrorism_roe_calculated","float","output","n/a","ROE (Calculated)","n/a","n/a","n/a"
"cds/exposure/granular/countries/terrorism_roe_selected","terrorism_roe_selected","float","output","n/a","ROE (Selected)","n/a","n/a","n/a"
"cds/exposure/granular/countries/civil_unrest_uw_adj","civil_unrest_uw_adj","float","output","n/a","UW Adjustment (implied)","n/a","n/a","n/a"
"cds/exposure/granular/countries/war_uw_adj","war_uw_adj","float","output","n/a","UW Adjustment (implied)","n/a","n/a","n/a"
"cds/exposure/granular/countries/terrorism_uw_adj","terrorism_uw_adj","float","output","n/a","UW Adjustment (implied)","n/a","n/a","n/a"
"cds/exposure/granular/countries/override_civil_unrest","override_civil_unrest","float","input","optional","Civil Unrest (Override)","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/override_war","override_war","float","input","optional","War (Override)","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/override_terrorism","override_terrorism","float","input","optional","Terrorism  (Override)","None","['rarc_task']","n/a"
"cds/exposure/granular/countries/selected_civil_unrest","selected_civil_unrest","float","output","n/a","Civil Unrest (Selected)","n/a","n/a","n/a"
"cds/exposure/granular/countries/selected_war","selected_war","float","output","n/a","War (Selected)","n/a","n/a","n/a"
"cds/exposure/granular/countries/selected_terrorism","selected_terrorism","float","output","n/a","Terrorism  (Selected)","n/a","n/a","n/a"
"cds/exposure/granular/countries/has_civil_unrest","has_civil_unrest","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/countries/has_war","has_war","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/countries/has_terrorism","has_terrorism","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/countries/leading_peril","leading_peril","str","output","n/a","Leading Peril","n/a","n/a","n/a"
"cds/exposure/granular/countries/selected_sum_insured_contribution","selected_sum_insured_contribution","float","output","n/a","TIV%","n/a","n/a","n/a"
"cds/exposure/granular/countries/country_cvg_subcvg","country_cvg_subcvg","str","input","optional","Not set","None","['rarc_task']","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/countries/country_cvg_subcvg_live","country_cvg_subcvg_live","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/countries","countries","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/granular/ihs_uw_rationale","ihs_uw_rationale","str","input","optional","Rationale","None","n/a","n/a"
"cds/exposure/granular/show_ihs_adj_details","show_ihs_adj_details","bool","input","required","Show detailed IHS adjustment","False","n/a","n/a"
"cds/exposure/granular/civil_unrest_info","civil_unrest_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/war_info","war_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/terrorism_info","terrorism_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/civil_unrest_uw_adj_info","civil_unrest_uw_adj_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/civil_unrest_uw_adj_valid","civil_unrest_uw_adj_valid","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/civil_unrest_uw_adj_invalid","civil_unrest_uw_adj_invalid","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/war_uw_adj_info","war_uw_adj_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/war_uw_adj_valid","war_uw_adj_valid","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/war_uw_adj_invalid","war_uw_adj_invalid","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/terrorism_uw_adj_info","terrorism_uw_adj_info","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/terrorism_uw_adj_valid","terrorism_uw_adj_valid","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/terrorism_uw_adj_invalid","terrorism_uw_adj_invalid","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/show_warning","show_warning","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/show_ihs_scores","show_ihs_scores","bool","input","required","Show Raw IHS Scores","False","n/a","n/a"
"cds/exposure/granular/show_pricing","show_pricing","bool","input","required","Show Actuarial Pricing","False","n/a","n/a"
"cds/exposure/granular/has_at_least_one_country","has_at_least_one_country","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/refresh_message","refresh_message","str","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/ihs_api_error_msg","ihs_api_error_msg","str","output","n/a","Not set","n/a","n/a","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/show_chart","show_chart","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/selected_country","selected_country","str","input","optional","Select country to visualise","None","n/a","['task_fetch_ihs_data', 'start_renewal_task']"
"cds/exposure/granular/country_message","country_message","str","input","required","Not set","Unable to show historical data for regions - please select a country instead.","n/a","n/a"
"cds/exposure/granular/show_country_message","show_country_message","bool","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/bi_multiplier","bi_multiplier","float","output","n/a","BI Multiplier","n/a","n/a","n/a"
"cds/exposure/granular/no_of_countries","no_of_countries","int","output","n/a","Number of Countries","n/a","n/a","n/a"
"cds/exposure/granular/wa_nl_min_rol","wa_nl_min_rol","float","output","n/a","Non Liability","n/a","n/a","n/a"
"cds/exposure/granular/wa_liab_min_rol","wa_liab_min_rol","float","output","n/a","Liability","n/a","n/a","n/a"
"cds/exposure/granular/roe/country","country","str","output","n/a","Country","n/a","n/a","n/a"
"cds/exposure/granular/roe/no_of_locations","no_of_locations","int","output","n/a","Number of
Locations","n/a","n/a","n/a"
"cds/exposure/granular/roe/attritional_risk","attritional_risk","str","output","n/a","Attritional risk","n/a","n/a","n/a"
"cds/exposure/granular/roe/geog_risk","geog_risk","str","output","n/a","Geog risk","n/a","n/a","n/a"
"cds/exposure/granular/roe/location_cat_risk","location_cat_risk","str","output","n/a","Location cat risk","n/a","n/a","n/a"
"cds/exposure/granular/roe/total_sum_insured","total_sum_insured","float","output","n/a","Total Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_sum_insured","bi_sum_insured","float","output","n/a","BI Total Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_sum_insured","pd_sum_insured","float","output","n/a","PD Total Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/roe/civil_unrest","civil_unrest","float","output","n/a","Civil Unrest
(Default)","n/a","n/a","n/a"
"cds/exposure/granular/roe/war","war","float","output","n/a","War
(Default)","n/a","n/a","n/a"
"cds/exposure/granular/roe/terrorism","terrorism","float","output","n/a","Terrorism
(Default)","n/a","n/a","n/a"
"cds/exposure/granular/roe/coverage","coverage","str","output","n/a","Coverage","n/a","n/a","n/a"
"cds/exposure/granular/roe/coverage_code","coverage_code","int","output","n/a","Coverage Code","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcoverage","subcoverage","str","output","n/a","Subcoverage","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcoverage_code","subcoverage_code","int","output","n/a","Subcoverage Code","n/a","n/a","n/a"
"cds/exposure/granular/roe/selected_sum_insured","selected_sum_insured","float","output","n/a","Calculated Total Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/roe/risk_multiplier","risk_multiplier","float","output","n/a","Multiplier calc","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_terrorism_c","bi_terrorism_c","float","output","n/a","Terrorism c","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_terrorism_b","bi_terrorism_b","float","output","n/a","Terrorism b","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_civil_unrest_c","bi_civil_unrest_c","float","output","n/a","Civil unrest c","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_civil_unrest_b","bi_civil_unrest_b","float","output","n/a","Civil unrest b","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_war_c","bi_war_c","float","output","n/a","War c","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_war_b","bi_war_b","float","output","n/a","War b","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_terrorism_roe","bi_terrorism_roe","float","output","n/a","Terrorism RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_civil_unrest_roe","bi_civil_unrest_roe","float","output","n/a","Civil unrest RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_war_roe","bi_war_roe","float","output","n/a","War RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_terrorism_c","pd_terrorism_c","float","output","n/a","Terrorism c","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_terrorism_b","pd_terrorism_b","float","output","n/a","Terrorism b","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_civil_unrest_c","pd_civil_unrest_c","float","output","n/a","Civil unrest c","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_civil_unrest_b","pd_civil_unrest_b","float","output","n/a","Civil unrest b","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_war_c","pd_war_c","float","output","n/a","War c","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_war_b","pd_war_b","float","output","n/a","War b","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_terrorism_roe","pd_terrorism_roe","float","output","n/a","Terrorism RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_civil_unrest_roe","pd_civil_unrest_roe","float","output","n/a","Civil unrest RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_war_roe","pd_war_roe","float","output","n/a","War RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/selected_terrorism_roe","selected_terrorism_roe","float","output","n/a","Terrorism RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/selected_civil_unrest_roe","selected_civil_unrest_roe","float","output","n/a","Civil unrest RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/selected_war_roe","selected_war_roe","float","output","n/a","War RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/cvg_terrorism","cvg_terrorism","int","output","n/a","Terrorism","n/a","n/a","n/a"
"cds/exposure/granular/roe/cvg_civil_unrest","cvg_civil_unrest","int","output","n/a","Civil unrest","n/a","n/a","n/a"
"cds/exposure/granular/roe/cvg_war","cvg_war","int","output","n/a","War","n/a","n/a","n/a"
"cds/exposure/granular/roe/cvg_loading","cvg_loading","int","output","n/a","Loading","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcvg_terrorism","subcvg_terrorism","int","output","n/a","Terrorism","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcvg_civil_unrest","subcvg_civil_unrest","int","output","n/a","Civil unrest","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcvg_war","subcvg_war","int","output","n/a","War","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcvg_loading","subcvg_loading","int","output","n/a","Loading","n/a","n/a","n/a"
"cds/exposure/granular/roe/ihs_average_default","ihs_average_default","float","output","n/a","Average IHS Score Default","n/a","n/a","n/a"
"cds/exposure/granular/roe/ihs_average_selected","ihs_average_selected","float","output","n/a","Average IHS Score Selected","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_cvg_nl_roe","bi_cvg_nl_roe","float","output","n/a","BI Cover
Non-Liability RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_cvg_nl_roe","pd_cvg_nl_roe","float","output","n/a","PD Cover
Non-Liability RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/total_cvg_nl_roe","total_cvg_nl_roe","float","output","n/a","Total Cover
Non-Liability RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/bi_subcvg_nl_roe","bi_subcvg_nl_roe","float","output","n/a","BI Sub Cover
Non-Liability RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/pd_subcvg_nl_roe","pd_subcvg_nl_roe","float","output","n/a","PD Sub Cover
Non-Liability RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/total_subcvg_nl_roe","total_subcvg_nl_roe","float","output","n/a","Total Sub Cover
Non-Liability RoE","n/a","n/a","n/a"
"cds/exposure/granular/roe/cvg_multiplier","cvg_multiplier","float","output","n/a","Cover","n/a","n/a","n/a"
"cds/exposure/granular/roe/subcvg_multiplier","subcvg_multiplier","float","output","n/a","Sub Cover","n/a","n/a","n/a"
"cds/exposure/granular/roe/nl_min_rol","nl_min_rol","float","output","n/a","Non Liability","n/a","n/a","n/a"
"cds/exposure/granular/roe/liab_min_rol","liab_min_rol","float","output","n/a","Liability","n/a","n/a","n/a"
"cds/exposure/granular/roe","roe","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/granular/trapped_exposure","trapped_exposure","float","output","n/a","Trapped Exposure","n/a","n/a","n/a"
"cds/exposure/granular/limit_ded_difference","limit_ded_difference","float","output","n/a","Limit - Deductible","n/a","n/a","n/a"
"cds/exposure/granular/expo_limit_ratio","expo_limit_ratio","float","output","n/a","Trapped Exposure / Limit","n/a","n/a","n/a"
"cds/exposure/granular/fx_to_usd","fx_to_usd","float","output","n/a","FX to USD","n/a","n/a","n/a"
"cds/exposure/granular/curves/index","index","int","output","n/a","Not set","n/a","n/a","n/a"
"cds/exposure/granular/curves/country_number","country_number","str","output","n/a","Country
Number","n/a","n/a","n/a"
"cds/exposure/granular/curves/no_of_locations","no_of_locations","int","output","n/a","Number of
Locations","n/a","n/a","n/a"
"cds/exposure/granular/curves/location_number","location_number","str","output","n/a","Location
Number","n/a","n/a","n/a"
"cds/exposure/granular/curves/country","country","str","output","n/a","Country","n/a","n/a","n/a"
"cds/exposure/granular/curves/pml","pml","float","output","n/a","PML /
Top Location TIV","n/a","n/a","n/a"
"cds/exposure/granular/curves/coverage","coverage","str","output","n/a","Coverage","n/a","n/a","n/a"
"cds/exposure/granular/curves/limit","limit","float","output","n/a","Limit","n/a","n/a","n/a"
"cds/exposure/granular/curves/excess","excess","float","output","n/a","Excess","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcoverage","subcoverage","str","output","n/a","Sub-coverage","n/a","n/a","n/a"
"cds/exposure/granular/curves/sublimit","sublimit","float","output","n/a","Sub-limit","n/a","n/a","n/a"
"cds/exposure/granular/curves/deductible","deductible","float","output","n/a","Deductible","n/a","n/a","n/a"
"cds/exposure/granular/curves/total_sum_insured","total_sum_insured","float","output","n/a","Total Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/curves/bi_sum_insured","bi_sum_insured","float","output","n/a","BI Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/curves/pd_sum_insured","pd_sum_insured","float","output","n/a","PD Sum Insured","n/a","n/a","n/a"
"cds/exposure/granular/curves/selected_sum_insured","selected_sum_insured","float","output","n/a","Caculated TSI","n/a","n/a","n/a"
"cds/exposure/granular/curves/band","band","str","output","n/a","Band","n/a","n/a","n/a"
"cds/exposure/granular/curves/kth_smallest","kth_smallest","int","output","n/a","Kth Smallest","n/a","n/a","n/a"
"cds/exposure/granular/curves/decile","decile","float","output","n/a","Decile","n/a","n/a","n/a"
"cds/exposure/granular/curves/category","category","str","output","n/a","Category","n/a","n/a","n/a"
"cds/exposure/granular/curves/no_in_category","no_in_category","float","output","n/a","# in
category","n/a","n/a","n/a"
"cds/exposure/granular/curves/si_unscaled","si_unscaled","float","output","n/a","Sum Insured -
Unscaled","n/a","n/a","n/a"
"cds/exposure/granular/curves/si_scaled","si_scaled","float","output","n/a","Sum Insured -
Scaled","n/a","n/a","n/a"
"cds/exposure/granular/curves/si_scaled_2","si_scaled_2","float","output","n/a","Sum Insured -
Scaled Again","n/a","n/a","n/a"
"cds/exposure/granular/curves/liability_risk","liability_risk","str","output","n/a","Liability Risk","n/a","n/a","n/a"
"cds/exposure/granular/curves/attritional_risk","attritional_risk","str","output","n/a","Attritional
Risk","n/a","n/a","n/a"
"cds/exposure/granular/curves/geog_risk","geog_risk","str","output","n/a","Geog
Risk","n/a","n/a","n/a"
"cds/exposure/granular/curves/location_cat_risk","location_cat_risk","str","output","n/a","Location Cat
Risk","n/a","n/a","n/a"
"cds/exposure/granular/curves/bi_cvg_nl_roe","bi_cvg_nl_roe","float","output","n/a","Cover","n/a","n/a","n/a"
"cds/exposure/granular/curves/bi_subcvg_nl_roe","bi_subcvg_nl_roe","float","output","n/a","Sub Cover","n/a","n/a","n/a"
"cds/exposure/granular/curves/pd_cvg_nl_roe","pd_cvg_nl_roe","float","output","n/a","Cover","n/a","n/a","n/a"
"cds/exposure/granular/curves/pd_subcvg_nl_roe","pd_subcvg_nl_roe","float","output","n/a","Sub Cover","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_bi_rate_si","cvg_bi_rate_si","float","output","n/a","BI - Rate x SI","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_pd_rate_si","cvg_pd_rate_si","float","output","n/a","PD - Rate x SI","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_bi_mbbefd","cvg_bi_mbbefd","float","output","n/a","BI MBBEFD","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_pd_mbbefd","cvg_pd_mbbefd","float","output","n/a","MBBEFD","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_bi_base_premium","cvg_bi_base_premium","float","output","n/a","BI - Base
Premium","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_pd_base_premium","cvg_pd_base_premium","float","output","n/a","PD - Base
Premium","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_limit_usd","cvg_limit_usd","float","output","n/a","Limit $","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_excess_usd","cvg_excess_usd","float","output","n/a","Excess $","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_ilf_upper","cvg_ilf_upper","float","output","n/a","ILF
(Limit + Excess)","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_ilf_lower","cvg_ilf_lower","float","output","n/a","ILF
(Excess)","n/a","n/a","n/a"
"cds/exposure/granular/curves/cvg_liab_base_premium","cvg_liab_base_premium","float","output","n/a","Base Premium","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_bi_rate_si","subcvg_bi_rate_si","float","output","n/a","BI - Rate x SI","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_pd_rate_si","subcvg_pd_rate_si","float","output","n/a","PD - Rate x SI","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_bi_mbbefd","subcvg_bi_mbbefd","float","output","n/a","BI MBBEFD","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_pd_mbbefd","subcvg_pd_mbbefd","float","output","n/a","MBBEFD","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_bi_base_premium","subcvg_bi_base_premium","float","output","n/a","BI - Base
Premium","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_pd_base_premium","subcvg_pd_base_premium","float","output","n/a","PD - Base
Premium","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_sublimit_usd","subcvg_sublimit_usd","float","output","n/a","Sub Limit $","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_ilf_upper","subcvg_ilf_upper","float","output","n/a","ILF
(Sub Limit + Excess)","n/a","n/a","n/a"
"cds/exposure/granular/curves/subcvg_liab_base_premium","subcvg_liab_base_premium","float","output","n/a","Base Premium","n/a","n/a","n/a"
"cds/exposure/granular/curves/trapped_exposure","trapped_exposure","float","output","n/a","Trapped Exposure","n/a","n/a","n/a"
"cds/exposure/granular/curves","curves","list","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure/granular","granular","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/exposure","exposure","structure","n/a","n/a","n/a","n/a","n/a","n/a"
"cds/standard_fields/insured_name","insured_name","str","input","optional","Insured Name","None","['start_renewal_task']","n/a"
"cds/standard_fields/broker","broker","str","input","optional","Broker Name","None","n/a","n/a"
"cds/standard_fields/expiry_date","expiry_date","date","output","n/a","Expiry Date","n/a","n/a","n/a"
"cds/standard_fields/inception_date","inception_date","date","output","n/a","Inception Date","n/a","n/a","n/a"
"cds/standard_fields/insured_country","insured_country","str","input","optional","Insured Country","None","n/a","n/a"
"cds/standard_fields/insured_postal_code","insured_postal_code","str","input","optional","Insured Postal Code","None","n/a","n/a"
"cds/standard_fields/insured_state_or_province","insured_state_or_province","str","input","optional","Insured State or Province","None","n/a","n/a"
"cds/standard_fields/is_admitted_or_surplus","is_admitted_or_surplus","str","input","optional","Is Admitted Or Surplus","None","n/a","n/a"
"cds/standard_fields/is_free_trade_zone","is_free_trade_zone","bool","input","required","Is Free-Trade Zone","False","n/a","n/a"
"cds/standard_fields/is_renewal","is_renewal","bool","input","required","Is Renewal","False","n/a","['start_renewal_task']"
"cds/standard_fields/underwriter","underwriter","str","input","optional","Underwriter","None","n/a","n/a"
"cds/standard_fields/policy_reference","policy_reference","str","output","n/a","Policy Reference","n/a","n/a","n/a"
"cds/standard_fields/facility_reference","facility_reference","str","input","optional","Facility Reference","None","n/a","n/a"
"cds/standard_fields/benchmark_class","benchmark_class","str","output","n/a","Benchmark Class","n/a","n/a","n/a"
"cds/standard_fields/uw_rationale","uw_rationale","str","input","optional","Underwriter Rationale","None","n/a","n/a"
"cds/standard_fields/trifocus","trifocus","str","output","n/a","Trifocus","n/a","n/a","n/a"
