"Path","Name","Type","Mode","Optionality","Label","Default Value"
"cds/standard_fields/trifocus","trifocus","str","output","n/a","Trifocus","n/a"
"cds/standard_fields/rating_methodology","rating_methodology","str","input","required","Rater Priced or Case Priced?","Rater"
"cds/standard_fields/is_case_priced","is_case_priced","bool","output","n/a","Is Case Priced","n/a"
"cds/standard_fields/is_rater_priced","is_rater_priced","bool","output","n/a","Is Rater Priced","n/a"
"cds/standard_fields","standard_fields","structure","n/a","n/a","n/a","n/a"
"cds/layers/limit","limit","float","output","n/a","Limit","n/a"
"cds/layers/excess","excess","float","output","n/a","Excess","n/a"
"cds/layers/deductible","deductible","float","output","n/a","Deductible","n/a"
"cds/layers/aggregate_limit","aggregate_limit","float","output","n/a","Aggregate Limit","n/a"
"cds/layers/aggregate_excess","aggregate_excess","float","output","n/a","Aggregate Excess","n/a"
"cds/layers/aggregate_deductible","aggregate_deductible","float","output","n/a","Aggregate Deductible","n/a"
"cds/layers/currency","currency","str","input","optional","Currency","None"
"cds/layers/section_reference","section_reference","str","input","optional","Section Reference","None"
"cds/layers/brokerage","brokerage","float","output","n/a","Brokerage","n/a"
"cds/layers/written_line","written_line","float","output","n/a","Written Line","n/a"
"cds/layers/premium","premium","float","output","n/a","Gross Bound Premium","n/a"
"cds/layers/status","status","str","input","optional","Status","None"
"cds/layers/is_primary_excess","is_primary_excess","str","input","optional","Primary or Excess","None"
"cds/layers/benchmark_premium","benchmark_premium","float","output","n/a","Gross Benchmark Premium","n/a"
"cds/layers/bpi","bpi","float","output","n/a","BPI","n/a"
"cds/layers/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","n/a","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/model_premium","model_premium","float","output","n/a","Gross Model Premium","n/a"
"cds/layers/unity_premium","unity_premium","float","output","n/a","Gross Unity Premium","n/a"
"cds/layers/quoted_premium","quoted_premium","float","output","n/a","Gross Quoted Premium","n/a"
"cds/layers/technical_premium","technical_premium","float","output","n/a","Gross Technical Premium","n/a"
"cds/layers/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","n/a","Gross Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/technical_premium_net","technical_premium_net","float","output","n/a","Net Technical Premium","n/a"
"cds/layers/tpi","tpi","float","output","n/a","TPI","n/a"
"cds/layers/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","n/a","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/pflr_att","pflr_att","float","output","n/a","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/pflr_cat","pflr_cat","float","output","n/a","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/pflr","pflr","float","output","n/a","Priced-for Loss Ratio","n/a"
"cds/layers/roc","roc","float","output","n/a","Return on Capital","n/a"
"cds/layers/uw_adj_impact","uw_adj_impact","float","output","n/a","Impact of Underwriting Adjustments","n/a"
"cds/layers/trifocus","trifocus","str","input","optional","Trifocus","None"
"cds/layers/expected_loss_cost","expected_loss_cost","float","output","n/a","Expected Loss Cost","n/a"
"cds/layers/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","n/a","Expected Loss Cost (Pre-UW Ajustment)","n/a"
"cds/layers/coverages/abc/limit","limit","float","input","optional","Limit","None"
"cds/layers/coverages/abc/excess","excess","float","input","optional","Excess","None"
"cds/layers/coverages/abc/deductible","deductible","float","input","optional","Deductible","None"
"cds/layers/coverages/abc/aggregate_limit","aggregate_limit","float","input","optional","Aggregate Limit","None"
"cds/layers/coverages/abc/aggregate_excess","aggregate_excess","float","input","optional","Aggregate Excess","None"
"cds/layers/coverages/abc/aggregate_deductible","aggregate_deductible","float","input","optional","Aggregate Deductible","None"
"cds/layers/coverages/abc/currency","currency","str","input","optional","Currency","None"
"cds/layers/coverages/abc/section_reference","section_reference","str","input","optional","Section Reference","None"
"cds/layers/coverages/abc/brokerage","brokerage","float","input","optional","Brokerage","None"
"cds/layers/coverages/abc/written_line","written_line","float","input","optional","Beazley Market Share","1.0"
"cds/layers/coverages/abc/premium","premium","float","input","optional","Gross Quoted Premium","None"
"cds/layers/coverages/abc/status","status","str","input","optional","Status","None"
"cds/layers/coverages/abc/benchmark_premium","benchmark_premium","float","output","n/a","Benchmark Premium","n/a"
"cds/layers/coverages/abc/bpi","bpi","float","output","n/a","BPI","n/a"
"cds/layers/coverages/abc/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","n/a","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/abc/model_premium","model_premium","float","output","n/a","Gross Model Premium","n/a"
"cds/layers/coverages/abc/unity_premium","unity_premium","float","output","n/a","Gross Unity Premium","n/a"
"cds/layers/coverages/abc/quoted_premium","quoted_premium","float","input","optional","ABC Quoted Premium","None"
"cds/layers/coverages/abc/technical_premium","technical_premium","float","output","n/a","Technical Premium","n/a"
"cds/layers/coverages/abc/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","n/a","Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/abc/technical_premium_net","technical_premium_net","float","output","n/a","Net Technical Premium","n/a"
"cds/layers/coverages/abc/tpi","tpi","float","output","n/a","TPI","n/a"
"cds/layers/coverages/abc/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","n/a","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/abc/pflr_att","pflr_att","float","output","n/a","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/coverages/abc/pflr_cat","pflr_cat","float","output","n/a","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/coverages/abc/pflr","pflr","float","output","n/a","Priced-for Loss Ratio","n/a"
"cds/layers/coverages/abc/roc","roc","float","output","n/a","ROC","n/a"
"cds/layers/coverages/abc/uw_adj_impact","uw_adj_impact","float","output","n/a","Impact of Underwriting Adjustments","n/a"
"cds/layers/coverages/abc/quoted_market_share","quoted_market_share","float","output","n/a","ABC Quoted Market Share","n/a"
"cds/layers/coverages/abc/elr","elr","float","output","n/a","PFLR","n/a"
"cds/layers/coverages/abc/ma_retention","ma_retention","float","input","optional","M&A Retention","None"
"cds/layers/coverages/abc/bridge_countries","bridge_countries","bool","input","optional","Bridge Countries?","None"
"cds/layers/coverages/abc/at_cost_75","at_cost_75","float","output","n/a","75th at Cost","n/a"
"cds/layers/coverages/abc/incl_dimissals_75","incl_dimissals_75","float","output","n/a","75th Incl Dismissals","n/a"
"cds/layers/coverages/abc","abc","structure","n/a","n/a","n/a","n/a"
"cds/layers/coverages/side_a/limit","limit","float","input","optional","Side A Limit","None"
"cds/layers/coverages/side_a/excess","excess","float","input","optional","Side A Excess","None"
"cds/layers/coverages/side_a/deductible","deductible","float","input","optional","ABC Deductible","None"
"cds/layers/coverages/side_a/aggregate_limit","aggregate_limit","float","input","optional","Aggregate Limit","None"
"cds/layers/coverages/side_a/aggregate_excess","aggregate_excess","float","input","optional","Aggregate Excess","None"
"cds/layers/coverages/side_a/aggregate_deductible","aggregate_deductible","float","input","optional","Aggregate Deductible","None"
"cds/layers/coverages/side_a/currency","currency","str","input","optional","Currency","None"
"cds/layers/coverages/side_a/section_reference","section_reference","str","input","optional","Section Reference","None"
"cds/layers/coverages/side_a/brokerage","brokerage","float","input","optional","Brokerage","None"
"cds/layers/coverages/side_a/written_line","written_line","float","input","optional","Beazley Market Share","1.0"
"cds/layers/coverages/side_a/premium","premium","float","input","optional","Gross Quoted Premium","None"
"cds/layers/coverages/side_a/status","status","str","input","optional","Status","None"
"cds/layers/coverages/side_a/benchmark_premium","benchmark_premium","float","output","n/a","Side A Benchmark Premium","n/a"
"cds/layers/coverages/side_a/bpi","bpi","float","output","n/a","BPI","n/a"
"cds/layers/coverages/side_a/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","n/a","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/side_a/model_premium","model_premium","float","output","n/a","Gross Model Premium","n/a"
"cds/layers/coverages/side_a/unity_premium","unity_premium","float","output","n/a","Gross Unity Premium","n/a"
"cds/layers/coverages/side_a/quoted_premium","quoted_premium","float","input","optional","Side A Quoted Premium","None"
"cds/layers/coverages/side_a/technical_premium","technical_premium","float","output","n/a","Technical Premium","n/a"
"cds/layers/coverages/side_a/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","n/a","Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/side_a/technical_premium_net","technical_premium_net","float","output","n/a","Net Technical Premium","n/a"
"cds/layers/coverages/side_a/tpi","tpi","float","output","n/a","TPI","n/a"
"cds/layers/coverages/side_a/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","n/a","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/side_a/pflr_att","pflr_att","float","output","n/a","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/coverages/side_a/pflr_cat","pflr_cat","float","output","n/a","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/coverages/side_a/pflr","pflr","float","output","n/a","Priced-for Loss Ratio","n/a"
"cds/layers/coverages/side_a/roc","roc","float","output","n/a","ROC","n/a"
"cds/layers/coverages/side_a/uw_adj_impact","uw_adj_impact","float","output","n/a","Impact of Underwriting Adjustments","n/a"
"cds/layers/coverages/side_a/quoted_market_share","quoted_market_share","float","output","n/a","Side A Quoted Market Share","n/a"
"cds/layers/coverages/side_a/tower","tower","float","input","optional","ABC Tower","None"
"cds/layers/coverages/side_a/non_rescindable_coverage","non_rescindable_coverage","bool","input","optional","Provides non-rescindable side A coverage","None"
"cds/layers/coverages/side_a/director_limit","director_limit","float","input","optional","Ind. Director Limit","None"
"cds/layers/coverages/side_a/elr","elr","float","output","n/a","PFLR","n/a"
"cds/layers/coverages/side_a/at_cost_75","at_cost_75","float","output","n/a","75th at Cost","n/a"
"cds/layers/coverages/side_a/incl_dimissals_75","incl_dimissals_75","float","output","n/a","75th Incl Dismissals","n/a"
"cds/layers/coverages/side_a","side_a","structure","n/a","n/a","n/a","n/a"
"cds/layers/coverages","coverages","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/exposure_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/exposure_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/exposure_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/exposure_change","exposure_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/risk_characteristics_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/risk_characteristics_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/risk_characteristics_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/risk_characteristics_change","risk_characteristics_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/limit_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/limit_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/limit_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/limit_change","limit_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/deductible_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/deductible_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/deductible_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/deductible_change","deductible_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/terms_conditions_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/terms_conditions_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/terms_conditions_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/terms_conditions_change","terms_conditions_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/other_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/other_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/other_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/other_change","other_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/brokerage_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/brokerage_change/uw_selected","uw_selected","float","override","n/a","UW Selected %","n/a"
"cds/layers/rate_change/brokerage_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/brokerage_change","brokerage_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/rate_change/model_calculated","model_calculated","float","output","n/a","Model %","n/a"
"cds/layers/rate_change/rate_change/uw_selected","uw_selected","float","output","n/a","UW Selected %","n/a"
"cds/layers/rate_change/rate_change/comments","comments","str","input","optional","Comment","None"
"cds/layers/rate_change/rate_change/lloyds_limit_attachment_point_change","lloyds_limit_attachment_point_change","float","output","n/a","Lloyds's Limit Attachment Point Change","n/a"
"cds/layers/rate_change/rate_change/lloyds_breadth_of_cover_change","lloyds_breadth_of_cover_change","float","output","n/a","Lloyds's Breadth of Cover Change","n/a"
"cds/layers/rate_change/rate_change/other_factors_change","other_factors_change","float","output","n/a","Other Factors Change","n/a"
"cds/layers/rate_change/rate_change","rate_change","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/expiring_layer","expiring_layer","int","input","optional","Expiring Layer","1"
"cds/layers/rate_change/rebased_expiring_premium","rebased_expiring_premium","float","output","n/a","Rebased Expiring Premium","n/a"
"cds/layers/rate_change/premium_policy_term_beazley_share/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/premium_policy_term_beazley_share/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/premium_policy_term_beazley_share","premium_policy_term_beazley_share","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/premium_policy_term_100pct/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/premium_policy_term_100pct/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/premium_policy_term_100pct","premium_policy_term_100pct","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/premium_annualized_beazley_share/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/premium_annualized_beazley_share/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/premium_annualized_beazley_share","premium_annualized_beazley_share","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/premium_annualized_100pct/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/premium_annualized_100pct/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/premium_annualized_100pct","premium_annualized_100pct","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/limit/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/limit/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/limit","limit","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/deductible/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/deductible/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/deductible","deductible","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/excess/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/excess/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/excess","excess","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/side_a_excess/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/side_a_excess/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/side_a_excess","side_a_excess","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/abc_tower/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/abc_tower/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/abc_tower","abc_tower","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/total_excess/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/total_excess/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/total_excess","total_excess","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/market_cap/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/market_cap/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/market_cap","market_cap","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/insider_share/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/insider_share/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/insider_share","insider_share","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/revised_market_cap/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/revised_market_cap/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/revised_market_cap","revised_market_cap","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/exp_sector_freq/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/exp_sector_freq/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/exp_sector_freq","exp_sector_freq","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/exp_freq/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/exp_freq/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/exp_freq","exp_freq","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/brokerage/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/brokerage/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/brokerage","brokerage","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/ei_offered/renewal","renewal","float","output","n/a","Renewal","n/a"
"cds/layers/rate_change/ei_offered/expiring","expiring","float","output","n/a","Expiring","n/a"
"cds/layers/rate_change/ei_offered","ei_offered","structure","n/a","n/a","n/a","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_exposure","expiring_exposure","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_policy_length","expiring_policy_length","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_premium","expiring_premium","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_limit","expiring_limit","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_deductible","expiring_deductible","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_brokerage","expiring_brokerage","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_write_line","expiring_write_line","float","output","n/a","Not set","n/a"
"cds/layers/rate_change/expiring_policy_info/expiring_expected_loss","expiring_expected_loss","float","output","n/a","Not set","n/a"
