eventid,AL,CT,DC,DE,FL,GA,HI,LA,MA,MD,ME,MS,NC,NH,NJ,NY,PA,RI,SC,TX,VA,VT,WV,Caribbean
2852595,0,0,0,0.000154422,0.000265037,0,0,0,0,0.00277043,0,0,0.399642503,0,0.012129244,0,0,0,3.36E-09,0,0.004331396,0,0,0.580706965
2869907,0,0,0,0,0.976649011,0,0,7.32E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023343671
2864952,0,0,0,0,0.275257958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67E-06,0,0,0,0.724732372
2854610,0,0.001834249,0,2.73E-08,5.85E-05,0,0,0,0,1.08E-07,0.001286942,0,0.019840832,0,0.063296783,0.149241021,0,0,0,0,0,0,0,0.764441575
2849369,0,0,0,0,0.950471596,0.005170325,0,0,0,0,0,0,0,0,0,0,0,0,0.001145825,0,0,0,0,0.043212254
2891324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2871922,7.64E-07,0,0,0,0.953321616,0,0,1.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046675657
2883329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2854092,0.340410886,0,0,0,0.505673752,0.038149801,0,0.063451965,0,0,0,0.05231286,0,0,0,0,0,0,0,0,0,0,0,7.36E-07
2893339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2871404,0,0,0.002997051,0.001208579,0,0,0,0,0,0.048054096,0,0,0.06174269,0,0.000288859,0,0.000444864,0,0,0,0.385016608,0,0,0.500247253
2871072,0.000501619,0,0,0,0.930599879,0.026400858,0,0,0,0,0,0,0.001009077,0,0,0,0,0,0.028226932,0,0,0,0,0.013261635
2859047,0,0,0,0,0.766179135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233820865
2876027,0.004372112,0,0,0,2.82E-05,0,0,0.928586812,0,0,0,0.067012898,0,0,0,0,0,0,0,0,0,0,0,0
2876359,0,0,0,0,0.996169411,0.000160997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003669593
2880982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2888384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2881314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2848490,0,0,0,0,0.98463704,0.001647319,0,0,0,0,0,0,0.0004074,0,0,0,0,0,0.000287851,0,0,0,0,0.01302039
2874630,0.297164602,0,0,0,0.513681901,0,0,0.07749795,0,0,0,0.111655547,0,0,0,0,0,0,0,0,0,0,0,0
2863223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2869389,0,0,0,0,0.999894815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105185
2891942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2856339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.981741324,0,0,0,0.018258676
2861208,0,0,0,0,0.000393203,0,0,0,0,0,0.001237815,0,0.001300797,0,0,0,0,0,0,0,0,0,0,0.997068186
2851716,0.241339301,0,0,0,0.739144918,0.013770594,0,5.07E-07,0,0,0,0.001961232,0.000249566,0,0,0,0,0,0.003498308,0,2.99E-05,0,0,5.67E-06
2873651,0.000501923,0,0,0,4.48E-05,0,0,0.693361508,0,0,0,0.009334121,0,0,0,0,0,0,0,0.288836579,0,0,0,0.007921074
2858354,0,0,0,0,0.338418757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661581243
2895068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2853113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847701028,0,0,0,0.152298972
2877756,0,0,0,0,0.692084816,0.003727645,0,0,0,0,0,0,0.001269097,0,0,0,0,0,0.000480986,0,0,0,0,0.302437456
2870425,0.080772315,0,0,0,0.720613197,0.172802634,0,0.00436736,8.24E-06,0,9.45E-05,0.001970504,0.000375137,0,0,6.77E-09,0,7.03E-09,0.018996086,0,0,0,0,0
2887073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2879253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2885058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2851098,0.387719736,0,0,0,0.57124722,0.000855303,0,0.008835425,0,0,0,0.030246602,0,0,0,0,0,0,0,0,0,0,0,0.001095714
2875148,2.62E-05,0,0,0,0,0,0,0.892049557,0,0,0,0.003868695,0,0,0,0,0,0,0,0.102317609,0,0,0,0.001737983
2857836,2.55E-06,0,0,0,0.849643466,1.14E-05,0,0.005543784,0,0,0,4.39E-07,0,0,0,0,0,0,0,0.096677162,0,0,0,0.048121202
2867328,0.037438324,0,0,0,0.489958316,0.220943257,0,1.76E-07,0,0,0.000710275,0,0.203718554,0,0,0,0,2.62E-07,0.047230836,0,0,0,0,0
2867746,0.298938244,0,0,0,0.57660895,0.002672062,0,0.035666984,0,0,0,0.078896324,0,0,0,0,0,0,0,0,0,0,0,0.007217436
2884640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2872615,0,0,0,0,0,0,0,0.037588359,0,0,0,0,0,0,0,0,0,0,0,0.962411641,0,0,0,0
2879771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2894550,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2858068,0,0,0,0,0.946788651,0,0,0,0,0,0,0,0.008171683,0,0,0,0,0,0,0,0.00012123,0,0,0.044918436
2870554,0,0,0,0,0.995426469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004573531
2886455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2886787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2875380,0,0,0,0,0,0,0,0.00146499,0,0,0,0,0,0,0,0,0,0,0,0.99853501,0,0,0,0
2860083,0.009385842,0,0,0,0.971131649,1.03E-05,0,8.20E-05,0,0,0,0.000487004,0,0,0,0,0,0,0,0,0,0,0,0.018903295
2896047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877395,0.00015087,0,0,0,0.007120383,0.047222683,0,0.037971789,0,0,0,0.000117963,0.000681289,0,0,0,0,0,0.038819643,0.866168945,0,0,0,0.001746435
2855128,0.018464315,0,0,0,0.03886311,0.000138932,0,0.818367559,0,0,0,0.067590189,0,0,0,0,0,0,0,0.007585747,0,0,0,0.048990147
2856253,0,0,0,0,0,0,0,0,0.167794739,0,0,0,0.832205261,0,0,0,0,0,0,0,0,0,0,0
2848619,0.008620054,0,0,0,0.669449697,0.304397089,0,0,0,0,0,0,0.002854645,0,0,0,0,0,0.014628778,0,4.40E-06,0,0,4.53E-05
2857189,0,0,0,0,0.878686093,0,0,0.004585099,0,0,0,0,0,0,0,0,0,0,0,0.000790967,0,0,0,0.115937841
2882911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2864520,0,0,0,0,0.496993884,0.039303294,0,0,0,5.04E-07,0,0,0.222813732,0,0,0,5.14E-06,0,0.232888663,0,0.006646068,0,0.001037233,0.000311485
2865931,0,0,0,0,0,0,0,1.33E-06,0,0,0,0,0,0,0,0,0,0,0,0.957252873,0,0,0,0.042745793
2863916,2.04E-05,0,0,0,0.977104679,0.000177597,0,0,0,0,0,0,0,0,0,0,0,0,1.65E-07,0,0,0,0,0.022697203
2863584,0.002124924,0,0,0,0.956962386,0.004141461,0,0,0,0,0,0,0,0,0,0,0,0,2.90E-05,0,0,0,0,0.036742255
2893425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2871490,0.128829925,0,0,0,1.40E-06,0,0,0.13950802,0,0,0,0.574566079,0,0,0,0.08059541,0.075412052,0,0,0,0,0,0.00057647,0.000510647
2885851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2883847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2888802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860976,0.002529477,0,0,0.000645918,0.751273003,0.144123443,0,0,0.006755053,0.001442335,0,0,0.041968887,0,0.003861344,0.000371261,0,0.000192627,0.03378828,0,0.013048371,0,0,0
2890531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2891610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2861812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2879124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2873219,0,0,0,0,0.236549166,0.034822538,0,0,3.40E-06,0,0,0,0.048374307,0,0,0,0,0,0.011714821,0,0.000222902,0,0,0.668312863
2852509,3.20E-05,0,0,0,0.013410717,0,0,0.049229814,0,0,0,0.000995598,0,0,0,0,0,0,0,0.687079597,0,0,0,0.249252235
2863827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28E-05,0,0,0,0.999917234
2851384,0.013322786,0,0,0,0.011201029,0.291252987,0,0,0,8.16E-06,0,0,0.121757526,0,0,0,0,0,0.561155323,0,0.001295173,0,0,7.01E-06
2892303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853445,0.029918489,0,0,0,0.006134037,0,0,0.718057647,0,0,0,0.197371845,0,0,0,0,0,0,0,0,0,0,0,0.048517981
2895154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2878088,0,0,0,0,0.963550171,0.018461817,0,0,0,0,0,0,0.003152449,0,0,0,0,0,0.009267683,0,0.000124779,0,0.000108236,0.005334864
2861855,0,0.216104345,0,0.020627873,0,0,0,0,0.00160748,0.036945144,0,0,0.022583828,0,0.066961867,0.605877582,0,0.003438978,0,0,0.025852902,0,0,0
2869675,0,0,0,0,0.998914149,0,0,0,0.001085851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2894318,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2862791,0.004773853,0,0,0,0.002303485,0,0,0.542566406,0,0,0,0.440004053,0,0,0,0,0,0,0,0,0,0,0,0.010352204
2877152,0.083934898,0,0,0.002649598,0,0.164192298,0,0.002893917,0,0.001514769,0,0.019493058,0.409644053,0,0.012128714,2.42E-05,0,0,0.051973799,0.039924783,0.21105729,0,0.000220707,0.000347901
2892546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2896333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2867660,0,0,0.025099824,0,0,0,0,0,0,0.269488795,0,0,0.244227763,0.000540637,0,0.169026974,0.211995023,0,0.005102357,0,0.036344651,0.038173975,0,0
2884726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2850348,0.317464111,0,0,0,0.596336648,0.000134192,0,0.002087989,0,0,0,0.083977061,0,0,0,0,0,0,0,0,0,0,0,0
2872283,1.11E-05,0,0,0,0,0,0,0.004597287,0,0,0,2.10E-05,0,0,0,0,0,0,0,0.888370581,0,0,0,0.107000093
2880103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2889595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2876963,0,0.004496487,0.005069896,0.013755243,0.557969918,0.00309451,0,0,0.006298875,0.047365067,0,0,0.130017918,6.92E-06,0.036851876,0.018359164,0.013759978,0.002676334,0.070442904,0,0.083947156,0,0.00037083,0.005516922
2880378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2885619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2851991,0,0.287576403,0,0.01087308,0,0,0,0,0.069635978,0.006357531,0.009866497,0,0.004273151,0.024114622,0.093642451,0.473818631,0.00013162,0.017690957,0,0,0.001874148,0.000144931,0,0
2894275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873737,0.015120263,0,0,0,0.976136586,0.001872143,0,2.13E-08,0,0,0,0.000107302,0,0,0,0,0,0,0,0,0,0,0,0.006763684
2891049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2882393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2886094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2877438,0.001568719,0,0,0,0.002257782,0,0,0.056896243,0,0,0,0.002207027,0,0,0,0,0,0,0,0.677487542,0,0,0,0.259582687
2868782,0,0,0,0,0.000107183,0,0,0,0,3.05E-09,0,0,0.009265296,0,0,0,0,0,0,0,0.000556715,0,0,0.990070803
2883604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2892260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2866767,4.00E-06,0,0,0,0.078933589,0,0,0.004940397,0,0,0,2.85E-06,0,0,0,0,0,0,0,0.892762008,0,0,0,0.023357162
2889320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2858111,0,0,0,0.000117461,0,0,0,0,0.005030394,0.002912103,0.009528285,0,0.655883036,0,0,0,0,6.22E-06,0,0,0.325792909,0,0,0.00072959
2872008,0.03323738,0,0,0,0.00061712,0.06926177,0,0.61536717,0,0,0,0.17231204,0.018517708,0,0,0,0,0,0.017999715,6.32E-06,0.000359798,0,0,0.07232098
2880664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2875423,0,0,0,0,0.002742939,0,0,0.00201391,0,0,0,0,0,0,0,0,0,0,0,0.995009522,0,0,0,0.000233629
2884079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2854006,1.50E-06,0,0,0,0.049398403,0,0,0.006611105,0,0,0,0.000117024,0,0,0,0,0,0,0,0,0,0,0,0.943871963
2850305,0.661758369,0,0,0,0.330912059,0,0,3.34E-08,0,0,0,0.000113519,0.001265694,0,0,0,0,0,8.54E-06,0,0,0,0,0.005941789
2849051,0,0,0,0,0,0,0,0.000767112,0,0,0,0,0,0,0,0,0,0,0,0.999133944,0,0,0,9.89E-05
2858961,0,0.071784087,0,0.002650828,0,0,0,0,0.00830825,9.01E-05,0.001301433,0,0,0.000670828,0.348336188,0.451167532,0.112641079,0.002868385,0,0,0,0.000181251,0,0
2862662,0,0,0,0,0.925874681,0.013855572,0,0,0,0,0,0,0,0,0,0,0,0,7.66E-05,0,0,0,0,0.060193108
2867617,5.58E-06,0,0,0,0.086368327,0,0,0.010212821,0,0,0,6.51E-05,0,0,0,0,0,0,0,0.890098439,0,0,0,0.013249768
2887634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2866810,0,0,0,0,0.865050372,0.002690859,0,0,0,0,9.20E-05,0,0.007428092,0,0,0,0,0,0.01751786,0,0,0,0,0.107220783
2889363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2892778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2875466,0,0,0,0,0,0,0,0.000580935,0,0,0,0,0,0,0,0,0,0,0,0.999419065,0,0,0,0
2856382,0,0,0.001479265,0,0.60152785,0.000487558,0,0,0,0.01040777,0,0,0.030058885,0,0,0.000177793,0.002894209,0,0.342832835,0,0.008011537,0.000209115,0,0.001913182
2865038,0,0,0,0,0.961060304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038939696
2882350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2896004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2877481,0,0,0,0,0.002310264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.997689736
2886137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2878692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2873694,0.001752924,0,0,0,0.153167483,0.048158912,0,0,0,0,0,0,0.371744847,0,0,0,0,0,0.422370357,0,0.001323862,0,0,0.001481615
2894793,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2852034,0.114496906,0,0,0,0.86379611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021706984
2852277,0.001437894,0,0,0,0.000244458,0,0,0.560189499,0,0,0,0.005319482,0,0,0,0,0,0,0,0.375060618,0,0,0,0.05774805
2868264,0,0,0,0,0.963509083,0,0,0.011412346,0,0,0,0.000246695,0,0,0,0,0,0,0,0,0,0,0,0.024831876
2876920,0,0,0,0,0.055926449,0,0,0.00326013,0,0,0,0,0,0,0,0,0,0,0,0.940465457,0,0,0,0.000347965
2871679,0,0,0,0,0,0,0,0,0,0,0,0,0.804353513,0,0,0,0,0,0.193132895,0,0.002145638,0,1.19E-05,0.000356098
2850780,0.836141558,0,0,0,0.000664167,0,0,0,0,0,0,0.002939143,0,0,0,0,0,0,0,0,0,0,0,0.160255133
2885576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860690,0.203008589,0,0,0,0.012141392,0.04986869,0,0.32909699,0,0,0,0.376016764,0,0,0,0.010678111,0.011176772,0,0,0,0,0.002749209,0,0.005263484
2894232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854049,0,0,0,0,0.989825351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010174649
2862705,0.426426681,0,0,0,0.439414578,0,0,1.32E-07,0,0,0,0.011484242,0,0,0,0,0,0,0,0,0,0,0,0.122674367
2850262,0.200364051,0,0,8.43E-07,0.78193053,0.012816798,0,0.00200504,0,2.61E-05,0,0.001652191,0,0,9.43E-06,6.83E-09,0,0,9.47E-07,0.001180338,2.86E-06,0,0,1.08E-05
2871361,0,0,0,0,0.817111608,0.043379352,0,0,0,9.29E-06,0,0,0.00764415,0,3.01E-05,2.41E-06,0,0,0.023817562,0,0.000192564,0,0,0.107812949
2878935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2863309,0,0,0,0,0.008069295,5.65E-05,0,0,0.008319183,0,0.005290393,0,0.016854649,0,1.25E-07,0.001006629,0,4.27E-06,0.001043806,0,0,0,0,0.959355152
2859479,0,0,0,0.002389265,0.064392507,0.000532126,0,0,0.012345742,0.000854845,0.001145065,0,0.160561464,0.018549158,0.037509534,0,1.37E-05,2.21E-06,0.312639907,0,0.10129012,0,0,0.287774311
2850823,0.020169158,0,0,0,0.012048485,5.08E-06,0,0.805581232,0,0,0,0.162168297,0,0,0,3.04E-06,0,0,0,0,0,1.83E-05,0,6.38E-06
2893107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2880621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2871965,0,0,0,0,0.956901655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043098345
2861294,0,0,0,0,0.587116411,0.000717462,0,0.000142301,0,0,0,0,0,0,0,0,0,0,4.28E-05,0.402644427,0,0,0,0.009336638
2848808,0,0,0,0,0,0,0,0,0,0,0,0,0.861234356,0,0,0,0,0,0.004312124,0,0.133176476,0,0,0.001277045
2852638,0.26080037,0,0,0,0.025589721,0,0,0.377691109,0,0,0,0.318792609,0,0,0,0,0,0,0,2.87E-07,0,0,0,0.017125903
2874905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2882436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2878606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2883561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2869950,0,0,0,0,0,0,0,0.001110969,0,0,0,0,0,0,0,0,0,0,0,0.998889031,0,0,0,0
2855778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105451,0,0,0,0.999894549
2864434,0,0,0,0,0.938390514,0.025437943,0,0,0.000218617,6.86E-09,0,0,0.012670351,0,0,0,0,1.39E-06,0.021180815,0,0.001236978,0,0,0.000863382
2892821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2866449,0,0,0,0,0.690603839,0,0,0.28085133,0,0,0,3.28E-06,0,0,0,0,0,0,0,0.028413359,0,0,0,0.000128193
2857793,0.079391784,0,0,0,0.908314383,0.000139418,0,2.27E-06,0,0,0,0.002084355,0,0,0,0,0,0,0,0,0,0,0,0.010067792
2849137,0,0,0,0,0,0,0,0.004795224,0,0,0,0,0,0,0,0,0,0,0,0.995204776,0,0,0,0
2876877,0,0.027187514,6.23E-09,0.0055834,0.026443888,0.005399734,0,0,0.246769134,0.006762611,0.030676351,0,0.300720507,0.014719239,0.028578769,0.061799922,3.93E-05,0.047418553,0.099109798,0,0.098574195,0.000172059,0,4.50E-05
2859565,0,0,0,0.104456003,0,0,0,0,0,0.041775447,0,0,6.08E-05,0,0.510007522,0.049450885,0.292592494,0,0,0,0.001087945,0,0.000563653,5.21E-06
2868221,0,0.105664616,0,0.000148266,0,0,0,0,0.510133445,5.55E-05,0.063202348,0,0.001314203,0.053360512,0.014976547,0.135712499,9.32E-07,0.110748531,0,0,4.40E-06,0.004306952,0,0.000371254
2885533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2855735,0,0,0,0,0,0,0,1.25E-05,0,0,0,0,0,0,0,0,0,0,0,0.999987469,0,0,0,0
2869993,0.000127555,0,0,0,0,0,0,0.711974433,0,0,0,0.007082884,0,0,0,0,0,0,0,0.112333863,0,0,0,0.168481265
2866206,3.13E-06,0,0,0,0.000299909,0,0,0.709739382,0,0,0,0.003074079,0,0,0,0,0,0,0,0.281345577,0,0,0,0.005537924
2874862,0.002112764,0,0,0,0.986299047,0,0,0.008270972,0,0,0,0.001718407,0,0,0,0,0,0,0,0,0,0,0,0.001598811
2886180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2878649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2894836,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2887305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2857507,0,0,0,0,0,0,0,0.015943575,0,0,0,0,0,0,0,0,0,0,0,0.984056425,0,0,0,0
2876834,0,0,0,0,0,0,0,7.70E-05,0,0,0,0,0,0,0,0,0,0,0,0.999922972,0,0,0,0
2859522,0,0,0,0,0.985919424,0.007400133,0,0,0,0,0,0,0,0,0,0,0,0,0.000279438,0,0,0,0,0.006401005
2868178,0,0,0,0,0.951598484,1.17E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048389851
2850866,0.054242016,0,0,0,0.005125262,0,0,0.504761725,0,0,0,0.418774751,0,0,0,0,0,0,0,0,0,0,0,0.017096245
2889077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2853963,2.18E-06,0,0,0,0.8977383,0,0,0.002861621,0,0,0,2.11E-05,0,0,0,0,0,0,0,0.01608282,0,0,0,0.083293982
2849094,0,0,0,0,0.901617704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030304065,0,0,0,0.068078231
2857750,0,0,0,0,0,0,0,0.970360818,0,0,0,0.000248079,0,0,0,0,0,0,0,0.01873025,0,0,0,0.010660853
2853331,0,0,0,0,0,0,0,0.000188618,0,0,0,0,0,0,0,0,0,0,0,0.99981131,0,0,0,7.24E-08
2870311,2.32E-05,0,0,0,0.000364821,0,0,0.849174305,0,0,0,0.017288526,0,0,0,0,0,0,0,0.132110458,0,0,0,0.001038697
2875884,0.062939332,0,0,0,0.01199448,0.020710616,0,0.320836318,0,0,0,0.382554974,0.001055647,0,0,0,0,0,9.67E-05,0,0.000980949,0,0,0.198831031
2858904,0,0,0,0,0,0,0,0.002417134,0,0,0,0,0,0,0,0,0,0,0,0.997582866,0,0,0,0
2881718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2887291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2885276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2867417,0,0,0,0,0.922167082,0.000570819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077262099
2850437,0,0,0.003244736,0.006819773,0.539604301,0.000924194,0,0,0,0.033518013,0,0,0.078491134,2.87E-06,0.01379481,0.002036183,0.050504885,0,0.240132718,0,0.02590052,0.000823058,0.000455321,0.003747484
2862462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2886972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2884032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2862329,0.000438219,0,0,0,0.991168239,0.004054392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004339151
2880354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2889010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
