code
TUSAP1: US AP 100% PML
TUSAP2: US AP 50% PML
TUSAP3 : US AP 25% PML
TUSAP4: US AP 10% PML
TUSW1: US Wind 100% PML
TUSW2: US Wind 50% PML
TUSW3: US Wind 25% PML
TUSW4: US Wind 10% PML
TUSQ1: US Quake 100% PML
TUSQ2: US Quake 50% PML
TUSQ3: US Quake 25% PML
TUSQ4: US Quake 10% PML
TUSAP0: US Not Exposed
