code
TINAP1: Intl AP 100% PML
TINAP2: Intl AP 50% PML
TINAP3: Intl AP 25% PML
TINAP4: Intl AP 10% PML
TINW1: Intl Wind 100% PML
TINW2: Intl Wind 50% PML
TINW3: Intl Wind 25% PML
TINW4: Intl Wind 10% PML
TINQ1: Intl Quake 100% PML
TINQ2: Intl Quake 50% PML
TINQ3: Intl Quake 25% PML
TINQ4: Intl Quake 10% PML
TINAP0: Intl Not Exposed
