region,ceded_per_aal
north_east,0.795764793
mid_atlantic,0.79297324
carolinas,0.700383683
fl_se,0.649297767
fl_non_se,0.563098542
al_miss,0.431556433
louisiana,0.491097392
tx_east,0.722382175
tx_west,0.551350376
cal_south,0.685620574
cal_north,0.71397212
pnw,0.661227264
new_madrid,0.495645424
hawaii,9.22E-02
eu_ws,0.35594599103327
jp_eq,0.136632443793013
jp_ws,0.0775361337972612
can_eq,0.400479459209229
caribbean_ws,0.649297767
us_wf,0.235305157870933
