eventid,region_desc_id,remetrica_description,state
2847867,27,Canada Wind,Other
2847868,22,Carolinas WS,NC
2847869,15,Texas WS,TX
2847870,17,Other Wind,Other
2847871,17,Other Wind,Other
2847872,22,Carolinas WS,NC
2847873,20,Caribbean Wind,Other
2847874,17,Other Wind,Other
2847875,20,Caribbean Wind,Other
2847876,17,Other Wind,Other
2847877,16,Mexico Wind,Other
2847878,17,Other Wind,Other
2847879,17,Other Wind,Other
2847880,26,Florida SE - South Tip,FL
2847881,19,Louisiana WS,LA
2847882,17,Other Wind,Other
2847883,23,Central America Wind,Other
2847884,17,Other Wind,Other
2847885,15,Texas WS,TX
2847886,17,Other Wind,Other
2847887,24,NE WS,NY
2847888,17,Other Wind,Other
2847889,20,Caribbean Wind,Other
2847890,17,Other Wind,Other
2847891,16,Mexico Wind,Other
2847892,17,Other Wind,Other
2847893,17,Other Wind,Other
2847894,24,NE WS,NY
2847895,17,Other Wind,Other
2847896,17,Other Wind,Other
2847897,27,Canada Wind,Other
2847898,20,Caribbean Wind,Other
2847899,20,Caribbean Wind,Other
2847900,17,Other Wind,Other
2847901,17,Other Wind,Other
2847902,15,Texas WS,TX
2847903,17,Other Wind,Other
2847904,20,Caribbean Wind,Other
2847905,20,Caribbean Wind,Other
2847906,27,Canada Wind,Other
2847907,17,Other Wind,Other
2847908,17,Other Wind,Other
2847909,17,Other Wind,Other
2847910,17,Other Wind,Other
2847911,17,Other Wind,Other
2847912,26,Florida SE - South Tip,FL
2847913,21,Florida SE - Jacksonville,FL
2847914,20,Caribbean Wind,Other
2847915,17,Other Wind,Other
2847916,17,Other Wind,Other
2847917,19,Louisiana WS,LA
2847918,26,Florida SE - South Tip,FL
2847919,17,Other Wind,Other
2847920,17,Other Wind,Other
2847921,17,Other Wind,Other
2847922,26,Florida SE - South Tip,FL
2847923,17,Other Wind,Other
2847924,17,Other Wind,Other
2847925,17,Other Wind,Other
2847926,18,Florida non SE WS,FL
2847927,17,Other Wind,Other
2847928,27,Canada Wind,Other
2847929,17,Other Wind,Other
2847930,17,Other Wind,Other
2847931,20,Caribbean Wind,Other
2847932,17,Other Wind,Other
2847933,17,Other Wind,Other
2847934,26,Florida SE - South Tip,FL
2847935,17,Other Wind,Other
2847936,17,Other Wind,Other
2847937,17,Other Wind,Other
2847938,15,Texas WS,TX
2847939,17,Other Wind,Other
2847940,28,Mid Atlantic WS,VA
2847941,17,Other Wind,Other
2847942,16,Mexico Wind,Other
2847943,17,Other Wind,Other
2847944,17,Other Wind,Other
2847945,25,Florida SE - All Other,FL
2847946,17,Other Wind,Other
2847947,17,Other Wind,Other
2847948,17,Other Wind,Other
2847949,17,Other Wind,Other
2847950,17,Other Wind,Other
2847951,17,Other Wind,Other
2847952,18,Florida non SE WS,FL
2847953,17,Other Wind,Other
2847954,20,Caribbean Wind,Other
2847955,19,Louisiana WS,LA
2847956,17,Other Wind,Other
2847957,17,Other Wind,Other
2847958,23,Central America Wind,Other
2847959,24,NE WS,NY
2847960,17,Other Wind,Other
2847961,17,Other Wind,Other
2847962,17,Other Wind,Other
2847963,17,Other Wind,Other
2847964,17,Other Wind,Other
2847965,17,Other Wind,Other
2847966,17,Other Wind,Other
2847967,17,Other Wind,Other
2847968,17,Other Wind,Other
2847969,17,Other Wind,Other
2847970,23,Central America Wind,Other
2847971,17,Other Wind,Other
2847972,17,Other Wind,Other
2847973,15,Texas WS,TX
2847974,17,Other Wind,Other
2847975,17,Other Wind,Other
2847976,16,Mexico Wind,Other
2847977,17,Other Wind,Other
2847978,17,Other Wind,Other
2847979,20,Caribbean Wind,Other
2847980,17,Other Wind,Other
2847981,17,Other Wind,Other
2847982,17,Other Wind,Other
2847983,27,Canada Wind,Other
2847984,17,Other Wind,Other
2847985,17,Other Wind,Other
2847986,19,Louisiana WS,LA
2847987,15,Texas WS,TX
2847988,22,Carolinas WS,NC
2847989,17,Other Wind,Other
2847990,23,Central America Wind,Other
2847991,17,Other Wind,Other
2847992,17,Other Wind,Other
2847993,17,Other Wind,Other
2847994,17,Other Wind,Other
2847995,18,Florida non SE WS,FL
2847996,17,Other Wind,Other
2847997,17,Other Wind,Other
2847998,17,Other Wind,Other
2847999,17,Other Wind,Other
2848000,17,Other Wind,Other
2848001,20,Caribbean Wind,Other
2848002,17,Other Wind,Other
2848003,16,Mexico Wind,Other
2848004,17,Other Wind,Other
2848005,17,Other Wind,Other
2848006,17,Other Wind,Other
2848007,17,Other Wind,Other
2848008,17,Other Wind,Other
2848009,17,Other Wind,Other
2848010,17,Other Wind,Other
2848011,17,Other Wind,Other
2848012,17,Other Wind,Other
2848013,17,Other Wind,Other
2848014,19,Louisiana WS,LA
2848015,17,Other Wind,Other
2848016,17,Other Wind,Other
2848017,23,Central America Wind,Other
2848018,17,Other Wind,Other
2848019,17,Other Wind,Other
2848020,17,Other Wind,Other
2848021,27,Canada Wind,Other
2848022,16,Mexico Wind,Other
2848023,17,Other Wind,Other
2848024,18,Florida non SE WS,FL
2848025,20,Caribbean Wind,Other
2848026,17,Other Wind,Other
2848027,17,Other Wind,Other
2848028,17,Other Wind,Other
2848029,17,Other Wind,Other
2848030,17,Other Wind,Other
2848031,24,NE WS,NY
2848032,17,Other Wind,Other
2848033,17,Other Wind,Other
2848034,17,Other Wind,Other
2848035,17,Other Wind,Other
2848036,17,Other Wind,Other
2848037,17,Other Wind,Other
2848038,17,Other Wind,Other
2848039,16,Mexico Wind,Other
2848040,19,Louisiana WS,LA
2848041,17,Other Wind,Other
2848042,17,Other Wind,Other
2848043,27,Canada Wind,Other
2848044,17,Other Wind,Other
2848045,17,Other Wind,Other
2848046,17,Other Wind,Other
2848047,17,Other Wind,Other
2848048,17,Other Wind,Other
2848049,17,Other Wind,Other
2848050,17,Other Wind,Other
2848051,17,Other Wind,Other
2848052,23,Central America Wind,Other
2848053,17,Other Wind,Other
2848054,17,Other Wind,Other
2848055,17,Other Wind,Other
2848056,17,Other Wind,Other
2848057,17,Other Wind,Other
2848058,19,Louisiana WS,LA
2848059,17,Other Wind,Other
2848060,25,Florida SE - All Other,FL
2848061,17,Other Wind,Other
2848062,18,Florida non SE WS,FL
2848063,17,Other Wind,Other
2848064,17,Other Wind,Other
2848065,17,Other Wind,Other
2848066,15,Texas WS,TX
2848067,17,Other Wind,Other
2848068,17,Other Wind,Other
2848069,17,Other Wind,Other
2848070,17,Other Wind,Other
2848071,17,Other Wind,Other
2848072,17,Other Wind,Other
2848073,17,Other Wind,Other
2848074,17,Other Wind,Other
2848075,16,Mexico Wind,Other
2848076,17,Other Wind,Other
2848077,17,Other Wind,Other
2848078,17,Other Wind,Other
2848079,17,Other Wind,Other
2848080,22,Carolinas WS,NC
2848081,17,Other Wind,Other
2848082,20,Caribbean Wind,Other
2848083,20,Caribbean Wind,Other
2848084,17,Other Wind,Other
2848085,17,Other Wind,Other
2848086,17,Other Wind,Other
2848087,20,Caribbean Wind,Other
2848088,17,Other Wind,Other
2848089,20,Caribbean Wind,Other
2848090,17,Other Wind,Other
2848091,17,Other Wind,Other
2848092,17,Other Wind,Other
2848093,20,Caribbean Wind,Other
2848094,17,Other Wind,Other
2848095,15,Texas WS,TX
2848096,15,Texas WS,TX
2848097,17,Other Wind,Other
2848098,17,Other Wind,Other
2848099,17,Other Wind,Other
2848100,17,Other Wind,Other
2848101,17,Other Wind,Other
2848102,17,Other Wind,Other
2848103,22,Carolinas WS,NC
2848104,17,Other Wind,Other
2848105,17,Other Wind,Other
2848106,17,Other Wind,Other
2848107,17,Other Wind,Other
2848108,17,Other Wind,Other
2848109,28,Mid Atlantic WS,VA
2848110,20,Caribbean Wind,Other
2848111,17,Other Wind,Other
2848112,17,Other Wind,Other
2848113,22,Carolinas WS,NC
2848114,17,Other Wind,Other
2848115,19,Louisiana WS,LA
2848116,19,Louisiana WS,LA
2848117,17,Other Wind,Other
2848118,22,Carolinas WS,NC
2848119,17,Other Wind,Other
2848120,17,Other Wind,Other
2848121,19,Louisiana WS,LA
2848122,18,Florida non SE WS,FL
2848123,17,Other Wind,Other
2848124,15,Texas WS,TX
2848125,22,Carolinas WS,NC
2848126,17,Other Wind,Other
2848127,17,Other Wind,Other
2848128,17,Other Wind,Other
2848129,17,Other Wind,Other
2848130,17,Other Wind,Other
2848131,17,Other Wind,Other
2848132,17,Other Wind,Other
2848133,17,Other Wind,Other
2848134,20,Caribbean Wind,Other
2848135,26,Florida SE - South Tip,FL
2848136,17,Other Wind,Other
2848137,17,Other Wind,Other
2848138,17,Other Wind,Other
2848139,16,Mexico Wind,Other
2848140,17,Other Wind,Other
2848141,17,Other Wind,Other
2848142,19,Louisiana WS,LA
2848143,20,Caribbean Wind,Other
2848144,17,Other Wind,Other
2848145,17,Other Wind,Other
2848146,23,Central America Wind,Other
2848147,17,Other Wind,Other
2848148,17,Other Wind,Other
2848149,17,Other Wind,Other
2848150,15,Texas WS,TX
2848151,20,Caribbean Wind,Other
2848152,17,Other Wind,Other
2848153,17,Other Wind,Other
2848154,17,Other Wind,Other
2848155,22,Carolinas WS,NC
2848156,17,Other Wind,Other
2848157,15,Texas WS,TX
2848158,17,Other Wind,Other
2848159,17,Other Wind,Other
2848160,27,Canada Wind,Other
2848161,17,Other Wind,Other
2848162,16,Mexico Wind,Other
2848163,17,Other Wind,Other
2848164,17,Other Wind,Other
2848165,17,Other Wind,Other
2848166,17,Other Wind,Other
2848167,17,Other Wind,Other
2848168,17,Other Wind,Other
2848169,20,Caribbean Wind,Other
2848170,20,Caribbean Wind,Other
2848171,17,Other Wind,Other
2848172,17,Other Wind,Other
2848173,17,Other Wind,Other
2848174,24,NE WS,NY
2848175,17,Other Wind,Other
2848176,17,Other Wind,Other
2848177,17,Other Wind,Other
2848178,17,Other Wind,Other
2848179,20,Caribbean Wind,Other
2848180,17,Other Wind,Other
2848181,17,Other Wind,Other
2848182,26,Florida SE - South Tip,FL
2848183,17,Other Wind,Other
2848184,17,Other Wind,Other
2848185,17,Other Wind,Other
2848186,17,Other Wind,Other
2848187,17,Other Wind,Other
2848188,17,Other Wind,Other
2848189,17,Other Wind,Other
2848190,17,Other Wind,Other
2848191,17,Other Wind,Other
2848192,22,Carolinas WS,NC
2848193,17,Other Wind,Other
2848194,16,Mexico Wind,Other
2848195,17,Other Wind,Other
2848196,17,Other Wind,Other
2848197,17,Other Wind,Other
2848198,17,Other Wind,Other
2848199,17,Other Wind,Other
2848200,17,Other Wind,Other
2848201,17,Other Wind,Other
2848202,22,Carolinas WS,NC
2848203,27,Canada Wind,Other
2848204,17,Other Wind,Other
2848205,17,Other Wind,Other
2848206,17,Other Wind,Other
2848207,25,Florida SE - All Other,FL
2848208,20,Caribbean Wind,Other
2848209,17,Other Wind,Other
2848210,17,Other Wind,Other
2848211,17,Other Wind,Other
2848212,17,Other Wind,Other
2848213,17,Other Wind,Other
2848214,20,Caribbean Wind,Other
2848215,20,Caribbean Wind,Other
2848216,17,Other Wind,Other
2848217,18,Florida non SE WS,FL
2848218,17,Other Wind,Other
2848219,16,Mexico Wind,Other
2848220,17,Other Wind,Other
2848221,17,Other Wind,Other
2848222,17,Other Wind,Other
2848223,22,Carolinas WS,NC
2848224,23,Central America Wind,Other
2848225,16,Mexico Wind,Other
2848226,17,Other Wind,Other
2848227,22,Carolinas WS,NC
2848228,17,Other Wind,Other
2848229,20,Caribbean Wind,Other
2848230,17,Other Wind,Other
2848231,17,Other Wind,Other
2848232,17,Other Wind,Other
2848233,20,Caribbean Wind,Other
2848234,17,Other Wind,Other
2848235,17,Other Wind,Other
2848236,17,Other Wind,Other
2848237,17,Other Wind,Other
2848238,17,Other Wind,Other
2848239,18,Florida non SE WS,FL
2848240,20,Caribbean Wind,Other
2848241,17,Other Wind,Other
2848242,17,Other Wind,Other
2848243,17,Other Wind,Other
2848244,22,Carolinas WS,NC
2848245,17,Other Wind,Other
2848246,17,Other Wind,Other
2848247,18,Florida non SE WS,FL
2848248,17,Other Wind,Other
2848249,26,Florida SE - South Tip,FL
2848250,17,Other Wind,Other
2848251,17,Other Wind,Other
2848252,17,Other Wind,Other
2848253,17,Other Wind,Other
2848254,17,Other Wind,Other
2848255,23,Central America Wind,Other
2848256,17,Other Wind,Other
2848257,17,Other Wind,Other
2848258,15,Texas WS,TX
2848259,17,Other Wind,Other
2848260,22,Carolinas WS,NC
2848261,17,Other Wind,Other
2848262,22,Carolinas WS,NC
2848263,20,Caribbean Wind,Other
2848264,17,Other Wind,Other
2848265,26,Florida SE - South Tip,FL
2848266,20,Caribbean Wind,Other
2848267,17,Other Wind,Other
2848268,20,Caribbean Wind,Other
2848269,17,Other Wind,Other
2848270,17,Other Wind,Other
2848271,17,Other Wind,Other
2848272,20,Caribbean Wind,Other
2848273,17,Other Wind,Other
2848274,20,Caribbean Wind,Other
2848275,18,Florida non SE WS,FL
2848276,17,Other Wind,Other
2848277,17,Other Wind,Other
2848278,17,Other Wind,Other
2848279,16,Mexico Wind,Other
2848280,17,Other Wind,Other
2848281,27,Canada Wind,Other
2848282,17,Other Wind,Other
2848283,17,Other Wind,Other
2848284,17,Other Wind,Other
2848285,17,Other Wind,Other
2848286,17,Other Wind,Other
2848287,17,Other Wind,Other
2848288,27,Canada Wind,Other
2848289,17,Other Wind,Other
2848290,17,Other Wind,Other
2848291,17,Other Wind,Other
2848292,20,Caribbean Wind,Other
2848293,17,Other Wind,Other
2848294,17,Other Wind,Other
2848295,17,Other Wind,Other
2848296,20,Caribbean Wind,Other
2848297,17,Other Wind,Other
2848298,17,Other Wind,Other
2848299,17,Other Wind,Other
2848300,17,Other Wind,Other
2848301,17,Other Wind,Other
2848302,17,Other Wind,Other
2848303,17,Other Wind,Other
2848304,17,Other Wind,Other
2848305,27,Canada Wind,Other
2848306,17,Other Wind,Other
2848307,20,Caribbean Wind,Other
2848308,17,Other Wind,Other
2848309,17,Other Wind,Other
2848310,19,Louisiana WS,LA
2848311,17,Other Wind,Other
2848312,17,Other Wind,Other
2848313,15,Texas WS,TX
2848314,17,Other Wind,Other
2848315,17,Other Wind,Other
2848316,20,Caribbean Wind,Other
2848317,17,Other Wind,Other
2848318,17,Other Wind,Other
2848319,22,Carolinas WS,NC
2848320,27,Canada Wind,Other
2848321,17,Other Wind,Other
2848322,17,Other Wind,Other
2848323,17,Other Wind,Other
2848324,17,Other Wind,Other
2848325,17,Other Wind,Other
2848326,17,Other Wind,Other
2848327,22,Carolinas WS,NC
2848328,17,Other Wind,Other
2848329,18,Florida non SE WS,FL
2848330,17,Other Wind,Other
2848331,17,Other Wind,Other
2848332,25,Florida SE - All Other,FL
2848333,22,Carolinas WS,NC
2848334,17,Other Wind,Other
2848335,18,Florida non SE WS,FL
2848336,25,Florida SE - All Other,FL
2848337,17,Other Wind,Other
2848338,17,Other Wind,Other
2848339,17,Other Wind,Other
2848340,17,Other Wind,Other
2848341,17,Other Wind,Other
2848342,17,Other Wind,Other
2848343,17,Other Wind,Other
2848344,19,Louisiana WS,LA
2848345,18,Florida non SE WS,FL
2848346,20,Caribbean Wind,Other
2848347,17,Other Wind,Other
2848348,17,Other Wind,Other
2848349,17,Other Wind,Other
2848350,17,Other Wind,Other
2848351,17,Other Wind,Other
2848352,19,Louisiana WS,LA
2848353,17,Other Wind,Other
2848354,17,Other Wind,Other
2848355,17,Other Wind,Other
2848356,22,Carolinas WS,NC
2848357,17,Other Wind,Other
2848358,19,Louisiana WS,LA
2848359,16,Mexico Wind,Other
2848360,17,Other Wind,Other
2848361,17,Other Wind,Other
2848362,17,Other Wind,Other
2848363,18,Florida non SE WS,FL
2848364,17,Other Wind,Other
2848365,23,Central America Wind,Other
2848366,17,Other Wind,Other
2848367,17,Other Wind,Other
2848368,17,Other Wind,Other
2848369,17,Other Wind,Other
2848370,17,Other Wind,Other
2848371,17,Other Wind,Other
2848372,17,Other Wind,Other
2848373,17,Other Wind,Other
2848374,17,Other Wind,Other
2848375,20,Caribbean Wind,Other
2848376,20,Caribbean Wind,Other
2848377,17,Other Wind,Other
2848378,17,Other Wind,Other
2848379,17,Other Wind,Other
2848380,22,Carolinas WS,NC
2848381,17,Other Wind,Other
2848382,17,Other Wind,Other
2848383,20,Caribbean Wind,Other
2848384,17,Other Wind,Other
2848385,23,Central America Wind,Other
2848386,17,Other Wind,Other
2848387,15,Texas WS,TX
2848388,17,Other Wind,Other
2848389,17,Other Wind,Other
2848390,17,Other Wind,Other
2848391,16,Mexico Wind,Other
2848392,17,Other Wind,Other
2848393,27,Canada Wind,Other
2848394,17,Other Wind,Other
2848395,17,Other Wind,Other
2848396,17,Other Wind,Other
2848397,17,Other Wind,Other
2848398,15,Texas WS,TX
2848399,17,Other Wind,Other
2848400,17,Other Wind,Other
2848401,19,Louisiana WS,LA
2848402,20,Caribbean Wind,Other
2848403,15,Texas WS,TX
2848404,17,Other Wind,Other
2848405,27,Canada Wind,Other
2848406,17,Other Wind,Other
2848407,17,Other Wind,Other
2848408,17,Other Wind,Other
2848409,20,Caribbean Wind,Other
2848410,20,Caribbean Wind,Other
2848411,29,Hawaii WS,HI
2848412,29,Hawaii WS,HI
2848413,29,Hawaii WS,HI
2848414,29,Hawaii WS,HI
2848415,29,Hawaii WS,HI
2848416,29,Hawaii WS,HI
2848417,29,Hawaii WS,HI
2848418,29,Hawaii WS,HI
2848419,29,Hawaii WS,HI
2848420,29,Hawaii WS,HI
2848421,29,Hawaii WS,HI
2848422,29,Hawaii WS,HI
2848423,29,Hawaii WS,HI
2848424,29,Hawaii WS,HI
2848425,29,Hawaii WS,HI
2848426,29,Hawaii WS,HI
2848427,29,Hawaii WS,HI
2848428,29,Hawaii WS,HI
2848429,29,Hawaii WS,HI
2848430,19,Louisiana WS,LA
2848431,15,Texas WS,TX
2848432,18,Florida non SE WS,FL
2848433,15,Texas WS,TX
2848434,25,Florida SE - All Other,FL
2848435,26,Florida SE - South Tip,FL
2848436,25,Florida SE - All Other,FL
2848437,22,Carolinas WS,NC
2848438,18,Florida non SE WS,FL
2848439,26,Florida SE - South Tip,FL
2848440,15,Texas WS,TX
2848441,18,Florida non SE WS,FL
2848442,22,Carolinas WS,NC
2848443,26,Florida SE - South Tip,FL
2848444,19,Louisiana WS,LA
2848445,18,Florida non SE WS,FL
2848446,18,Florida non SE WS,FL
2848447,26,Florida SE - South Tip,FL
2848448,26,Florida SE - South Tip,FL
2848449,26,Florida SE - South Tip,FL
2848450,26,Florida SE - South Tip,FL
2848451,18,Florida non SE WS,FL
2848452,19,Louisiana WS,LA
2848453,26,Florida SE - South Tip,FL
2848454,22,Carolinas WS,NC
2848455,18,Florida non SE WS,FL
2848456,26,Florida SE - South Tip,FL
2848457,19,Louisiana WS,LA
2848458,26,Florida SE - South Tip,FL
2848459,26,Florida SE - South Tip,FL
2848460,15,Texas WS,TX
2848461,19,Louisiana WS,LA
2848462,15,Texas WS,TX
2848463,15,Texas WS,TX
2848464,18,Florida non SE WS,FL
2848465,26,Florida SE - South Tip,FL
2848466,26,Florida SE - South Tip,FL
2848467,26,Florida SE - South Tip,FL
2848468,18,Florida non SE WS,FL
2848469,22,Carolinas WS,NC
2848470,22,Carolinas WS,NC
2848471,15,Texas WS,TX
2848472,26,Florida SE - South Tip,FL
2848473,25,Florida SE - All Other,FL
2848474,26,Florida SE - South Tip,FL
2848475,26,Florida SE - South Tip,FL
2848476,24,NE WS,NY
2848477,15,Texas WS,TX
2848478,18,Florida non SE WS,FL
2848479,25,Florida SE - All Other,FL
2848480,15,Texas WS,TX
2848481,18,Florida non SE WS,FL
2848482,19,Louisiana WS,LA
2848483,18,Florida non SE WS,FL
2848484,26,Florida SE - South Tip,FL
2848485,16,Mexico Wind,Other
2848486,15,Texas WS,TX
2848487,22,Carolinas WS,NC
2848488,19,Louisiana WS,LA
2848489,15,Texas WS,TX
2848490,26,Florida SE - South Tip,FL
2848491,26,Florida SE - South Tip,FL
2848492,15,Texas WS,TX
2848493,26,Florida SE - South Tip,FL
2848494,26,Florida SE - South Tip,FL
2848495,26,Florida SE - South Tip,FL
2848496,22,Carolinas WS,NC
2848497,22,Carolinas WS,NC
2848498,15,Texas WS,TX
2848499,22,Carolinas WS,NC
2848500,22,Carolinas WS,NC
2848501,18,Florida non SE WS,FL
2848502,18,Florida non SE WS,FL
2848503,15,Texas WS,TX
2848504,26,Florida SE - South Tip,FL
2848505,15,Texas WS,TX
2848506,26,Florida SE - South Tip,FL
2848507,15,Texas WS,TX
2848508,15,Texas WS,TX
2848509,19,Louisiana WS,LA
2848510,22,Carolinas WS,NC
2848511,22,Carolinas WS,NC
2848512,24,NE WS,NY
2848513,19,Louisiana WS,LA
2848514,26,Florida SE - South Tip,FL
2848515,18,Florida non SE WS,FL
2848516,26,Florida SE - South Tip,FL
2848517,24,NE WS,NY
2848518,25,Florida SE - All Other,FL
2848519,15,Texas WS,TX
2848520,22,Carolinas WS,NC
2848521,20,Caribbean Wind,Other
2848522,18,Florida non SE WS,FL
2848523,26,Florida SE - South Tip,FL
2848524,18,Florida non SE WS,FL
2848525,19,Louisiana WS,LA
2848526,26,Florida SE - South Tip,FL
2848527,15,Texas WS,TX
2848528,19,Louisiana WS,LA
2848529,16,Mexico Wind,Other
2848530,26,Florida SE - South Tip,FL
2848531,22,Carolinas WS,NC
2848532,26,Florida SE - South Tip,FL
2848533,22,Carolinas WS,NC
2848534,26,Florida SE - South Tip,FL
2848535,22,Carolinas WS,NC
2848536,22,Carolinas WS,NC
2848537,22,Carolinas WS,NC
2848538,18,Florida non SE WS,FL
2848539,18,Florida non SE WS,FL
2848540,19,Louisiana WS,LA
2848541,15,Texas WS,TX
2848542,18,Florida non SE WS,FL
2848543,15,Texas WS,TX
2848544,20,Caribbean Wind,Other
2848545,19,Louisiana WS,LA
2848546,26,Florida SE - South Tip,FL
2848547,19,Louisiana WS,LA
2848548,18,Florida non SE WS,FL
2848549,19,Louisiana WS,LA
2848550,15,Texas WS,TX
2848551,15,Texas WS,TX
2848552,25,Florida SE - All Other,FL
2848553,26,Florida SE - South Tip,FL
2848554,15,Texas WS,TX
2848555,26,Florida SE - South Tip,FL
2848556,25,Florida SE - All Other,FL
2848557,25,Florida SE - All Other,FL
2848558,16,Mexico Wind,Other
2848559,19,Louisiana WS,LA
