"Path","Name","Type","Mode","Label","Default Value"
"cds/bi_data/claims_movements/yoa","yoa","float","input","YOA","None"
"cds/bi_data/claims_movements/mvmt_yr","mvmt_yr","float","input","Movement Year","None"
"cds/bi_data/claims_movements/incurredmvmt_100_sett_fx","incurredmvmt_100_sett_fx","float","input","Incurred Movement","None"
"cds/bi_data/claims_movements","claims_movements","list","n/a","n/a","n/a"
"cds/bi_data","bi_data","structure","n/a","n/a","n/a"
"cds/triangle_projection/override_triangle","override_triangle","bool","input","Use Override Triangle?","False"
"cds/triangle_projection/override_triangle_date","override_triangle_date","date","input","Enter Date of Override Triangle:","None"
"cds/triangle_projection/override_triangle_date_used","override_triangle_date_used","date","input","Date of Override Triangle used: ","None"
"cds/triangle_projection/override_triangle_years","override_triangle_years","float","input","Enter Number of Years:","5"
"cds/triangle_projection/assign_override_triangle_status","assign_override_triangle_status","str","output","Override Triangle Status","n/a"
"cds/triangle_projection/async_override_triangle_status","async_override_triangle_status","str","output","Override Triangle Last Setup Status","n/a"
"cds/triangle_projection/tri_exclusions_setup_task_status","tri_exclusions_setup_task_status","str","output","Exclusions Triangle Task Status","n/a"
"cds/triangle_projection/tri_exclusions_dimensions_status","tri_exclusions_dimensions_status","str","output","Exclusions Triangle Active?","n/a"
"cds/triangle_projection/benchmark_name/default","default","str","output","Algorithmic","n/a"
"cds/triangle_projection/benchmark_name/override","override","str","input","Override","None"
"cds/triangle_projection/benchmark_name/selected","selected","str","output","Selected","n/a"
"cds/triangle_projection/benchmark_name","benchmark_name","structure","n/a","n/a","n/a"
"cds/triangle_projection/experience_weight/default","default","float","output","Algorithmic","n/a"
"cds/triangle_projection/experience_weight/override","override","float","input","Override","None"
"cds/triangle_projection/experience_weight/selected","selected","float","output","Selected","n/a"
"cds/triangle_projection/experience_weight","experience_weight","structure","n/a","n/a","n/a"
"cds/triangle_projection/benchmark_use_occurrence","benchmark_use_occurrence","bool","input","Use Claims Occurrence pattern, not Claims Made ","False"
"cds/triangle_projection/incremental_dev_factor/show_idf_row","show_idf_row","bool","output","Show Row","n/a"
"cds/triangle_projection/incremental_dev_factor/development_qtr","development_qtr","float","output","Development Qtr","n/a"
"cds/triangle_projection/incremental_dev_factor/development_mth","development_mth","float","output","Development Mth","n/a"
"cds/triangle_projection/incremental_dev_factor/development_label","development_label","str","output","Label","n/a"
"cds/triangle_projection/incremental_dev_factor/experience_default","experience_default","float","output","Experience - Algorithmic","n/a"
"cds/triangle_projection/incremental_dev_factor/experience_override","experience_override","float","input","Experience - Override","None"
"cds/triangle_projection/incremental_dev_factor/experience_selected","experience_selected","float","output","Experience - Selected","n/a"
"cds/triangle_projection/incremental_dev_factor/benchmark_default","benchmark_default","float","output","Benchmark - Algorithmic","n/a"
"cds/triangle_projection/incremental_dev_factor/benchmark_override","benchmark_override","float","output","Benchmark - Override","n/a"
"cds/triangle_projection/incremental_dev_factor/benchmark_selected","benchmark_selected","float","output","Benchmark - Selected","n/a"
"cds/triangle_projection/incremental_dev_factor/blended_default","blended_default","float","output","Blended - Algorithmic","n/a"
"cds/triangle_projection/incremental_dev_factor/blended_override","blended_override","float","output","Blended - Override","n/a"
"cds/triangle_projection/incremental_dev_factor/blended_selected","blended_selected","float","output","Blended - Selected","n/a"
"cds/triangle_projection/incremental_dev_factor","incremental_dev_factor","list","n/a","n/a","n/a"
"cds/triangle_projection/tail_factor/show_idf_row","show_idf_row","bool","output","Show Row","n/a"
"cds/triangle_projection/tail_factor/experience_default","experience_default","float","output","Experience - Algorithmic","n/a"
"cds/triangle_projection/tail_factor/experience_override","experience_override","float","input","Experience - Override","None"
"cds/triangle_projection/tail_factor/experience_selected","experience_selected","float","output","Experience - Selected","n/a"
"cds/triangle_projection/tail_factor/benchmark_default","benchmark_default","float","output","Benchmark - Algorithmic","n/a"
"cds/triangle_projection/tail_factor/benchmark_override","benchmark_override","float","output","Benchmark - Override","n/a"
"cds/triangle_projection/tail_factor/benchmark_selected","benchmark_selected","float","output","Benchmark - Selected","n/a"
"cds/triangle_projection/tail_factor/blended_default","blended_default","float","output","Blended - Algorithmic","n/a"
"cds/triangle_projection/tail_factor/blended_override","blended_override","float","output","Blended - Override","n/a"
"cds/triangle_projection/tail_factor/blended_selected","blended_selected","float","output","Blended - Selected","n/a"
"cds/triangle_projection/tail_factor","tail_factor","structure","n/a","n/a","n/a"
"cds/triangle_projection/percents_ultimate/show_ult_row","show_ult_row","bool","output","Show Row","n/a"
"cds/triangle_projection/percents_ultimate/development_qtr","development_qtr","float","output","Development Qtr","n/a"
"cds/triangle_projection/percents_ultimate/development_mth","development_mth","float","output","Development Mth","n/a"
"cds/triangle_projection/percents_ultimate/percents_label","percents_label","str","output","Label","n/a"
"cds/triangle_projection/percents_ultimate/experience_default_perc_ult","experience_default_perc_ult","float","output","Experience - Algorithmic","n/a"
"cds/triangle_projection/percents_ultimate/experience_override_perc_ult","experience_override_perc_ult","float","output","Experience - Override","n/a"
"cds/triangle_projection/percents_ultimate/experience_selected_perc_ult","experience_selected_perc_ult","float","output","Experience - Selected","n/a"
"cds/triangle_projection/percents_ultimate/benchmark_default_perc_ult","benchmark_default_perc_ult","float","output","Benchmark - Algorithmic","n/a"
"cds/triangle_projection/percents_ultimate/benchmark_override_perc_ult","benchmark_override_perc_ult","float","output","Benchmark - Override","n/a"
"cds/triangle_projection/percents_ultimate/benchmark_selected_perc_ult","benchmark_selected_perc_ult","float","output","Benchmark - Selected","n/a"
"cds/triangle_projection/percents_ultimate/blended_default_perc_ult","blended_default_perc_ult","float","output","Blended - Algorithmic","n/a"
"cds/triangle_projection/percents_ultimate/blended_override_perc_ult","blended_override_perc_ult","float","output","Blended - Override","n/a"
"cds/triangle_projection/percents_ultimate/blended_selected_perc_ult","blended_selected_perc_ult","float","output","Blended - Selected","n/a"
"cds/triangle_projection/percents_ultimate","percents_ultimate","list","n/a","n/a","n/a"
"cds/triangle_projection","triangle_projection","structure","n/a","n/a","n/a"
"cds/rating_summary/message_excluded_years","message_excluded_years","str","output","Status - Load Historic Claims","n/a"
"cds/rating_summary/chart_basis","chart_basis","str","input","Metric Basis","Gross Gross"
"cds/rating_summary/chart_show_basis_gn","chart_show_basis_gn","bool","output","Show basis","n/a"
"cds/rating_summary/chart_show_basis_gg","chart_show_basis_gg","bool","output","Show basis","n/a"
"cds/rating_summary/detail_by_year/yoa","yoa","float","output","Year of
Account","n/a"
"cds/rating_summary/detail_by_year/incept_date","incept_date","date","output","Inception
Date","n/a"
"cds/rating_summary/detail_by_year/expiry_date","expiry_date","date","output","Expiry Date","n/a"
"cds/rating_summary/detail_by_year/expiry_date_annual_est","expiry_date_annual_est","date","output","Expiry Date
annualised","n/a"
"cds/rating_summary/detail_by_year/include_suggested","include_suggested","str","output","Include -
calculated","n/a"
"cds/rating_summary/detail_by_year/include_override","include_override","str","input","Include -
override","None"
"cds/rating_summary/detail_by_year/include_selected","include_selected","str","output","Include -
selected","n/a"
"cds/rating_summary/detail_by_year/include_selected_weight","include_selected_weight","float","output","Include -
selected weight","n/a"
"cds/rating_summary/detail_by_year/policy_length_calc","policy_length_calc","float","output","Policy Length -
calculated","n/a"
"cds/rating_summary/detail_by_year/policy_length_override","policy_length_override","float","input","Policy Length -
override","None"
"cds/rating_summary/detail_by_year/policy_length_selected","policy_length_selected","float","output","Policy Length -
selected","n/a"
"cds/rating_summary/detail_by_year/policy_length_scalant","policy_length_scalant","float","output","Policy Length -
scalant","n/a"
"cds/rating_summary/detail_by_year/maturity","maturity","float","output","Number of years
developed","n/a"
"cds/rating_summary/detail_by_year/port_chg_prior","port_chg_prior","float","output","Portfolio Change -
previous","n/a"
"cds/rating_summary/detail_by_year/port_chg_suggested","port_chg_suggested","float","output","Portfolio Change -
suggested","n/a"
"cds/rating_summary/detail_by_year/port_chg_override","port_chg_override","float","input","Portfolio Change -
override","None"
"cds/rating_summary/detail_by_year/port_chg_selected","port_chg_selected","float","output","Portfolio Change -
selected","n/a"
"cds/rating_summary/detail_by_year/port_chg_cumul_prior","port_chg_cumul_prior","float","output","Portfolio Change -
Cumulative Index previous","n/a"
"cds/rating_summary/detail_by_year/port_chg_cumul_suggested","port_chg_cumul_suggested","float","output","Portfolio Change -
Cumulative Index suggested","n/a"
"cds/rating_summary/detail_by_year/port_chg_cumul_selected","port_chg_cumul_selected","float","output","Portfolio Change -
Cumulative Index selected","n/a"
"cds/rating_summary/detail_by_year/rate_chg_prior","rate_chg_prior","float","output","Rate Change -
previous","n/a"
"cds/rating_summary/detail_by_year/rate_chg_account","rate_chg_account","float","output","Rate Change -
account","n/a"
"cds/rating_summary/detail_by_year/rate_chg_portfolio","rate_chg_portfolio","float","output","Rate Change -
benchmark","n/a"
"cds/rating_summary/detail_by_year/rate_chg_suggested","rate_chg_suggested","float","output","Rate Change -
suggested","n/a"
"cds/rating_summary/detail_by_year/rate_chg_override","rate_chg_override","float","input","Rate Change -
override","None"
"cds/rating_summary/detail_by_year/rate_chg_selected","rate_chg_selected","float","output","Rate Change -
selected","n/a"
"cds/rating_summary/detail_by_year/rate_chg_cumul_prior","rate_chg_cumul_prior","float","output","Rate Change -
Cumulative Index previous","n/a"
"cds/rating_summary/detail_by_year/rate_chg_cumul_suggested","rate_chg_cumul_suggested","float","output","Rate Change -
Cumulative Index suggested","n/a"
"cds/rating_summary/detail_by_year/rate_chg_cumul_selected","rate_chg_cumul_selected","float","output","Rate Change -
Cumulative Index selected","n/a"
"cds/rating_summary/detail_by_year/infl_chg_prior","infl_chg_prior","float","output","Inflation Change -
previous","n/a"
"cds/rating_summary/detail_by_year/infl_chg_suggested","infl_chg_suggested","float","output","Inflation Change -
suggested","n/a"
"cds/rating_summary/detail_by_year/infl_chg_override","infl_chg_override","float","input","Inflation Change -
override","None"
"cds/rating_summary/detail_by_year/infl_chg_selected","infl_chg_selected","float","output","Inflation Change -
selected","n/a"
"cds/rating_summary/detail_by_year/infl_chg_cumul_prior","infl_chg_cumul_prior","float","output","Inflation Change -
Cumulative Index previous","n/a"
"cds/rating_summary/detail_by_year/infl_chg_cumul_suggested","infl_chg_cumul_suggested","float","output","Inflation Change -
Cumulative Index suggested","n/a"
"cds/rating_summary/detail_by_year/infl_chg_cumul_selected","infl_chg_cumul_selected","float","output","Inflation Change -
Cumulative Index selected","n/a"
"cds/rating_summary/detail_by_year/experience_default_perc_ult","experience_default_perc_ult","float","output","Development -
% Ultimate -
Experience Default","n/a"
"cds/rating_summary/detail_by_year/experience_selected_perc_ult","experience_selected_perc_ult","float","output","Development -
% Ultimate -
Experience Selected","n/a"
"cds/rating_summary/detail_by_year/benchmark_default_perc_ult","benchmark_default_perc_ult","float","output","Development -
% Ultimate -
Benchamrk Default","n/a"
"cds/rating_summary/detail_by_year/benchmark_selected_perc_ult","benchmark_selected_perc_ult","float","output","Development -
% Ultimate -
Benchamrk Selected","n/a"
"cds/rating_summary/detail_by_year/blended_default_perc_ult","blended_default_perc_ult","float","output","Development -
% Ultimate -
Blended Default","n/a"
"cds/rating_summary/detail_by_year/blended_selected_perc_ult","blended_selected_perc_ult","float","output","Development -
% Ultimate -
Blended Selected","n/a"
"cds/rating_summary/detail_by_year/prior_selected_perc_ult","prior_selected_perc_ult","float","output","Development -
% Ultimate -
Blended Prior","n/a"
"cds/rating_summary/detail_by_year/interp_blended_selected_perc_ult","interp_blended_selected_perc_ult","float","output","Development -
% Ultimate -
Blended Sel & Interp","n/a"
"cds/rating_summary/detail_by_year/premium_prior","premium_prior","float","output","GG Written
Premium -
prior","n/a"
"cds/rating_summary/detail_by_year/premium_suggested","premium_suggested","float","output","GG Written
Premium -
suggested","n/a"
"cds/rating_summary/detail_by_year/premium_override","premium_override","float","input","GG Written
Premium -
override","None"
"cds/rating_summary/detail_by_year/premium_selected","premium_selected","float","output","GG Written
Premium -
selected","n/a"
"cds/rating_summary/detail_by_year/premium_selected_ol","premium_selected_ol","float","output","GG Written
Premium -
selected,
on-level","n/a"
"cds/rating_summary/detail_by_year/premium_selected_ol_scaled","premium_selected_ol_scaled","float","output","GG Written
Premium -
selected,
on-level,
scaled","n/a"
"cds/rating_summary/detail_by_year/incurred_prior","incurred_prior","float","output","Incurred -
previous","n/a"
"cds/rating_summary/detail_by_year/paid_listing","paid_listing","float","output","Paid -
bi paid","n/a"
"cds/rating_summary/detail_by_year/incurred_listing","incurred_listing","float","output","Incurred -
bi","n/a"
"cds/rating_summary/detail_by_year/incurred_pp_blend","incurred_pp_blend","float","output","Incurred -
pp blend","n/a"
"cds/rating_summary/detail_by_year/incurred_pp_most_likely","incurred_pp_most_likely","float","output","Incurred -
pp most likely","n/a"
"cds/rating_summary/detail_by_year/incurred_triangle","incurred_triangle","float","output","Incurred -
bi triangle","n/a"
"cds/rating_summary/detail_by_year/incurred_suggested","incurred_suggested","float","output","Incurred -
suggested","n/a"
"cds/rating_summary/detail_by_year/incurred_override","incurred_override","float","input","Incurred -
override","None"
"cds/rating_summary/detail_by_year/incurred_selected","incurred_selected","float","output","Incurred -
selected","n/a"
"cds/rating_summary/detail_by_year/large_threshold_usd","large_threshold_usd","float","output","Large Threshold
USD","n/a"
"cds/rating_summary/detail_by_year/large_threshold_sett_fx","large_threshold_sett_fx","float","output","Large Threshold
Settlement Fx","n/a"
"cds/rating_summary/detail_by_year/incurred_large_prior","incurred_large_prior","float","output","Incurred Large -
previous","n/a"
"cds/rating_summary/detail_by_year/paid_large_listing","paid_large_listing","float","output","Incurred Large -
bi paid","n/a"
"cds/rating_summary/detail_by_year/incurred_large_listing","incurred_large_listing","float","output","Incurred Large -
bi incurred","n/a"
"cds/rating_summary/detail_by_year/incurred_large_pp_blend","incurred_large_pp_blend","float","output","Incurred Large -
pp blend","n/a"
"cds/rating_summary/detail_by_year/incurred_large_pp_most_likely","incurred_large_pp_most_likely","float","output","Incurred Large -
pp most likely","n/a"
"cds/rating_summary/detail_by_year/incurred_large_triangle","incurred_large_triangle","float","output","Incurred Large -
bi triangle","n/a"
"cds/rating_summary/detail_by_year/incurred_large_suggested","incurred_large_suggested","float","output","Incurred Large -
suggested","n/a"
"cds/rating_summary/detail_by_year/incurred_large_override","incurred_large_override","float","input","Incurred Large -
override","None"
"cds/rating_summary/detail_by_year/incurred_large_selected","incurred_large_selected","float","output","Incurred Large -
selected","n/a"
"cds/rating_summary/detail_by_year/incurred_large_selected_lr","incurred_large_selected_lr","float","output","Incurred Large -
selected loss ratio","n/a"
"cds/rating_summary/detail_by_year/incurred_large_selected_inflated","incurred_large_selected_inflated","float","output","Incurred Large -
selected inflated","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_prior","incurred_cat_prior","float","output","Incurred Cat -
previous","n/a"
"cds/rating_summary/detail_by_year/paid_cat_listing","paid_cat_listing","float","output","Incurred Cat -
bi paid","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_listing","incurred_cat_listing","float","output","Incurred Cat -
bi incurred","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_pp_blend","incurred_cat_pp_blend","float","output","Incurred Cat -
pp blend","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_pp_most_likely","incurred_cat_pp_most_likely","float","output","Incurred Cat -
pp most likely","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_triangle","incurred_cat_triangle","float","output","Incurred Cat -
bi triangle","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_suggested","incurred_cat_suggested","float","output","Incurred Cat -
suggested","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_override","incurred_cat_override","float","input","Incurred Cat -
override","None"
"cds/rating_summary/detail_by_year/incurred_cat_selected","incurred_cat_selected","float","output","Incurred Cat -
selected","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_selected_lr","incurred_cat_selected_lr","float","output","Incurred Cat -
selected loss ratio","n/a"
"cds/rating_summary/detail_by_year/incurred_cat_selected_inflated","incurred_cat_selected_inflated","float","output","Incurred Cat -
selected inflated","n/a"
"cds/rating_summary/detail_by_year/incurred_att_prior","incurred_att_prior","float","output","Incurred
Attritional -
previous","n/a"
"cds/rating_summary/detail_by_year/paid_att_listing","paid_att_listing","float","output","Incurred
Attritional -
bi paid","n/a"
"cds/rating_summary/detail_by_year/incurred_att_listing","incurred_att_listing","float","output","Incurred
Attritional -
bi incurred","n/a"
"cds/rating_summary/detail_by_year/incurred_att_pp_blend","incurred_att_pp_blend","float","output","Incurred
Attritional -
pp blend","n/a"
"cds/rating_summary/detail_by_year/incurred_att_pp_most_likely","incurred_att_pp_most_likely","float","output","Incurred
Attritional -
pp most likely","n/a"
"cds/rating_summary/detail_by_year/incurred_att_triangle","incurred_att_triangle","float","output","Incurred
Attritional -
bi triangle","n/a"
"cds/rating_summary/detail_by_year/incurred_att_suggested","incurred_att_suggested","float","output","Incurred
Attritional -
suggested","n/a"
"cds/rating_summary/detail_by_year/incurred_att_override","incurred_att_override","float","output","Incurred
Attritional -
override","n/a"
"cds/rating_summary/detail_by_year/incurred_att_selected","incurred_att_selected","float","output","Incurred
Attritional -
selected","n/a"
"cds/rating_summary/detail_by_year/incurred_att_selected_lr","incurred_att_selected_lr","float","output","Incurred
Attritional -
selected loss ratio","n/a"
"cds/rating_summary/detail_by_year/incurred_att_selected_inflated","incurred_att_selected_inflated","float","output","Incurred
Attritional -
selected inflated","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected","ultimate_att_cl_selected","float","output","Ultimate
Attritional -
CL selected","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_py_factors","ultimate_att_cl_selected_py_factors","float","output","Ultimate
Attritional -
CL selected prior:
development","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_py_factors_data","ultimate_att_cl_selected_py_factors_data","float","output","Ultimate
Attritional -
CL selected prior:
development; data","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_ol","ultimate_att_cl_selected_ol","float","output","Ultimate
Attritional -
CL selected inflated","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_ol_exc_scalant","ultimate_att_cl_selected_ol_exc_scalant","float","output","Ultimate
Attritional -
CL selected before
scalant","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_ol_py_ol_assump","ultimate_att_cl_selected_ol_py_ol_assump","float","output","Ultimate
Attritional -
CL selected prior:
inflation","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_ol_py_factors","ultimate_att_cl_selected_ol_py_factors","float","output","Ultimate
Attritional -
CL selected prior:
inflation;
development","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_cl_selected_ol_py_factors_data","ultimate_att_cl_selected_ol_py_factors_data","float","output","Ultimate
Attritional -
CL selected prior:
inflation;
development; data","n/a"
"cds/rating_summary/detail_by_year/reserving_method_attritional","reserving_method_attritional","str","output","Ultimate
Attritional -
Reserving method
selected","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_meth_selected_ol","ultimate_att_meth_selected_ol","float","output","Ultimate
Attritional -
Method selected
inflated","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_meth_selected_ol_exc_scalant","ultimate_att_meth_selected_ol_exc_scalant","float","output","Ultimate
Attritional -
Method selected
before scalant","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_meth_selected_ol_py_ol_assump","ultimate_att_meth_selected_ol_py_ol_assump","float","output","Ultimate
Attritional -
Method selected
prior: inflation","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_meth_selected_ol_py_factors","ultimate_att_meth_selected_ol_py_factors","float","output","Ultimate
Attritional -
Method selected
prior: inflation;
development","n/a"
"cds/rating_summary/detail_by_year/ultimate_att_meth_selected_ol_py_factors_data","ultimate_att_meth_selected_ol_py_factors_data","float","output","Ultimate
Attritional -
Method selected
prior: inflation;
development; data","n/a"
"cds/rating_summary/detail_by_year/weighting_exposure","weighting_exposure","float","output","Ultimate
Attritional -
method weighting -
exposure","n/a"
"cds/rating_summary/detail_by_year/weighting_decay","weighting_decay","float","output","Ultimate
Attritional -
method weighting -
decay","n/a"
"cds/rating_summary/detail_by_year/weighting_development","weighting_development","float","output","Ultimate
Attritional -
method weighting -
development","n/a"
"cds/rating_summary/detail_by_year/weighting_combined","weighting_combined","float","output","Ultimate
Attritional -
method weighting -
combined","n/a"
"cds/rating_summary/detail_by_year/weighting_final","weighting_final","float","output","Ultimate
Attritional -
method weighting -
final","n/a"
"cds/rating_summary/detail_by_year/display_yoa","display_yoa","str","output","Year","n/a"
"cds/rating_summary/detail_by_year/display_premium_ol","display_premium_ol","float","output","Premium","n/a"
"cds/rating_summary/detail_by_year/display_attritional_weight","display_attritional_weight","float","output","Weight","n/a"
"cds/rating_summary/detail_by_year/display_attritional_incurred_lr","display_attritional_incurred_lr","float","output","Incurred
LR","n/a"
"cds/rating_summary/detail_by_year/display_attritional_chainladder_lr","display_attritional_chainladder_lr","float","output","Chainladder
LR","n/a"
"cds/rating_summary/detail_by_year/display_attritional_approach","display_attritional_approach","str","output","Approach","n/a"
"cds/rating_summary/detail_by_year/display_attritional_selected_lr","display_attritional_selected_lr","float","output","Selected
LR","n/a"
"cds/rating_summary/detail_by_year/display_large_incurred_lr","display_large_incurred_lr","float","output","Incurred
LR","n/a"
"cds/rating_summary/detail_by_year/display_large_chainladder_lr","display_large_chainladder_lr","float","output","Chainladder
LR","n/a"
"cds/rating_summary/detail_by_year/display_large_approach","display_large_approach","str","output","Approach","n/a"
"cds/rating_summary/detail_by_year/display_large_selected_lr","display_large_selected_lr","float","output","Selected
LR","n/a"
"cds/rating_summary/detail_by_year/display_cat_incurred_lr","display_cat_incurred_lr","float","output","Incurred
LR","n/a"
"cds/rating_summary/detail_by_year/display_cat_chainladder_lr","display_cat_chainladder_lr","float","output","Chainladder
LR","n/a"
"cds/rating_summary/detail_by_year/display_cat_approach","display_cat_approach","str","output","Approach","n/a"
"cds/rating_summary/detail_by_year/display_cat_selected_lr","display_cat_selected_lr","float","output","Selected
LR","n/a"
"cds/rating_summary/detail_by_year/display_show_row_inputs","display_show_row_inputs","bool","output","Show Row -
inputs","n/a"
"cds/rating_summary/detail_by_year/display_show_row_rating","display_show_row_rating","bool","output","Show Row -
rating","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr_gg","chart_att_ilr_gg","float","output","Att. ILR","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr_gg","chart_large_ilr_gg","float","output","Large ILR","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr_gg","chart_cat_ilr_gg","float","output","Cat ILR","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr_gn","chart_att_ilr_gn","float","output","Att. ILR","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr_gn","chart_large_ilr_gn","float","output","Large ILR","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr_gn","chart_cat_ilr_gn","float","output","Cat ILR","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr_ol_gg","chart_att_ilr_ol_gg","float","output","Att. ILR on-level","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr_ol_gg","chart_large_ilr_ol_gg","float","output","Large ILR on-level","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr_ol_gg","chart_cat_ilr_ol_gg","float","output","Cat ILR on-level","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr_ol_gn","chart_att_ilr_ol_gn","float","output","Att. ILR on-level","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr_ol_gn","chart_large_ilr_ol_gn","float","output","Large ILR on-level","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr_ol_gn","chart_cat_ilr_ol_gn","float","output","Cat ILR on-level","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr_proposed_gg","chart_att_ilr_proposed_gg","float","output","Att. Proposed","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr_proposed_gg","chart_large_ilr_proposed_gg","float","output","Large Proposed","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr_proposed_gg","chart_cat_ilr_proposed_gg","float","output","Cat Proposed","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr_proposed_gn","chart_att_ilr_proposed_gn","float","output","Att. Proposed","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr_proposed_gn","chart_large_ilr_proposed_gn","float","output","Large Proposed","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr_proposed_gn","chart_cat_ilr_proposed_gn","float","output","Cat Proposed","n/a"
"cds/rating_summary/detail_by_year/chart_att_ilr","chart_att_ilr","float","output","Att. ULR","n/a"
"cds/rating_summary/detail_by_year/chart_large_ilr","chart_large_ilr","float","output","Large ULR","n/a"
"cds/rating_summary/detail_by_year/chart_cat_ilr","chart_cat_ilr","float","output","Cat ULR","n/a"
"cds/rating_summary/detail_by_year/chart_premium","chart_premium","float","output","Premium","n/a"
"cds/rating_summary/detail_by_year/chart_pricing_lr","chart_pricing_lr","float","output","Pricing LR","n/a"
"cds/rating_summary/detail_by_year/chart_experience_lr","chart_experience_lr","float","output","Experience LR","n/a"
"cds/rating_summary/detail_by_year","detail_by_year","list","n/a","n/a","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_initial_benchmark","ulr_initial_benchmark","float","output","ULR: Inital Benchmark","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_initial_experience","ulr_initial_experience","float","output","ULR: Initial Experience","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_initial_experience_weighting","ulr_initial_experience_weighting","float","output","ULR: Initial Experience Weighting","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_initial_selected","ulr_initial_selected","float","output","ULR: Initial Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_previous_selected_inferred","ulr_previous_selected_inferred","float","output","ULR: Inferred Selected Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_previous_override","ulr_previous_override","float","output","ULR: Override Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_previous","ulr_previous","float","output","ULR: Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_previous_suggested","ulr_previous_suggested","float","output","ULR: Suggested Previous","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_selected_ol_py_factors_data","ulr_selected_ol_py_factors_data","float","output","ULR: Previous, TY Method","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_selected_ol_py_factors","ulr_selected_ol_py_factors","float","output","ULR: TY Data, TY Method","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_selected_ol_py_ol_assump","ulr_selected_ol_py_ol_assump","float","output","ULR: TY Data, TY Method, TY % Dev","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_selected_ol_exc_scalant","ulr_selected_ol_exc_scalant","float","output","ULR: Suggested","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_selected_ol","ulr_selected_ol","float","output","ULR: Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_uw_override","ulr_uw_override","float","input","ULR: UW Override","None"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_final_uw","ulr_final_uw","float","output","ULR: Final UW Selected","n/a"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_actuarial_override","ulr_actuarial_override","float","input","ULR: Actuarial Override","None"
"cds/rating_summary/summary_ratios/attritional/gg_pre_uw_adj/ulr_actuarial_override_output","ulr_actuarial_override_output","float","output","ULR: Actuarial Override","n/a"
