"Path","Name","Type","Mode","Label","Default Value"
"cds/layers/brokerage","brokerage","float","input","Brokerage (%)","None"
"cds/layers/written_line","written_line","float","input","AFB Signed Line (%)","None"
"cds/layers/premium","premium","float","input","Gross Bound Premium","None"
"cds/layers/status","status","str","input","Deal Status","Rating"
"cds/layers/is_primary_excess","is_primary_excess","str","input","Primary or Excess","None"
"cds/layers/benchmark_premium","benchmark_premium","float","output","Gross Benchmark Premium","n/a"
"cds/layers/bpi","bpi","float","output","BPI","n/a"
"cds/layers/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/model_premium","model_premium","float","output","Gross Model Premium","n/a"
"cds/layers/unity_premium","unity_premium","float","output","Gross Unity Premium","n/a"
"cds/layers/quoted_premium","quoted_premium","float","output","AFB EPI (Net of Aqn, Gross of PC)","n/a"
"cds/layers/technical_premium","technical_premium","float","output","Gross Technical Premium","n/a"
"cds/layers/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","Gross Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/technical_premium_net","technical_premium_net","float","output","Net Technical Premium","n/a"
"cds/layers/tpi","tpi","float","output","TPI","n/a"
"cds/layers/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/pflr_att","pflr_att","float","output","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/pflr_cat","pflr_cat","float","output","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/pflr","pflr","float","output","Priced-for Loss Ratio","n/a"
"cds/layers/roc","roc","float","output","Return on Capital","n/a"
"cds/layers/uw_adj_impact","uw_adj_impact","float","output","Impact of Underwriting Adjustments","n/a"
"cds/layers/trifocus","trifocus","str","input","Trifocus","None"
"cds/layers/expected_loss_cost","expected_loss_cost","float","output","Expected Loss Cost","n/a"
"cds/layers/expected_loss_cost_pre_uw_adj","expected_loss_cost_pre_uw_adj","float","output","Expected Loss Cost (Pre-UW Ajustment)","n/a"
"cds/layers/coverages/all/limit","limit","float","input","Limit","None"
"cds/layers/coverages/all/excess","excess","float","input","Excess","None"
"cds/layers/coverages/all/deductible","deductible","float","input","Deductible","None"
"cds/layers/coverages/all/aggregate_limit","aggregate_limit","float","input","Aggregate Limit","None"
"cds/layers/coverages/all/aggregate_excess","aggregate_excess","float","input","Aggregate Excess","None"
"cds/layers/coverages/all/aggregate_deductible","aggregate_deductible","float","input","Aggregate Deductible","None"
"cds/layers/coverages/all/currency","currency","str","input","Currency","None"
"cds/layers/coverages/all/section_reference","section_reference","str","input","Section Reference","None"
"cds/layers/coverages/all/brokerage","brokerage","float","input","Brokerage","None"
"cds/layers/coverages/all/written_line","written_line","float","input","Written Line","None"
"cds/layers/coverages/all/premium","premium","float","input","Gross Bound Premium","None"
"cds/layers/coverages/all/status","status","str","input","Status","None"
"cds/layers/coverages/all/benchmark_premium","benchmark_premium","float","output","Gross Benchmark Premium","n/a"
"cds/layers/coverages/all/bpi","bpi","float","output","BPI","n/a"
"cds/layers/coverages/all/bpi_pre_uw_adj","bpi_pre_uw_adj","float","output","BPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/all/model_premium","model_premium","float","output","Gross Model Premium","n/a"
"cds/layers/coverages/all/unity_premium","unity_premium","float","output","Gross Unity Premium","n/a"
"cds/layers/coverages/all/quoted_premium","quoted_premium","float","input","Gross Quoted Premium","None"
"cds/layers/coverages/all/technical_premium","technical_premium","float","output","Gross Technical Premium","n/a"
"cds/layers/coverages/all/technical_premium_pre_uw_adj","technical_premium_pre_uw_adj","float","output","Gross Technical Premium (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/all/technical_premium_net","technical_premium_net","float","output","Net Technical Premium","n/a"
"cds/layers/coverages/all/tpi","tpi","float","output","TPI","n/a"
"cds/layers/coverages/all/tpi_pre_uw_adj","tpi_pre_uw_adj","float","output","TPI (Pre-UW Adjustment)","n/a"
"cds/layers/coverages/all/pflr_att","pflr_att","float","output","Priced-for Loss Ratio (Att)","n/a"
"cds/layers/coverages/all/pflr_cat","pflr_cat","float","output","Priced-for Loss Ratio (Cat)","n/a"
"cds/layers/coverages/all/pflr","pflr","float","output","Priced-for Loss Ratio","n/a"
"cds/layers/coverages/all/roc","roc","float","output","Return on Capital","n/a"
"cds/layers/coverages/all/uw_adj_impact","uw_adj_impact","float","output","Impact of Underwriting Adjustments","n/a"
"cds/layers/coverages/all","all","structure","n/a","n/a","n/a"
"cds/layers/coverages","coverages","structure","n/a","n/a","n/a"
"cds/layers/rate_change/exposure_change/model_calculated","model_calculated","float","output","Model %","n/a"
"cds/layers/rate_change/exposure_change/uw_selected","uw_selected","float","override","UW Selected %","n/a"
"cds/layers/rate_change/exposure_change/comments","comments","str","input","Comment","None"
"cds/layers/rate_change/exposure_change","exposure_change","structure","n/a","n/a","n/a"
"cds/layers/rate_change/risk_characteristics_change/model_calculated","model_calculated","float","output","Model %","n/a"
"cds/layers/rate_change/risk_characteristics_change/uw_selected","uw_selected","float","override","UW Selected %","n/a"
"cds/layers/rate_change/risk_characteristics_change/comments","comments","str","input","Comment","None"
"cds/layers/rate_change/risk_characteristics_change","risk_characteristics_change","structure","n/a","n/a","n/a"
"cds/layers/rate_change/limit_change/model_calculated","model_calculated","float","output","Model %","n/a"
"cds/layers/rate_change/limit_change/uw_selected","uw_selected","float","override","UW Selected %","n/a"
"cds/layers/rate_change/limit_change/comments","comments","str","input","Comment","None"
"cds/layers/rate_change/limit_change","limit_change","structure","n/a","n/a","n/a"
"cds/layers/rate_change/deductible_change/model_calculated","model_calculated","float","output","Model %","n/a"
"cds/layers/rate_change/deductible_change/uw_selected","uw_selected","float","override","UW Selected %","n/a"
"cds/layers/rate_change/deductible_change/comments","comments","str","input","Comment","None"
"cds/layers/rate_change/deductible_change","deductible_change","structure","n/a","n/a","n/a"
"cds/layers/rate_change/terms_conditions_change/model_calculated","model_calculated","float","output","Model %","n/a"
"cds/layers/rate_change/terms_conditions_change/uw_selected","uw_selected","float","override","UW Selected %","n/a"
"cds/layers/rate_change/terms_conditions_change/comments","comments","str","input","Comment","None"
