policy_option_id,policy_option_id_old,datafix,status,time,error_step,error_message,error_detail,time_taken
1412010,1382699,yes,succeeded,24:44.0,,,,12.8015027
1412011,1382701,yes,succeeded,24:43.6,,,,12.38033676
1412012,1382702,yes,succeeded,24:48.5,,,,14.90360141
1412013,1382703,yes,succeeded,24:48.8,,,,12.84608364
1412014,1382704,yes,succeeded,24:56.0,,,,13.44370818
1412015,1382688,yes,failed,25:24.5,get values,403,,40.91575456
1412016,1382705,yes,succeeded,24:56.7,,,,12.72335434
1412017,1382706,yes,succeeded,24:57.0,,,,12.99199557
1412018,1382707,yes,succeeded,24:58.5,,,,14.05758095
1412019,1382708,yes,succeeded,25:02.3,,,,13.78988886
1412020,1382709,yes,succeeded,25:02.0,,,,13.2871089
1412021,1382710,yes,succeeded,25:07.0,,,,13.42617059
1412022,1382711,yes,succeeded,25:09.3,,,,13.31032825
1412023,1382712,yes,succeeded,25:12.4,,,,15.68733048
1412024,1382714,yes,succeeded,25:12.2,,,,15.21063876
1412025,1382713,yes,succeeded,25:12.3,,,,13.78886628
1412026,1382715,yes,succeeded,25:16.2,,,,14.17113304
1412027,1382716,yes,succeeded,25:14.8,,,,12.57320905
1412028,1382717,yes,succeeded,25:20.3,,,,13.30959463
1412029,1382718,yes,succeeded,25:21.7,,,,12.40266395
1412030,1382719,yes,succeeded,25:25.0,,,,12.73885798
1412031,1382720,yes,succeeded,25:27.7,,,,15.38170981
1412032,1382721,yes,succeeded,25:28.0,,,,15.62075973
1412033,1382722,yes,succeeded,25:27.5,,,,12.68484259
1412034,1382723,yes,succeeded,25:29.6,,,,13.35738659
1412035,1382724,yes,succeeded,25:33.7,,,,13.42467093
1412036,1382725,yes,succeeded,25:34.7,,,,12.98062158
1412037,1382726,yes,succeeded,25:37.4,,,,12.88904643
1412038,1382727,yes,succeeded,25:38.7,,,,13.68391299
1412039,1382728,yes,succeeded,25:41.0,,,,13.48088598
1412040,1382729,yes,failed,26:09.5,get values,403,,41.85199738
1412041,1382730,yes,succeeded,25:41.9,,,,13.84801793
1412042,1382731,yes,succeeded,25:43.7,,,,14.1531713
1412043,1382733,yes,succeeded,25:48.3,,,,14.57929349
1412044,1382732,yes,succeeded,25:48.1,,,,13.33241391
1412045,1382734,yes,succeeded,25:54.2,,,,16.84862971
1412046,1382735,yes,succeeded,25:52.1,,,,13.45827985
1412047,1382736,yes,succeeded,25:58.4,,,,17.3564117
1412048,1382737,yes,succeeded,25:54.6,,,,12.69981861
1412049,1382738,yes,succeeded,26:01.3,,,,17.58846831
1412050,1382739,yes,succeeded,26:01.1,,,,13.05922151
1412051,1382740,yes,succeeded,26:02.1,,,,13.81308317
1412052,1382741,yes,succeeded,26:05.6,,,,13.50619364
1412053,1382742,yes,succeeded,26:08.1,,,,13.88637638
1412054,1382743,yes,succeeded,26:08.0,,,,13.4748404
1412055,1382744,yes,succeeded,26:11.7,,,,13.29874849
1412056,1382745,yes,succeeded,26:13.9,,,,12.76663017
1412057,1382746,yes,succeeded,26:14.4,,,,13.1055963
1412058,1382747,yes,succeeded,26:16.5,,,,14.37574172
1412059,1382748,yes,succeeded,26:17.9,,,,12.30542827
1412060,1382749,yes,succeeded,26:22.1,,,,14.02998161
1412061,1382751,yes,succeeded,26:22.6,,,,14.50976896
1412062,1382750,yes,succeeded,26:24.4,,,,14.88581538
1412063,1382752,yes,succeeded,26:27.0,,,,15.3385725
1412064,1382753,yes,failed,26:56.4,get values,403,,42.52401376
1412065,1382754,yes,succeeded,26:28.5,,,,14.08488655
1412066,1382755,yes,succeeded,26:29.4,,,,12.96154952
1412067,1382756,yes,succeeded,26:30.6,,,,12.72298765
1412068,1382757,yes,succeeded,26:35.9,,,,13.85269713
1412069,1382759,yes,succeeded,26:35.6,,,,12.91772223
1412070,1382758,yes,succeeded,26:37.4,,,,12.9511292
1412071,1382760,yes,succeeded,26:40.0,,,,13.02493167
1412072,1382761,yes,succeeded,26:41.6,,,,13.0613904
1412073,1382762,yes,succeeded,26:43.5,,,,14.11451221
1412074,1382763,yes,succeeded,26:44.6,,,,13.90735888
1412075,1382764,yes,succeeded,26:49.0,,,,13.42199397
1412076,1382765,yes,succeeded,26:48.8,,,,12.85848951
1412077,1382766,yes,succeeded,26:51.0,,,,13.60654545
1412078,1382767,yes,succeeded,26:53.0,,,,13.02411747
1412079,1382768,yes,succeeded,26:55.1,,,,13.57308674
1412080,1382769,yes,succeeded,26:57.0,,,,13.47954464
1412081,1382770,yes,succeeded,26:58.1,,,,13.5860734
1412082,1382771,yes,failed,27:30.3,get values,403,,41.49565768
1412083,1382772,yes,succeeded,27:02.4,,,,13.39699554
1412084,1382773,yes,succeeded,27:05.4,,,,14.45038867
1412085,1382775,yes,succeeded,27:07.1,,,,14.01225686
1412086,1382774,yes,succeeded,27:09.1,,,,13.96601701
1412087,1382776,yes,succeeded,27:10.0,,,,13.62340188
1412088,1382777,yes,succeeded,27:14.3,,,,17.30886602
1412089,1382778,yes,succeeded,27:15.1,,,,16.9398241
1412090,1382779,yes,succeeded,27:19.1,,,,16.69611621
1412091,1382780,yes,succeeded,27:18.7,,,,13.23688626
1412092,1382781,yes,failed,27:48.7,get values,403,,41.5940454
1412093,1382782,yes,succeeded,27:22.7,,,,13.59176564
1412094,1382783,yes,succeeded,27:24.5,,,,14.50201774
1412095,1382784,yes,succeeded,27:28.9,,,,14.52597547
1412096,1382785,yes,succeeded,27:28.8,,,,13.66892815
1412097,1382786,yes,succeeded,27:31.5,,,,12.81383801
1412098,1382787,yes,succeeded,27:32.2,,,,13.08298612
1412099,1382788,yes,succeeded,27:35.9,,,,13.19767189
1412100,1382789,yes,succeeded,27:37.5,,,,13.0052824
1412101,1382790,yes,succeeded,27:42.0,,,,13.28751063
1412102,1382792,yes,failed,28:10.7,get values,403,,41.82040024
1412103,1382791,yes,succeeded,27:44.0,,,,13.75095344
1412104,1382793,yes,succeeded,27:46.7,,,,15.18298268
1412105,1382794,yes,succeeded,27:45.9,,,,13.69532013
1412106,1382795,yes,succeeded,27:49.6,,,,13.74555564
1412107,1382796,yes,succeeded,27:50.8,,,,13.22253513
1412108,1382797,yes,succeeded,27:54.8,,,,12.77788186
1412109,1382798,yes,succeeded,27:56.3,,,,12.28226733
1412110,1382799,yes,succeeded,27:59.1,,,,13.25750446
1412111,1382800,yes,succeeded,27:59.9,,,,13.18964744
1412112,1382801,yes,succeeded,28:02.1,,,,13.45441389
1412113,1382802,yes,succeeded,28:02.6,,,,12.94201779
1412114,1382803,yes,succeeded,28:04.6,,,,13.82759786
1412115,1382804,yes,succeeded,28:08.6,,,,13.79653335
1412116,1382805,yes,succeeded,28:09.4,,,,13.09346795
1412117,1382806,yes,succeeded,28:12.3,,,,13.14827991
1412118,1382808,yes,succeeded,28:13.2,,,,13.3638351
1412119,1382807,yes,succeeded,28:15.6,,,,13.49857211
1412120,1382809,yes,succeeded,28:15.6,,,,12.96545529
1412121,1382810,yes,succeeded,28:17.6,,,,13.01722622
1412122,1382811,yes,succeeded,28:21.8,,,,13.22526836
1412123,1382812,yes,succeeded,28:23.9,,,,14.47373939
1412124,1382813,yes,succeeded,28:24.0,,,,13.3333981
1412125,1382814,yes,succeeded,28:25.4,,,,13.15278435
1412126,1382815,yes,succeeded,28:26.7,,,,13.45527554
1412127,1382816,yes,succeeded,28:29.3,,,,13.77958226
1412128,1382817,yes,succeeded,28:29.3,,,,13.71758914
1412129,1382818,yes,succeeded,28:30.6,,,,12.9581418
1412130,1382819,yes,succeeded,28:35.0,,,,13.1180439
1412131,1382820,yes,failed,29:05.2,get values,403,,41.30902886
1412132,1382821,yes,succeeded,28:39.7,,,,15.65919423
1412133,1382822,yes,succeeded,28:41.9,,,,16.45195341
1412134,1382823,yes,succeeded,28:40.2,,,,13.53496885
1412135,1382824,yes,succeeded,28:44.3,,,,15.00073433
1412136,1382825,yes,succeeded,28:42.3,,,,12.96775866
1412137,1382826,yes,succeeded,28:43.9,,,,13.27660131
1412138,1382827,yes,succeeded,28:49.4,,,,14.45020938
1412139,1382828,yes,succeeded,28:55.2,,,,15.51427126
1412140,1382829,yes,succeeded,28:56.6,,,,16.33193564
1412141,1382830,yes,succeeded,28:57.7,,,,15.76964664
1412142,1382831,yes,succeeded,28:55.3,,,,12.97198868
1412143,1382832,yes,succeeded,28:56.8,,,,12.90815616
1412144,1382833,yes,succeeded,28:57.9,,,,13.51998568
1412145,1382834,yes,succeeded,29:03.3,,,,13.88291669
1412146,1382835,yes,succeeded,29:08.2,,,,13.04330802
1412147,1382836,yes,succeeded,29:08.0,,,,12.70004821
1412148,1382837,yes,succeeded,29:10.8,,,,14.27140546
1412149,1382838,yes,succeeded,29:10.7,,,,13.96991038
1412150,1382839,yes,succeeded,29:12.5,,,,14.89628124
1412151,1382840,yes,succeeded,29:12.8,,,,14.91075158
1412152,1382841,yes,succeeded,29:16.7,,,,13.35854173
1412153,1382842,yes,succeeded,29:17.9,,,,12.71536398
1412154,1382844,yes,succeeded,29:20.8,,,,12.83034945
1412155,1382843,yes,succeeded,29:22.3,,,,14.07655287
1412156,1382845,yes,succeeded,29:24.0,,,,13.26229453
1412157,1382846,yes,succeeded,29:23.6,,,,12.74604583
1412158,1382847,yes,succeeded,29:27.4,,,,14.88066864
1412159,1382848,yes,succeeded,29:27.8,,,,15.00488687
1412160,1382849,yes,succeeded,29:29.9,,,,13.19462824
1412161,1382850,yes,succeeded,29:31.3,,,,13.34810352
1412162,1382851,yes,succeeded,29:34.4,,,,13.55986881
1412163,1382852,yes,succeeded,29:35.5,,,,13.1632967
1412164,1382853,yes,succeeded,29:37.3,,,,13.76380467
1412165,1382854,yes,succeeded,29:37.8,,,,13.77469087
1412166,1382855,yes,succeeded,29:40.6,,,,13.12573552
1412167,1382856,yes,succeeded,29:40.7,,,,12.94305778
1412168,1382858,yes,succeeded,29:43.1,,,,13.21816897
1412169,1382859,yes,succeeded,29:45.6,,,,14.28340459
1412170,1382860,yes,succeeded,29:48.9,,,,14.49198055
1412171,1382861,yes,succeeded,29:49.3,,,,13.86522222
1412172,1382862,yes,succeeded,29:51.6,,,,14.27697968
1412173,1382863,yes,succeeded,29:51.5,,,,13.7464385
1412174,1382864,yes,succeeded,29:54.9,,,,14.37624383
1412175,1382865,yes,succeeded,29:54.8,,,,14.11458349
1412176,1382866,yes,succeeded,29:56.0,,,,12.95249128
1412177,1382868,yes,succeeded,30:01.4,,,,15.88751936
1412178,1382869,yes,succeeded,30:02.2,,,,13.28233147
1412179,1382871,yes,succeeded,30:04.7,,,,15.41153598
1412180,1382870,yes,succeeded,30:06.6,,,,15.03864694
1412181,1382872,yes,succeeded,30:07.0,,,,15.34715223
1412182,1382873,yes,succeeded,30:11.4,,,,16.53181529
1412183,1382875,yes,succeeded,30:11.7,,,,16.80147123
1412184,1382874,yes,succeeded,30:09.2,,,,13.12803912
1412185,1382876,yes,succeeded,30:15.1,,,,13.63692307
1412186,1382877,yes,succeeded,30:17.0,,,,14.88987923
1412187,1382878,yes,succeeded,30:18.0,,,,13.27280068
1412188,1382879,yes,succeeded,30:19.7,,,,13.0972898
1412189,1382880,yes,succeeded,30:21.6,,,,14.58564949
1412190,1382881,yes,succeeded,30:24.8,,,,15.65944076
1412191,1382883,yes,succeeded,30:26.8,,,,15.4237802
1412192,1382882,yes,succeeded,30:26.7,,,,14.99318194
1412193,1382884,yes,succeeded,30:28.6,,,,13.5203259
1412194,1382885,yes,succeeded,30:29.9,,,,12.88479781
1412195,1382887,yes,succeeded,30:32.0,,,,14.0199666
1412196,1382886,yes,succeeded,30:35.8,,,,16.1060605
1412197,1382888,yes,succeeded,30:35.1,,,,13.53156257
1412198,1382889,yes,succeeded,30:37.5,,,,12.65242815
1412199,1382890,yes,succeeded,30:40.4,,,,13.68475413
1412200,1382891,yes,succeeded,30:40.8,,,,13.96952343
1412201,1382892,yes,succeeded,30:42.3,,,,13.74498034
1412202,1382893,yes,succeeded,30:44.1,,,,14.21366119
1412203,1382894,yes,succeeded,30:45.9,,,,13.8383348
1412204,1382895,yes,succeeded,30:51.1,,,,16.05431795
1412205,1382896,yes,succeeded,30:49.3,,,,13.51860976
1412206,1382897,yes,failed,31:18.5,get values,403,,41.01535654
1412207,1382898,yes,failed,31:21.4,get values,403,,40.97995567
1412208,1382899,yes,succeeded,30:54.3,,,,13.57800841
1412209,1382900,yes,succeeded,30:59.2,,,,16.81775832
1412210,1382901,yes,succeeded,30:58.0,,,,13.85276604
1412211,1382902,yes,succeeded,31:02.6,,,,16.7050519
1412212,1382903,yes,succeeded,31:03.4,,,,14.14886141
1412213,1382904,yes,succeeded,31:05.2,,,,14.0788548
1412214,1382905,yes,succeeded,31:08.4,,,,14.0966053
1412215,1382906,yes,succeeded,31:12.9,,,,14.85979581
1412216,1382907,yes,succeeded,31:12.1,,,,12.93018341
1412217,1382908,yes,succeeded,31:17.4,,,,14.85882998
1412218,1382909,yes,succeeded,31:16.2,,,,12.7828033
1412219,1382910,yes,succeeded,31:21.2,,,,15.92543316
1412220,1382911,yes,succeeded,31:21.0,,,,12.53615928
1412221,1382912,yes,succeeded,31:27.2,,,,15.13703012
1412222,1382913,yes,succeeded,31:28.0,,,,15.13594389
1412223,1382914,yes,succeeded,31:31.0,,,,14.81342077
1412224,1382915,yes,succeeded,31:32.2,,,,14.71042538
1412225,1382916,yes,succeeded,31:31.6,,,,13.06445265
1412226,1382917,yes,succeeded,31:34.8,,,,13.84855556
1412227,1382918,yes,succeeded,31:35.7,,,,14.53528929
1412228,1382919,yes,succeeded,31:34.3,,,,12.92574525
