Type,Factor
PistonHeli1,0.425278644
PistonHeli2,0.425278644
PistonFixed1,1.000000000000000
PistonFixed2,1.000000000000000
TurbineHeli1,0.514113915
TurbineHeli2,0.433438991
Turboprops1,1.749278221162710
Turboprops2,1.780801508373840
BusinessJet1,1.662357090847160
BusinessJet2,1.457479315668340
