Country,Adjuster
Europe,1.000000000000000
North America,1.000000000000000
Asia Pac - High,3.380229860987130
Asia Pac - Medium,1.000000000000000
Asia Pac - Low,0.831925409167216
Middle East - High,1.500000000000000
Middle East - Low,1.000000000000000
Latin America,1.480411251544740
Russia,1.515294548779000
Africa,1.488330317937610
South Africa,1.247797167775960
