Class,Factor
BusinessJet1,0.795774988763268
BusinessJet2,0.795774988763268
PistonHeli1,0.906438013576277
PistonHeli2,0.906438013576277
PistonFixed1,0.704648981779207
PistonFixed2,0.704648981779207
TurbineHeli1,0.817586767872844
TurbineHeli2,0.742757254773035
Turboprops1,0.704648981779207
Turboprops2,0.704648981779207
