lloyds_risk_code,yoa,gpi,gnpi,acquisition_cost,latest_paid_position,latest_incurred_position,gn_ulr,incurred_development,paid_development,premium_development
1E,2005,0,0,0,0,0,0,1,0,1
1E,2006,2386151.428,2024381.335,0.151612378,535856.5143,535856.5143,0,1,0,1
1E,2007,1981225.393,1693366.112,0.145293555,0,0,0,1,0,1
1E,2008,2442521.158,2094788.844,0.142366142,0,0,0,1,0,1
1E,2009,2150740.96,1899061.237,0.117020008,0,0,0,1,0,1
1E,2010,2046829.86,1785519.884,0.127665704,0,0,0,0.999666864,0,1
1E,2011,1441615.505,1247342.448,0.13476066,0,0,0,1,0,1
1E,2012,1678240.598,1522106.452,0.093034423,0,0,0,1,0,1
1E,2013,1712823.262,1440199.638,0.159166232,0,0,0,1,0,1
1E,2014,1270365.26,1142701.037,0.100494108,0,0,0,1,0,1
1E,2015,830973.5482,744772.7655,0.103734689,3704,3704,0,1,0,1
1E,2016,0,0,0,0,0,0,1,0,1
1E,2017,0,0,0,0,0,0,1,0,1
1E,2018,0,0,0,0,0,0,1,0,1
1E,2019,0,0,0,0,0,0,0.991294762,0,1
1E,2020,0,0,0,0,0,0,1,0,1
1E,2021,746710.5758,668554.1168,0.104667674,80983.63,81783.39,0,1,0,1
1E,2022,544599.1253,474482.1747,0.128749657,938687.18,945635.13,0,0.989885015,0,1
1E,2023,0,0,0,0,0,0,0.889985522,0,1
1E,2024,646421.0136,606575.7777,0.06163976,284734.17,567345.4,0,0.694802591,0,1
1E,2025,258249.5649,231319.2938,0.104280025,2304.69,8843.99,0,0.232572997,0,0.888184393
1T,2005,0,0,0,0,0,0,1,0,1
1T,2006,0,0,0,0,0,0,1,0,1
1T,2007,10581.4824,8689.9619,0.17875761,0,0,0,1,0,1
1T,2008,0,0,0,0,0,0,1,0,1
1T,2009,0,0,0,0,0,0,1,0,0.99992346
1T,2010,0,0,0,0,0,0,0.999666864,0,0.999973804
1T,2011,0,0,0,0,0,0,1,0,0.99997037
1T,2012,0,0,0,0,0,0,1,0,0.999985874
1T,2013,0,0,0,0,0,0,1,0,1
1T,2014,0,0,0,0,0,0,1,0,0.99999635
1T,2015,0,0,0,0,0,0,1,0,0.999959759
1T,2016,0,0,0,0,0,0,1,0,0.999758968
1T,2017,0,0,0,0,0,0,1,0,0.99967558
1T,2018,0,0,0,0,0,0,1,0,0.999086415
1T,2019,0,0,0,0,0,0,0.991294762,0,0.998273704
1T,2020,0,0,0,0,0,0,1,0,0.997562309
1T,2021,0,0,0,0,0,0,1,0,0.996027271
1T,2022,0,0,0,0,0,0,0.989885015,0,0.994037894
1T,2023,0,0,0,0,0,0,0.889985522,0,0.985840816
1T,2024,0,0,0,0,0,0,0.694802591,0,0.938971476
1T,2025,0,0,0,0,0,0,0.232572997,0,0.587148455
2E,2005,0,0,0,0,0,0,1,0,1
2E,2006,1081209.04,987412.8904,0.086751171,0,0,0,1,0,1
2E,2007,614890.7288,553033.9275,0.100598039,52262.36,52262.36,0,1,0,1
2E,2008,746792.5143,671027.8693,0.101453407,3765.65,3765.65,0,1,0,1
2E,2009,885942.0832,808483.8669,0.087430339,7056.2,7056.2,0,1,0,1
2E,2010,1118060.92,1041279.335,0.068673883,0,0,0,0.999666864,0,1
2E,2011,1846690.901,1605359.446,0.130683188,0,0,0,1,0,0.999999641
2E,2012,919149.593,880437.3641,0.042117441,0,0,0,1,0,0.999999641
2E,2013,941195.4669,911121.8803,0.031952541,0,0,0,1,0,0.999999641
2E,2014,883362.4762,853584.7677,0.033709501,0,0,0,1,0,1
2E,2015,852138.8505,802383.1204,0.058389229,38019.09,38019.09,0,1,0,1
2E,2016,806526.6131,771330.935,0.043638582,12871.94,12871.94,0,1,0,1
2E,2017,2710814.391,2420981.149,0.106917405,17950.14,17928.38,0,1,0,1
2E,2018,650030.9988,628078.1276,0.033772037,0,0,0,1,0,1
2E,2019,1380577.094,1259107.491,0.087984658,0,0,0,0.991294762,0,1
2E,2020,851197.6049,781833.4537,0.081490069,0,0,0,1,0,1
2E,2021,766616.5095,706883.08,0.077918267,291.11,1026.16,0,1,0,0.998917511
2E,2022,435932.5448,427291.3566,0.019822306,61.95,61.95,0,0.989885015,0,0.996267898
2E,2023,431372.5218,413646.6728,0.041091743,14.86,43.96,0,0.889985522,0,0.996251939
2E,2024,591843.9358,577390.2699,0.024421414,3.21,3.21,0,0.694802591,0,0.993056171
2E,2025,358271.2401,345687.5687,0.035123309,0,0,0,0.232572997,0,0.793547522
2T,2005,0,0,0,0,0,0,1,0,1
2T,2006,7933543.578,6779180.948,0.145504038,0,0,0,1,0,1
2T,2007,6650913.672,5543887.059,0.166447298,0,0,0,1,0,1
2T,2008,5812944.172,4859567.018,0.164009343,0,0,0,1,0,1
2T,2009,7086267.655,6063604.597,0.144316177,0,0,0,1,0,0.999999917
2T,2010,5042331.741,4222626.139,0.16256479,0,0,0,0.999666864,0,0.999999739
2T,2011,4081133.724,3382937.142,0.171079075,0,0,0,1,0,0.999999739
2T,2012,3233904.819,2621063.878,0.189504941,0,0,0,1,0,0.998384522
2T,2013,2666857.839,2072302.092,0.222942422,0,0,0,1,0,0.999800897
2T,2014,3431676.214,2626649.687,0.234586971,0,0,0,1,0,0.999786289
2T,2015,2770772.099,2177711.754,0.214041547,0,0,0,1,0,0.999672132
2T,2016,2460100.448,1869922.226,0.23990005,0,0,0,1,0,0.999631987
2T,2017,2342099.536,1874799.349,0.199521916,0,0,0,1,0,0.999656678
2T,2018,2422352.178,1936702.378,0.200486867,0,0,0,1,0,0.999700929
2T,2019,2395927.879,1915916.18,0.200344803,0,0,0,0.991294762,0,0.999647461
2T,2020,3037749.309,2495887.735,0.178376001,0,0,0,1,0,0.999479233
2T,2021,3143347.51,2564952.3,0.18400613,62802.02,62802.02,0,1,0,0.998768306
2T,2022,9133630.973,7706785.009,0.15621892,181076.86,181091.73,0,0.989885015,0,0.997099105
2T,2023,9243442.319,7968430.401,0.137936915,2061.5,2061.5,0,0.889985522,0,0.987451096
2T,2024,8969210.77,7585911.825,0.154227499,-45148.7,44087.22,0,0.694802591,0,0.947253127
2T,2025,2864848.963,2410929.44,0.158444487,0,0,0,0.232572997,0,0.345254614
3E,2005,0,0,0,0,0,0,1,0,1
3E,2006,345637.8616,301727.6679,0.127041041,0,0,0,1,0,1
3E,2007,629814.2705,502165.4682,0.202676897,0,0,0,1,0,1
3E,2008,421469.2643,358034.7142,0.150508128,0,0,0,1,0,1
3E,2009,1088668.045,895447.6331,0.177483313,0,0,0,1,0,1
3E,2010,514843.997,452511.3463,0.121070948,1.26,1.26,0,1,0,1
3E,2011,602615.742,529949.814,0.120584185,0,0,0,1,0,0.999999516
3E,2012,1072189.54,949800.7351,0.114148478,27188.81,27188.81,0,1,0,0.999999516
3E,2013,752349.351,709095.7839,0.057491333,456359,456359,0,1,0,0.999999516
3E,2014,347740.0947,318839.5603,0.083109583,0,0,0,1,0,1
3E,2015,308727.3864,257726.7249,0.165196428,243.03,243.03,0,1,0,0.989163799
3E,2016,755532.8155,665449.5119,0.11923149,8778.25,8778.25,0,1,0,0.989130626
3E,2017,1504934.99,1219506.233,0.189661852,0,0,0,1,0,0.986973975
3E,2018,1495057.675,1318927.663,0.117808172,0,0,0,1,0,0.980365189
3E,2019,1129697.325,998916.9472,0.115765856,4299,4299,0,1,0,0.980235817
3E,2020,661672.0356,639402.573,0.033656345,257.4523,257.4523,0,1,0,0.983202013
3E,2021,687160.1353,646100.1558,0.059753145,52.9409,52.9409,0,0.993507813,0,0.979858063
3E,2022,815176.578,722278.9308,0.113960153,26880.04,32142.37,0,0.952013612,0,0.978700793
3E,2023,977556.5705,871220.6225,0.108777283,121813.07,120788.69,0,0.858671983,0,0.974273372
3E,2024,766222.3073,664766.9113,0.13240987,-1473.22,10445.44,0,0.626069132,0,0.894869412
3E,2025,349679.3349,304175.2578,0.130130873,418.6,756.89,0,0.158762311,0,0.679055472
3T,2005,0,0,0,0,0,0,1,0,1
3T,2006,2306072.306,1770932.941,0.232056629,185375.1088,185375.1088,0,1,0,1
3T,2007,2834447.582,1973661.549,0.303687406,235787.596,235787.596,0,1,0,1
3T,2008,2075225.567,1593073.076,0.232337389,2451.52,2451.52,0,1,0,1
3T,2009,1997806.636,1538249.17,0.230031004,0,0,0,1,0,0.999989131
3T,2010,2126184.232,1666407.046,0.216245224,75886.47,75886.47,0,0.999666864,0,0.999980204
3T,2011,1932688.87,1542014.581,0.20214029,255993.4974,255993.4974,0,1,0,0.999830254
3T,2012,1627996.724,1321228.104,0.188433192,10674.62,10674.62,0,1,0,0.999959999
3T,2013,1584670.252,1284557.309,0.189385106,2612,2612,0,1,0,0.999960102
3T,2014,2112909.631,1683041.686,0.203448334,24725,24725,0,1,0,0.999970762
3T,2015,2231813.486,1782426.924,0.201354892,0,0,0,1,0,0.999996446
3T,2016,1899580.236,1474710.235,0.223665204,36021.7174,36021.6974,0,1,0,1
3T,2017,2785322.437,2201384.027,0.209648406,16769.6746,-122054.4254,0,1,0,1
3T,2018,1644872.544,1267322.261,0.229531634,20200.4148,20200.4148,0,1,0,1
3T,2019,1572248.898,1266000.667,0.194783556,48707.34,48708.34,0,0.991294762,0,0.999909703
3T,2020,1290177.931,1025874.874,0.204857835,10943.2909,10943.2909,0,1,0,1
3T,2021,2076251.663,1617115.623,0.221136988,15662.75,16397.14,0,1,0,1
3T,2022,2195924.668,1710938.301,0.22085747,167785.18,60247.72,0,0.989885015,0,1
3T,2023,3276553.191,2411407.867,0.264041288,2110131.57,2597140,0,0.889985522,0,0.991096314
3T,2024,3812123.367,2808658.025,0.263230028,174136.29,395549.92,0,0.694802591,0,0.964270823
3T,2025,1970498.233,1565772.672,0.205392502,76900.63,195939.63,0,0.232572997,0,0.617782777
4E,2005,0,0,0,0,0,0,1,0,1
4E,2006,1429748.703,1307484.062,0.085514776,0,0,0,1,0,1
4E,2007,1598916.218,1445597.577,0.095889103,0,0,0,1,0,1
4E,2008,0,0,0,0,0,0,1,0,1
4E,2009,1059407.297,947478.4742,0.105652305,0,0,0,1,0,1
4E,2010,1089651.398,973888.2247,0.106238723,20253.91,20253.91,0,0.999666864,0,1
4E,2011,547819.5003,501795.0229,0.084013945,0,0,0,1,0,1
4E,2012,767711.9996,712204.6523,0.072302305,0,0,0,1,0,1
4E,2013,466312.7384,429845.0829,0.078204288,0,0,0,1,0,1
4E,2014,459239.6428,421305.1788,0.082602764,0,0,0,1,0,1
4E,2015,417503.5451,379273.4075,0.091568414,7.16,7.16,0,1,0,1
4E,2016,1743005.258,1469367.18,0.156992113,2994.4,2994.4,0,1,0,1
4E,2017,981675.8314,908981.6322,0.074051124,0,0,0,1,0,1
4E,2018,634402.3893,590577.8648,0.069080012,452,452,0,1,0,1
4E,2019,906297.2453,853880.1044,0.057836589,0,0,0,0.991294762,0,1
4E,2020,642084.9481,595118.1679,0.0731473,0,0,0,1,0,1
4E,2021,754950.8369,703989.3759,0.067503019,300.03,1034.42,0,1,0,1
4E,2022,751758.9685,680970.3802,0.094163943,4151,4151,0,0.989885015,0,1
4E,2023,938245.0551,834912.5001,0.110133866,664.73,-359.91,0,0.889985522,0,1
4E,2024,1217575.251,1072783.598,0.118918032,4.56,12.15,0,0.694802591,0,0.992072524
4E,2025,681242.9164,609938.5817,0.104668002,0,0,0,0.232572997,0,0.761653967
4T,2005,0,0,0,0,0,0,1,0,1
4T,2006,1723379.492,1207064.288,0.299594608,296672,296672,0,1,0,1
4T,2007,1994981.782,1410680.688,0.292885429,32349,32349,0,1,0,1
4T,2008,1652089.686,1204973.704,0.270636628,0,0,0,1,0,1
4T,2009,1330686.761,887600.6263,0.332975534,0,0,0,1,0,1
4T,2010,0,0,0,0,0,0,0.999666864,0,1
4T,2011,1212634.023,915344.6954,0.245159975,92960.23,92960.23,0,1,0,1
4T,2012,896630.9531,641770.4069,0.284242414,0,0,0,1,0,1
4T,2013,1265575.892,894292.0891,0.293371425,27.741,27.741,0,1,0,1
4T,2014,952733.032,683629.2678,0.282454534,954.436,954.436,0,1,0,1
4T,2015,1124115.016,804959.3737,0.283917248,-3146.005,-3146.005,0,1,0,1
4T,2016,1623446.389,1106677.671,0.318315851,37.04,37.04,0,1,0,1
4T,2017,1360964.948,935355.6156,0.312726153,60561.0926,60561.0926,0,1,0,1
4T,2018,1408030.173,1026064.858,0.27127637,33754.22,33754.22,0,1,0,0.998872316
4T,2019,1156256.024,821738.23,0.289311179,19052.27,18987.57,0,0.991294762,0,0.998884357
4T,2020,847904.3325,635353.077,0.250678346,87976.2096,87976.2096,0,1,0,0.997171694
4T,2021,1178506.841,812890.2303,0.310237156,0,0,0,1,0,0.999162496
4T,2022,1747387.154,1155435.716,0.338763757,1932.6,2365.83,0,0.989885015,0,0.999416526
4T,2023,2248811.186,1604265.349,0.286616253,271057.49,342493.55,0,0.889985522,0,1
4T,2024,1859958.616,1303376.476,0.299244368,41932.05,73291.39,0,0.694802591,0,0.986298116
4T,2025,535056.1475,403348.0538,0.246157519,946.97,946.97,0,0.232572997,0,0.40711721
5T,2005,0,0,0,0,0,0,1,0,1
5T,2006,877650.4952,641790.7704,0.268739921,0,0,0,1,0,1
5T,2007,356206.44,249630.95,0.299195854,88723.67,88723.67,0,1,0,1
5T,2008,0,0,0,0,0,0,1,0,1
5T,2009,0,0,0,0,0,0,1,0,0.99992346
5T,2010,7654.3628,5349.3801,0.301133192,0,0,0,0.999666864,0,0.999973804
5T,2011,0,0,0,0,0,0,1,0,0.99997037
5T,2012,0,0,0,0,0,0,1,0,0.999985874
5T,2013,0,0,0,0,0,0,1,0,1
5T,2014,0,0,0,0,0,0,1,0,0.99999635
5T,2015,0,0,0,0,0,0,1,0,0.999959759
5T,2016,7781.7449,5425.8957,0.302740482,0,0,0,1,0,0.999758968
5T,2017,0,0,0,0,0,0,1,0,0.99967558
5T,2018,0,0,0,0,0,0,1,0,0.999086415
5T,2019,0,0,0,0,0,0,0.991294762,0,0.998273704
5T,2020,0,0,0,0,0,0,1,0,0.997562309
5T,2021,0,0,0,0,0,0,1,0,0.996027271
5T,2022,0,0,0,0,0,0,0.989885015,0,0.994037894
5T,2023,0,0,0,0,0,0,0.889985522,0,0.985840816
5T,2024,0,0,0,0,0,0,0.694802591,0,0.938971476
5T,2025,0,0,0,0,0,0,0.232572997,0,0.587148455
6T,2005,0,0,0,0,0,0,1,0,1
6T,2006,67063941.55,53946244.32,0.195599855,2507156.979,2507156.979,0,1,0,1
6T,2007,56927408.08,47588036.29,0.164057562,83989.2628,83989.2628,0,1,0,1
6T,2008,57061459.89,49139991.2,0.138823449,283781.2394,283782.2394,0,1,0,1
6T,2009,59899994.2,50842111.87,0.151216748,63108.23,63108.23,0,1,0,1
6T,2010,60088805.29,48983082.94,0.18482182,84947.035,84948.035,0,1,0,0.999961837
6T,2011,56399202.53,46634224.39,0.173140358,4157936.849,4157936.849,0,1,0,1
6T,2012,63287578.61,52467862.48,0.170961133,269232.2241,269232.2241,0,1,0,0.999962969
6T,2013,75144099.8,61294996.54,0.184300608,141399.7267,141399.7267,0,1,0,0.999956694
6T,2014,81439642.38,66473654.97,0.183767843,206106.3294,206055.2183,0,1,0,0.999944603
6T,2015,84590733.09,67622045.02,0.200597482,12675129.19,12624851.41,0,1,0,0.999884541
6T,2016,83469984.76,66674566.01,0.201215069,102938.5928,187113.2595,0,1,0,0.999837795
6T,2017,98100919.76,75634503.3,0.229013311,2272124.259,2522368.552,0,1,0,0.999692984
6T,2018,103332679.3,79288001.9,0.2326919,1302490.089,1335986.734,0,1,0,0.999420757
6T,2019,114349820.8,86234387.94,0.24587212,795231.4228,799434.0829,0,1,0,0.998186312
6T,2020,119306511.4,90343196.51,0.242763908,975969.3895,948406.5702,0,1,0,0.99796101
6T,2021,142944346.7,107477053,0.248119597,12495962.21,13782618.03,0,0.993507813,0,0.996704884
6T,2022,168664857.4,127783729.2,0.24238083,2326412.716,2993554.987,0,0.952013612,0,0.995916424
6T,2023,175546752.5,133052055.5,0.242070539,5150328.14,6359604.396,0,0.858671983,0,0.998272757
6T,2024,165881126.2,125776861.9,0.241765084,5072823.9,7321660.782,0,0.626069132,0,0.963419778
6T,2025,100275771.7,75359701.07,0.248475481,787037.94,1616747.618,0,0.158762311,0,0.643180501
7T,2005,0,0,0,0,0,0,1,0,1
7T,2006,6765121.159,5562795.049,0.177724254,14462251.4,14462251.4,0,1,0,1
7T,2007,6133557.006,5209724.516,0.15061937,2454259.62,2454259.63,0,1,0,1
7T,2008,7185402.409,6304170.512,0.122641969,28939.05,28939.05,0,1,0,1
7T,2009,6307641.981,5256497.013,0.166646264,4212313,4212313,0,1,0,1
7T,2010,6267431.596,5517505.972,0.119654377,443282.78,443282.78,0,1,0,1
7T,2011,7375121.487,6478829.697,0.121529088,802544.633,802744.633,0,1,0,1
7T,2012,10230995.82,8783871.786,0.141445081,864206.931,864206.931,0,0.976128259,0,1
7T,2013,8320670.122,7064486.386,0.150971462,159230.8663,159230.8663,0,0.960497874,0,1
7T,2014,10078866.1,8404610.096,0.166115512,352705.2231,352705.2231,0,0.944577627,0,1
7T,2015,12155318.7,9863123.962,0.188575454,8106566.26,13719568.55,0,0.927717992,0,1
7T,2016,13852120.69,11296710.74,0.184477886,6277741.78,6483295.78,0,0.908998325,0,0.998740861
7T,2017,18320596.97,13794440.96,0.247052867,779779.7672,779996.4413,0,0.887102604,0,0.997194892
7T,2018,20532165.54,16753130.12,0.184054401,1595973.232,1664737.39,0,0.860126998,0,0.991645364
7T,2019,20500438.34,16309595.48,0.204426988,5812274.992,5913974.467,0,0.825273182,0,0.982050148
7T,2020,28191002.62,21973869.9,0.220536063,4875668.057,4886350.447,0,0.778341543,0,0.977030178
7T,2021,25399028.21,20829713.38,0.179901168,475892.7192,480672.9692,0,0.712854474,0,0.97893457
7T,2022,32321414.62,26381626.66,0.183772525,564405.9592,586038.0225,0,0.618455331,0,0.974275287
7T,2023,38644428.8,32567720.73,0.157246678,2124584.762,1866394.099,0,0.477884412,0,0.979294253
7T,2024,36905851.75,29376518.71,0.204014612,5229088.02,5734943.18,0,0.263213569,0,0.944624756
7T,2025,24904964.95,21073207.48,0.153855164,701442.31,835188.73,0,0.011960906,0,0.61559737
8T,2005,0,0,0,0,0,0,1,0,1
8T,2006,3238031.376,2469454.624,0.237359266,306361,306361,0,1,0,1
8T,2007,3060927.931,2296550.086,0.249720955,0,0,0,1,0,1
8T,2008,2980918.097,2435191.14,0.183073449,22360.6148,22360.6248,0,1,0,1
8T,2009,2526866.274,1850919.881,0.267503825,0,0,0,1,0,1
8T,2010,2748830.011,2063764.491,0.249220766,70328.4163,70328.4163,0,0.999666864,0,1
8T,2011,2986240.941,2228259.198,0.253824711,141576.1101,141576.0901,0,1,0,1
8T,2012,3104550.85,2356007.362,0.241111685,13798.6259,13822.6259,0,1,0,1
8T,2013,2101918.73,1242690.255,0.408782919,11367.5986,11367.5986,0,1,0,1
8T,2014,3971569.666,3011518.852,0.241730826,9707,9707,0,1,0,1
8T,2015,2297872.93,1722181.963,0.250532116,924967.6,924967.59,0,1,0,1
8T,2016,3490248.652,2613788.867,0.251116717,110437.4135,110437.4135,0,1,0,1
8T,2017,2791273.805,2038370.406,0.269734699,133798.1911,133798.1911,0,1,0,1
8T,2018,2912737.425,2051049.648,0.295834348,32971.5818,32971.5818,0,1,0,1
8T,2019,2689725.778,1934176.292,0.28090205,26936.47,26936.47,0,0.991294762,0,1
8T,2020,2240597.594,1647044.506,0.264908384,1825.59,8205.59,0,1,0,1
8T,2021,3494524.406,2440366.418,0.30165993,51422.31,59015.06,0,1,0,1
8T,2022,4641903.901,3293356.168,0.290516082,678138.19,688328.79,0,0.989885015,0,1
8T,2023,5479741.919,3874213.63,0.292993413,61358.0402,80610.9602,0,0.889985522,0,1
8T,2024,4620789.7,3358996.563,0.273068722,117526.1,263467.2881,0,0.694802591,0,1
8T,2025,2008455.409,1495769.723,0.255263663,19186,51363.44,0,0.232572997,0,0.670847058
AG,2005,0,0,0,0,0,0,1,0,1
AG,2006,20621122.11,17511179.54,0.15081345,3101467.736,3101467.705,0,1,0,1
AG,2007,25542291.78,21602332.58,0.154252376,2534583.574,2534584.564,0,1,0,1
AG,2008,41013021.57,34048661.2,0.169808517,17282130.13,17282134.11,0,1,0,1
AG,2009,49247696.21,38664038.93,0.214906647,20068862.37,20068861.36,0,0.999930374,0,0.999362524
AG,2010,103783099.5,77589431.36,0.252388571,40548135.73,40548135.74,0,1,0,0.999362524
AG,2011,153143393.5,119368160.4,0.220546459,143310550.7,143660269.7,0,1,0,0.999362514
AG,2012,73036958.2,58080375.61,0.204781017,98207599.58,98345508.34,0,1,0,0.999378808
AG,2013,93038122.81,73765966.17,0.207142578,41185579.13,41279569.99,0,1,0,0.99938072
AG,2014,93119175.4,72678722.37,0.219508527,76755932.13,76817020.78,0,1,0,0.999361857
AG,2015,105235241.9,83388082.17,0.207603074,52761857.91,52946143.17,0,1,0,0.999104858
AG,2016,112406499,96756287.31,0.139228708,72816347.6,72815346.1,0,1,0,0.998657699
AG,2017,90288966.51,79719972.56,0.117057425,37694084.88,37949006.2,0,1,0,0.998539569
AG,2018,97429511.75,85704374.56,0.120344821,52781908.85,53610105.74,0,1,0,0.998500283
AG,2019,94457080.09,84594666.23,0.104411589,87904352.24,88182030.26,0,0.997239589,0,1
AG,2020,94862289.1,86484626.44,0.088313942,49937554.64,50673539.93,0,1,0,1
AG,2021,91788720.62,83511029.98,0.090182003,71851037.7,72325789.74,0,0.999790439,0,0.995794514
AG,2022,84890091.83,76799757.35,0.095303637,25044434.51,25449504.66,0,0.988848023,0,0.989846981
AG,2023,88280390.25,78921749.45,0.106010415,26887316.58,28800640.24,0,0.970023232,0,0.96675542
AG,2024,79288346.34,69807864.71,0.119569673,15296349.52,18359150.62,0,0.840408244,0,0.875952579
AG,2025,43863103.72,38541797.95,0.121316216,6536604.45,9719557.38,0,0.357023358,0,0.575915229
AO,2005,0,0,0,0,0,0,1,0,1
AO,2006,98200130.52,78563338.12,0.19996707,28986652.19,29140909.71,0,1,0,1
AO,2007,91320592.69,75229852.86,0.176200563,21531674.78,22022250.03,0,0.999246282,0,1
AO,2008,95325087.98,78031989.09,0.181411832,25760071.48,26441309.8,0,0.997364116,0,1
AO,2009,101642475.7,79321826.35,0.219599623,25274025.45,25395865.68,0,0.997645168,0,1
AO,2010,105116088.2,86744792.44,0.174771494,27090030.58,31434955.04,0,0.998623911,0,1
AO,2011,103328347.7,85006738.5,0.177314451,71791063.28,72390706.88,0,0.992383394,0,1
AO,2012,91792048.94,75176063.36,0.1810177,21419259.56,21944243.76,0,0.997833108,0,1
AO,2013,82788092.82,67556533.31,0.183982491,18829962.11,20999883.22,0,1,0,1
AO,2014,75903173,61463826.37,0.190233768,56396724.03,58295386.07,0,1,0,0.997514358
AO,2015,70851912.39,56271075.26,0.205793134,40957581.99,52334416.24,0,1,0,0.997046212
AO,2016,71603098.76,56535169.93,0.210436826,39659821.14,48857993.14,0,1,0,0.996643232
AO,2017,67214576.9,53743522.71,0.200418641,46693582.01,56952746.22,0,1,0,0.997133835
AO,2018,58345958.09,47155294.8,0.191798432,77240231.44,84221433.59,0,1,0,0.998034415
AO,2019,54702978.07,43513211.65,0.204554977,13805977.15,15732146.58,0,1,0,0.998500682
AO,2020,56299509.53,44807243.33,0.204127288,7532952.567,18757480.57,0,1,0,0.998869965
AO,2021,57288113.4,46234684.32,0.192944547,10407100.37,16068851.62,0,1,0,0.999960081
AO,2022,67947929.8,55777543.5,0.179113423,25649365.98,35442165.01,0,0.912434198,0,0.997617821
AO,2023,68775338.64,56408401.14,0.179816454,7426690.778,14577264.57,0,0.692456518,0,0.992009295
AO,2024,76816078.55,61157134.14,0.203849828,3526594.116,12895406.74,0,0.471613796,0,0.956097127
AO,2025,35404003.05,28486926.99,0.195375536,755652.1599,1864102.843,0,0.119299309,0,0.618676645
AP,2005,0,0,0,0,0,0,1,0,1
AP,2006,100776793.6,88372760.97,0.123084216,25506231.84,25573228.82,0,1,0,1
AP,2007,123961776.2,112575069.3,0.091856597,79871737.24,80184608.03,0,1,0,1
AP,2008,130404435,121085248.5,0.071463724,82722531.28,83444126.17,0,1,0,1
AP,2009,125202370.1,101444791,0.189753429,20179850.27,20182421.9,0,1,0,1
AP,2010,136854286.9,123016691.1,0.101111892,57045475.59,57480252.16,0,1,0,0.999895156
AP,2011,140303289.1,126119703.4,0.101092325,42132139.47,42360511.25,0,1,0,1
AP,2012,117429351.7,106763681.8,0.090826269,47426065.24,47992699.5,0,1,0,1
AP,2013,111177711.1,100870703.7,0.092707498,41280975.88,45678647.46,0,1,0,1
AP,2014,98732902.56,88476242.22,0.103882901,64159419.08,64576491.93,0,1,0,0.999821397
AP,2015,102020084.2,91248282.32,0.105585111,43337507.95,44348033.81,0,0.998120767,0,0.999557551
AP,2016,102369046.8,91080359.26,0.110274423,56292099.75,58515333.86,0,0.990998537,0,0.999217621
AP,2017,99455853.11,87746262.2,0.117736569,90044386.07,97078432.98,0,0.976835869,0,0.999365341
AP,2018,77911656.64,69542736.56,0.107415507,543197268.5,559172747.7,0,0.953051666,0,0.99964916
AP,2019,74467795.55,64982720.51,0.127371503,32956265.1,43527734.48,0,0.915842456,0,1
AP,2020,51115625.8,43694129.21,0.145190369,15931915.09,18585794.67,0,0.859457504,0,0.999780198
AP,2021,47956969.26,41167404.9,0.141576177,55129065.99,59643453.6,0,0.775035656,0,1
AP,2022,48770452.06,42079239.09,0.137198092,3488169.813,7710501.927,0,0.649068884,0,0.998124668
AP,2023,52450468.13,45314966.34,0.136042671,6258719.558,11657108.44,0,0.463705969,0,0.992315005
AP,2024,62706777.4,53106844.69,0.153092426,3541327.592,8398701.893,0,0.215587801,0,0.963138002
AP,2025,40779009.32,36095592.43,0.114848717,152110.1709,524849.0541,0,0.018292333,0,0.585106868
AW,2005,0,0,0,0,0,0,1,0,1
AW,2006,125632830.2,103806078.7,0.173734457,13017002.09,13017002.09,0,1,0,1
AW,2007,118457869,93382624.21,0.211680701,4015249.091,4015249.091,0,1,0,1
AW,2008,125123739,100977161,0.192981589,22356724.66,23107254.67,0,1,0,1
AW,2009,143229449.6,115953805.6,0.190433211,24944746.8,24944746.8,0,0.992163726,0,0.999999824
AW,2010,142258029.5,113804087.1,0.200016424,16425619.17,16425619.17,0,0.992155521,0,0.999627876
AW,2011,130221679.4,103108741.4,0.208206023,14669388.44,14669502.57,0,0.992325793,0,0.999639813
AW,2012,105947176,82697047.88,0.219450192,23960825.09,23957721.7,0,0.992193472,0,0.998060853
AW,2013,104149089.4,78672220.8,0.244619216,501616559.4,501667878.5,0,0.994534513,0,0.998903077
AW,2014,135060231.9,99038541.88,0.266708338,87584676.65,88229767.36,0,0.996815857,0,0.99890405
AW,2015,92962245.25,69974550.23,0.247279903,26045891.05,26677352.06,0,0.997069658,0,0.998828505
AW,2016,92877450.64,68235533.9,0.265316463,37466320.84,37481479.9,0,0.996206102,0,0.998284959
AW,2017,103656832.9,76836137.29,0.258745081,28601622.93,28662057.87,0,0.998621729,0,0.998365597
AW,2018,96983934.94,73944589.49,0.23755837,6079968.158,6081425.192,0,1,0,0.998075289
AW,2019,122811727.4,94297703.02,0.232176723,45493342.07,47491584.1,0,1,0,0.995966505
AW,2020,147166094.3,115438117.1,0.215592983,50725057.66,53396532.14,0,1,0,0.994104306
AW,2021,174948569.9,136922979,0.217352968,3280199693,3385525121,0,0.994341617,0,0.992471012
AW,2022,351256371.9,283790381.1,0.192070511,160927694.3,188423220.3,0,0.988350671,0,0.991564348
AW,2023,406901138.9,328923902.2,0.191636811,10680997.91,13727649.06,0,0.855362146,0,0.987892295
