lloyds_risk_code,yoa,gpi,gnpi,acquisition_cost,latest_paid_position,latest_incurred_position,gn_ulr,incurred_development,paid_development,premium_development
L2,2024,140165557.4,117204584.1,0.163813234,20706188.87,58210400.39,0,0.823718147,0,0.958650586
L2,2025,47481666.5,39684260.19,0.164219306,11949086.38,37879976.07,0,0.105095478,0,0.345233436
L3,2005,0,0,0,0,0,0,1,0,1
L3,2006,98563278.38,79965652.77,0.188687165,91777103.55,91859882.53,0,1,0,1
L3,2007,97855598.31,84034245.47,0.141242331,41792232.4,41990817.37,0,1,0,1
L3,2008,96359472.9,83124297.05,0.137352099,30108262.18,30174724.93,0,1,0,0.999999912
L3,2009,85122431.27,70711163.18,0.169300476,47258969.51,48579529.07,0,1,0,0.999779087
L3,2010,87974640.99,70273517.5,0.201207113,26421043.93,26476909.54,0,1,0,0.999929093
L3,2011,82779390.24,67997963.97,0.178564087,13290115.09,13542610.08,0,1,0,1
L3,2012,74740702.11,60674463.41,0.188200516,20805192.87,20952484.39,0,1,0,0.99995675
L3,2013,76294808.4,61986705.34,0.187537047,43995418.15,44895218.35,0,0.998293034,0,0.995726467
L3,2014,78739593.7,62749527.82,0.203075291,45830751.21,46320527.57,0,1,0,0.996556525
L3,2015,72787400.42,57631782.18,0.208217606,32601259.95,36372104.19,0,1,0,0.99842036
L3,2016,67442566.09,52975667.01,0.214506949,50355082.89,60560071.76,0,1,0,0.99908439
L3,2017,62919449.16,50302452.42,0.200526179,39891621.04,42184140.55,0,1,0,0.998924797
L3,2018,58708135.93,47812684.49,0.185586738,41338829.98,43416705.51,0,1,0,0.999381451
L3,2019,46637396.48,37578683.96,0.194237097,13773782.26,18989730.82,0,1,0,1
L3,2020,44709672.71,36046791.51,0.193758547,7031068.452,8195451.561,0,0.995762206,0,1
L3,2021,50583345.52,40297325.81,0.203347952,57602525,60855572.84,0,0.957604013,0,0.999425998
L3,2022,54546616.74,44925895.06,0.176376139,8717639.476,13157535.07,0,0.92083061,0,0.999208067
L3,2023,57017765.35,46448535.69,0.185367308,6871567.252,12338079.79,0,0.834978297,0,0.991797193
L3,2024,67157904.44,54545882.8,0.187796533,7041069.776,17281935.69,0,0.63509971,0,0.950638669
L3,2025,23663227.97,19714651.36,0.166865511,918250.2529,2716134.84,0,0.15599758,0,0.529035025
LE,2005,0,0,0,0,0,0,1,0,1
LE,2006,13112037.71,8530151.32,0.349441215,6027154.125,6027153.122,0,1,0,1
LE,2007,10320416.78,6395941.807,0.380263225,3806157.36,3811579.599,0,1,0,1
LE,2008,11081263.04,7080683.25,0.361022004,4474190.922,4481674.294,0,0.999607994,0,1
LE,2009,11554380.93,6333457.815,0.451856586,4668128.185,4668131.173,0,0.999930656,0,0.999959541
LE,2010,0,0,0,0,0,0,0.998613295,0,0.999936892
LE,2011,31625916.85,15959195.41,0.49537604,9331889.803,9369120.811,0,0.999132379,0,0.999943914
LE,2012,74767778.8,37806223.31,0.494351392,31582011.02,31590736.99,0,0.997353763,0,0.999946289
LE,2013,0,0,0,0,0,0,0.997147684,0,0.999949014
LE,2014,0,0,0,0,0,0,0.997783501,0,0.999945722
LE,2015,0,0,0,0,0,0,0.998043422,0,0.997708161
LE,2016,89283979.54,46581716.35,0.47827464,37127930.13,38015765.49,0,0.992480315,0,0.995993595
LE,2017,0,0,0,0,0,0,1,0,0.993523929
LE,2018,0,0,0,0,0,0,1,0,0.992033108
LE,2019,0,0,0,0,0,0,0.989926005,0,0.985949585
LE,2020,69320441.55,38765270.88,0.440781536,26837365.71,27168718.81,0,0.966677088,0,0.969057685
LE,2021,39792560.43,22038056.97,0.446176453,12150024.76,14148125.43,0,0.936963517,0,0.938200686
LE,2022,52004315.36,29845170.97,0.426102031,11508958.91,13364719.25,0,0.879659715,0,0.900561137
LE,2023,60863347.17,35949467.89,0.409341261,9446145.515,12810776.92,0,0.71774496,0,0.865554492
LE,2024,59831514.23,36816201.13,0.384668739,4635791.227,9158868.012,0,0.458758948,0,0.804797997
LE,2025,28815913.1,18853717.65,0.345718542,148402.9147,429424.4697,0,0.071404069,0,0.254219339
LJ,2005,0,0,0,0,0,0,1,0,1
LJ,2006,0,0,0,0,0,0,1,0,1
LJ,2007,0,0,0,0,0,0,0,0,1
LJ,2008,0,0,0,0,0,0,0,0,1
LJ,2009,0,0,0,0,0,0,0,0,1
LJ,2010,0,0,0,0,0,0,0,0,1
LJ,2011,0,0,0,0,0,0,0,0,1
LJ,2012,0,0,0,0,0,0,0,0,1
LJ,2013,0,0,0,0,0,0,0,0,1
LJ,2014,0,0,0,0,0,0,0,0,1
LJ,2015,0,0,0,0,0,0,0,0,1
LJ,2016,0,0,0,0,0,0,0,0,1
LJ,2017,0,0,0,0,0,0,0,0,1
LJ,2018,0,0,0,0,0,0,0,0,1
LJ,2019,0,0,0,0,0,0,0,0,1
LJ,2020,0,0,0,0,0,0,0,0,1
LJ,2021,0,0,0,0,0,0,0,0,1
LJ,2022,0,0,0,0,0,0,0,0,1
LJ,2023,0,0,0,0,0,0,0,0,1
LJ,2024,0,0,0,0,0,0,0,0,1
LJ,2025,0,0,0,0,0,0,0,0,1
M2,2005,0,0,0,0,0,0,1,0,1
M2,2006,0,0,0,0,0,0,1,0,1
M2,2007,0,0,0,0,0,0,1,0,1
M2,2008,0,0,0,0,0,0,1,0,1
M2,2009,0,0,0,0,0,0,1,0,1
M2,2010,0,0,0,0,0,0,1,0,1
M2,2011,0,0,0,0,0,0,1,0,1
M2,2012,0,0,0,0,0,0,1,0,1
M2,2013,308102937.8,256692708.2,0.166860563,197474050.2,197583259.3,0,1,0,1
M2,2014,287303143.8,237795409.7,0.172318804,200263712.6,217387371.2,0,1,0,1
M2,2015,0,0,0,0,0,0,1,0,1
M2,2016,0,0,0,0,0,0,1,0,1
M2,2017,0,0,0,0,0,0,1,0,1
M2,2018,0,0,0,0,0,0,1,0,1
M2,2019,0,0,0,0,0,0,1,0,1
M2,2020,0,0,0,0,0,0,1,0,1
M2,2021,0,0,0,0,0,0,1,0,1
M2,2022,0,0,0,0,0,0,1,0,0.993139147
M2,2023,0,0,0,0,0,0,1,0,0.989766291
M2,2024,0,0,0,0,0,0,0.951116859,0,0.991904847
M2,2025,0,0,0,0,0,0,0.499028579,0,0.961965736
M3,2005,0,0,0,0,0,0,1,0,1
M3,2006,0,0,0,0,0,0,1,0,1
M3,2007,0,0,0,0,0,0,1,0,1
M3,2008,0,0,0,0,0,0,1,0,1
M3,2009,0,0,0,0,0,0,1,0,1
M3,2010,0,0,0,0,0,0,1,0,1
M3,2011,284707907.8,238921424,0.16081915,268319199.5,277190625,0,1,0,1
M3,2012,401826457.7,343246540.9,0.145784121,283567429.8,284765514.1,0,0.99516551,0,1
M3,2013,466984015.9,401427885.1,0.140381959,307401111.8,307449066.3,0,0.996402727,0,0.999999996
M3,2014,475149674.7,408819916.3,0.139597609,304084892.6,315475751.7,0,0.997051279,0,1
M3,2015,379410549.5,322467989.9,0.150081646,220707587,222189318.1,0,0.995651653,0,1
M3,2016,0,0,0,0,0,0,0.997425488,0,1
M3,2017,0,0,0,0,0,0,1,0,1
M3,2018,0,0,0,0,0,0,1,0,1
M3,2019,0,0,0,0,0,0,1,0,1
M3,2020,0,0,0,0,0,0,1,0,0.999890634
M3,2021,0,0,0,0,0,0,1,0,0.998551124
M3,2022,0,0,0,0,0,0,1,0,0.993946877
M3,2023,0,0,0,0,0,0,1,0,0.992257661
M3,2024,0,0,0,0,0,0,1,0,0.997949306
M3,2025,0,0,0,0,0,0,0.424216397,0,0.932629427
M4,2005,0,0,0,0,0,0,1,0,1
M4,2006,0,0,0,0,0,0,1,0,1
M4,2007,0,0,0,0,0,0,1,0,1
M4,2008,0,0,0,0,0,0,1,0,1
M4,2009,0,0,0,0,0,0,1,0,1
M4,2010,0,0,0,0,0,0,1,0,1
M4,2011,0,0,0,0,0,0,1,0,1
M4,2012,0,0,0,0,0,0,0.99516551,0,1
M4,2013,33289670.72,26410075.91,0.206658542,15462741.29,15465253.08,0,0.996402727,0,0.999999996
M4,2014,0,0,0,0,0,0,0.997051279,0,1
M4,2015,0,0,0,0,0,0,0.995651653,0,1
M4,2016,0,0,0,0,0,0,0.997425488,0,1
M4,2017,0,0,0,0,0,0,1,0,1
M4,2018,0,0,0,0,0,0,1,0,1
M4,2019,0,0,0,0,0,0,1,0,1
M4,2020,0,0,0,0,0,0,1,0,0.999890634
M4,2021,0,0,0,0,0,0,1,0,0.998551124
M4,2022,0,0,0,0,0,0,1,0,0.993946877
M4,2023,0,0,0,0,0,0,1,0,0.992257661
M4,2024,0,0,0,0,0,0,1,0,0.997949306
M4,2025,0,0,0,0,0,0,0.424216397,0,0.932629427
M5,2005,0,0,0,0,0,0,1,0,1
M5,2006,0,0,0,0,0,0,1,0,1
M5,2007,0,0,0,0,0,0,1,0,1
M5,2008,0,0,0,0,0,0,1,0,1
M5,2009,0,0,0,0,0,0,1,0,1
M5,2010,0,0,0,0,0,0,1,0,1
M5,2011,47185458.12,37367107.11,0.208080019,53606429.62,53910357.93,0,1,0,1
M5,2012,56301338.97,47799705.39,0.151002334,47914443.94,47939017.27,0,1,0,1
M5,2013,0,0,0,0,0,0,1,0,1
M5,2014,0,0,0,0,0,0,1,0,1
M5,2015,0,0,0,0,0,0,1,0,1
M5,2016,0,0,0,0,0,0,1,0,1
M5,2017,0,0,0,0,0,0,1,0,1
M5,2018,0,0,0,0,0,0,1,0,1
M5,2019,0,0,0,0,0,0,1,0,1
M5,2020,0,0,0,0,0,0,1,0,1
M5,2021,0,0,0,0,0,0,1,0,1
M5,2022,0,0,0,0,0,0,1,0,1
M5,2023,0,0,0,0,0,0,0.938583829,0,1
M5,2024,0,0,0,0,0,0,0.762981335,0,0.998236599
M5,2025,0,0,0,0,0,0,0.378708687,0,0.957911503
M6,2005,0,0,0,0,0,0,1,0,1
M6,2006,0,0,0,0,0,0,1,0,1
M6,2007,0,0,0,0,0,0,1,0,1
M6,2008,0,0,0,0,0,0,1,0,1
M6,2009,0,0,0,0,0,0,1,0,1
M6,2010,0,0,0,0,0,0,1,0,1
M6,2011,66312689.18,52031391.34,0.215362972,74490945.69,75337610.69,0,1,0,1
M6,2012,0,0,0,0,0,0,0.99516551,0,1
M6,2013,0,0,0,0,0,0,0.996402727,0,1
M6,2014,0,0,0,0,0,0,0.997051279,0,1
M6,2015,0,0,0,0,0,0,0.995651653,0,1
M6,2016,0,0,0,0,0,0,0.997425488,0,1
M6,2017,0,0,0,0,0,0,1,0,1
M6,2018,0,0,0,0,0,0,1,0,1
M6,2019,0,0,0,0,0,0,1,0,1
M6,2020,0,0,0,0,0,0,1,0,1
M6,2021,0,0,0,0,0,0,1,0,1
M6,2022,0,0,0,0,0,0,1,0,1
M6,2023,0,0,0,0,0,0,1,0,0.997925476
M6,2024,0,0,0,0,0,0,1,0,0.991178246
M6,2025,0,0,0,0,0,0,0.424216397,0,0.817232071
MF,2005,0,0,0,0,0,0,1,0,1
MF,2006,45972046.6,34674944.52,0.245738507,36945061.05,36970577.28,0,1,0,1
MF,2007,31428985.75,22906349.29,0.271171221,19357799.47,19357800.49,0,0.999999999,0,1
MF,2008,66276162.34,46400449.57,0.29989233,44723890.36,44776649.22,0,1,0,1
MF,2009,62377673.87,44181639.02,0.291707493,38239990.13,38389820.24,0,1,0,1
MF,2010,66536073.35,47514366.29,0.285885627,42833632.29,42833602.29,0,1,0,1
MF,2011,77084517.83,56505338.05,0.266969041,52808139.06,52809150.09,0,1,0,1
MF,2012,85156554.35,62364736.05,0.267646084,53109930.88,53120764.85,0,1,0,0.998781299
MF,2013,84776211.35,60605781.09,0.285108639,53599194.97,53646268.51,0,1,0,0.99973746
MF,2014,81758253.8,55011377.87,0.327145881,51775391.3,51807556.3,0,1,0,0.999680071
MF,2015,88419909.56,60172631.69,0.319467392,56757689.5,56796532.69,0,1,0,0.999794051
MF,2016,86952608.66,61104450.1,0.297267201,56386756.75,56480984.68,0,1,0,1
MF,2017,100438707.1,71298725.28,0.29012701,61116127.26,61385026.38,0,1,0,1
MF,2018,109710864.9,76380002.53,0.303806395,68692980.25,68843861.01,0,1,0,1
MF,2019,80606529.63,58490618.83,0.274368726,53375131.34,53651243.05,0,1,0,1
MF,2020,66958654.15,48521032.96,0.2753583,44265425.04,44668338.83,0,1,0,1
MF,2021,55989177.15,41418865.91,0.260234424,36194746.74,37051254.35,0,1,0,0.999549977
MF,2022,63543852.01,44911170.95,0.293225552,34416619.14,38156475.85,0,1,0,0.999140963
MF,2023,66695859.2,48601303.7,0.271299534,32853350.87,41657192.51,0,1,0,0.98811674
MF,2024,83444281.16,59685389.07,0.284727626,30111615.55,41991184.9,0,0.729179465,0,0.882454241
MF,2025,18747648.95,14188985.31,0.243159217,3030829.639,5875815.234,0,0.151583975,0,0.281403281
MG,2005,0,0,0,0,0,0,1,0,1
MG,2006,142233175.5,102714446.5,0.277844665,84112732.77,84112732.78,0,1,0,1
MG,2007,0,0,0,0,0,0,1,0,1
MG,2008,0,0,0,0,0,0,1,0,1
MG,2009,0,0,0,0,0,0,1,0,1
MG,2010,0,0,0,0,0,0,1,0,1
MG,2011,95891029.05,67004406.65,0.301244263,71714709.89,71724784.86,0,1,0,1
MG,2012,126027415,89010391.7,0.293721991,90184493.33,90184698,0,1,0,0.997041887
MG,2013,154137480.6,106670257.7,0.307953801,98623447.29,98623447.29,0,1,0,0.998840195
MG,2014,188624132.6,129539906.4,0.313237895,121356089.2,121363020.6,0,1,0,0.998745106
MG,2015,228426692.1,156764308.4,0.313721584,143830664.7,143958103.7,0,1,0,0.998718871
MG,2016,294554264.8,205972535.6,0.300731443,214366176.8,214407050,0,1,0,0.998888354
MG,2017,311734550,223752838.6,0.282232789,196061588,196063706.1,0,1,0,0.998862722
MG,2018,288101236.6,207583269,0.279478035,157157945.5,157242467.5,0,1,0,0.999108643
MG,2019,266667668.2,190335761.1,0.286243577,134526753,134591182.2,0,1,0,0.998927305
MG,2020,274912571.5,195191173.3,0.289988187,132569853.2,133399093.3,0,1,0,0.995492374
MG,2021,292700816.3,210853695.9,0.279627237,154614293,155045875.5,0,1,0,0.996058727
MG,2022,318440962.5,232591718.7,0.269592339,179644197.3,181694864.7,0,1,0,0.998831027
MG,2023,314265919,230854744.4,0.265415909,182508312.7,189443935.8,0,1,0,1
MG,2024,281383527.5,208441789.8,0.25922533,117251693,144119982.7,0,0.904852684,0,0.94858892
MG,2025,92545728.81,68262940.85,0.262386912,22674341.02,35734714.79,0,0.24564501,0,0.371986357
MH,2005,0,0,0,0,0,0,1,0,1
MH,2006,0,0,0,0,0,0,1,0,1
MH,2007,0,0,0,0,0,0,1,0,1
MH,2008,0,0,0,0,0,0,1,0,1
MH,2009,25988062.25,21086843.73,0.188594997,13707069.1,13722726.13,0,1,0,1
MH,2010,0,0,0,0,0,0,0.999999977,0,1
MH,2011,0,0,0,0,0,0,1,0,0.999877096
MH,2012,0,0,0,0,0,0,1,0,0.999877237
MH,2013,0,0,0,0,0,0,1,0,0.999730353
MH,2014,0,0,0,0,0,0,1,0,0.999730495
MH,2015,0,0,0,0,0,0,1,0,0.999663212
MH,2016,94721635.5,82287309.39,0.131272291,106800353.6,107373467.8,0,1,0,0.999385902
MH,2017,152084029.6,132493499.2,0.128813857,163477307.8,165448242.6,0,1,0,0.996259788
MH,2018,176098330.6,150372663.2,0.146086946,163372842.5,166281796.9,0,1,0,0.997590676
MH,2019,192431531,154053470,0.199437487,162461318.6,166523566.4,0,0.981072899,0,0.996432632
MH,2020,188631719.5,162129211,0.140498685,136300634.2,147858726,0,0.951004519,0,0.997128308
MH,2021,205317526.8,177594535.3,0.135024964,112746962.4,131291215.5,0,0.875274785,0,0.99367037
MH,2022,257361635,228709972.3,0.111328414,88564296.81,118039069,0,0.710218191,0,0.994130867
MH,2023,283885820.1,249735773.4,0.120295007,58181110.53,99556765.45,0,0.524600416,0,0.974275475
MH,2024,362639813.5,317358627.9,0.124865456,22377731.4,47858681.41,0,0.240255891,0,0.88285596
MH,2025,0,0,0,0,0,0,0.03616789,0,0.296569855
MI,2005,0,0,0,0,0,0,1,0,1
MI,2006,24741201.44,17952964.26,0.274369747,13822376.08,13823640.75,0,1,0,1
MI,2007,0,0,0,0,0,0,1,0,1
MI,2008,0,0,0,0,0,0,0.999885568,0,1
MI,2009,17404563.68,13484757.38,0.225217154,12485227.12,12486792.94,0,0.999912014,0,1
MI,2010,9834008.643,7473075.524,0.240078406,6082375.792,6090772.046,0,0.999896784,0,1
MI,2011,9565899.757,7195300.924,0.247817654,5930403.529,5933515.18,0,1,0,1
MI,2012,12518643.01,9782603.746,0.218557176,8292087.277,8293454.198,0,1,0,0.999999677
MI,2013,13715751.76,10882355.87,0.206579701,14936012.87,14952519.22,0,1,0,1
MI,2014,20925284.5,16985516.79,0.188277857,16401607.9,16426820.27,0,0.999850344,0,1
MI,2015,30019490.14,25047751.49,0.165617025,24232352.23,24324526.54,0,1,0,1
MI,2016,37482388.93,29445028.54,0.214430313,33794487.01,34198478.99,0,0.999936082,0,1
MI,2017,40101761.45,31652599.42,0.21069304,31065084.48,32754251.41,0,1,0,1
MI,2018,44110422.42,35698451.89,0.190702561,31671697.12,33181827.04,0,1,0,1
MI,2019,36572234.01,28791265.46,0.212756173,17650682.76,19082771.89,0,0.997752995,0,1
MI,2020,0,0,0,0,0,0,0.98388385,0,1
MI,2021,0,0,0,0,0,0,0.965811057,0,1
MI,2022,0,0,0,0,0,0,0.927006661,0,1
MI,2023,0,0,0,0,0,0,0.883038713,0,1
MI,2024,0,0,0,0,0,0,0.643613304,0,0.984755578
MI,2025,0,0,0,0,0,0,0.164767074,0,0.574919486
MP,2005,0,0,0,0,0,0,1,0,1
MP,2006,48227216.02,37703009.58,0.218221314,40577341.67,40581741.74,0,1,0,1
MP,2007,39622128.64,31024577.66,0.216988619,33154109.36,33313642.3,0,0.999993133,0,1
MP,2008,37570875.55,28834444.33,0.23253201,32776940.05,33148465.02,0,0.999711095,0,1
MP,2009,34243287.48,26719641.18,0.219711566,26383011.9,27011902.23,0,0.999469659,0,1
MP,2010,47681513.35,36597073.54,0.232468289,32300418.82,32319185.82,0,1,0,1
MP,2011,59723773.8,46856363.11,0.215448721,49779116.63,50936188.64,0,1,0,1
MP,2012,57437096.77,46187857.01,0.19585321,54956022.44,55002040.44,0,0.999616134,0,1
MP,2013,0,0,0,0,0,0,1,0,1
MP,2014,85017213.24,67805061.77,0.202454901,78888271.6,79414297.64,0,1,0,1
MP,2015,81215015.53,62292173.14,0.232996845,62208874.5,64404637.36,0,1,0,1
MP,2016,87906320.23,69859020.4,0.205301505,47005491.66,49102297,0,0.990570051,0,1
MP,2017,92896025.58,73750566.56,0.206095566,51058609.6,53570594.82,0,0.990675729,0,1
MP,2018,39018755.74,28219398.42,0.276773493,18416907.64,19339009.72,0,0.992431758,0,1
MP,2019,0,0,0,0,0,0,0.992323898,0,1
MP,2020,11273963.44,7406530.232,0.343041134,5474573.983,5474573.983,0,0.996806232,0,1
MP,2021,10075007.93,7268002.922,0.278610699,5917914.914,6132409.006,0,0.993346405,0,1
MP,2022,25661899.45,19217821.18,0.251114625,11979523.74,15503795.39,0,0.957410187,0,0.999990839
MP,2023,52327853.69,41189193.73,0.212862924,22683489.09,26241636.56,0,0.911251022,0,0.988785595
MP,2024,37949109.45,30749205.86,0.189725232,8426982.259,15911466.79,0,0.666455691,0,0.930488011
MP,2025,0,0,0,0,0,0,0.138397616,0,0.30207769
N,2005,0,0,0,0,0,0,1,0,1
N,2006,0,0,0,0,0,0,1,0,1
N,2007,0,0,0,0,0,0,1,0,1
N,2008,0,0,0,0,0,0,1,0,1
N,2009,0,0,0,0,0,0,1,0,1
N,2010,0,0,0,0,0,0,1,0,1
N,2011,55817125.52,41968013.94,0.248115815,31664684.07,31664685.06,0,1,0,1
N,2012,52071289.42,38913740.21,0.252683376,30566415.75,30573512.6,0,1,0,1
N,2013,46156578.19,33988543.41,0.263625149,22646579.14,22687893.35,0,1,0,1
N,2014,51560596.01,38112470.82,0.260821756,32645152.14,32655186.4,0,0.999986978,0,1
N,2015,0,0,0,0,0,0,0.999995833,0,0.999986317
N,2016,74942040.29,55632277.52,0.257662624,49231810.19,51456671.11,0,0.99990031,0,1
N,2017,64055448.38,51751304.49,0.192085829,29849656.16,29864515.59,0,1,0,1
N,2018,70628177.98,59303717.61,0.160339127,39568448.29,39576905.68,0,0.994478473,0,1
N,2019,67854096.34,50588091.48,0.254457812,44607790.94,44627185.58,0,0.995374877,0,1
N,2020,0,0,0,0,0,0,0.996324361,0,1
N,2021,0,0,0,0,0,0,0.993967631,0,1
N,2022,24259434.49,18610471.86,0.232856319,8433154.013,8501208.833,0,0.986816857,0,1
N,2023,30169427.86,22830627.15,0.243252896,13543970.71,13772631.2,0,0.981289422,0,1
N,2024,36923185.56,27472332.22,0.255959858,9619908.654,10897779.88,0,0.866518899,0,0.912917495
N,2025,15576272.53,11788883.68,0.243151167,2218194.528,4533127.618,0,0.200063475,0,0.369892543
NA,2005,0,0,0,0,0,0,1,0,1
NA,2006,503800568.8,407102611.4,0.191936975,212562799.2,213056434.7,0,1,0,1
NA,2007,548915374.4,444547873.5,0.190134046,244259686.4,247835473.7,0,1,0,1
NA,2008,584526303.9,468580965.5,0.198357777,474887997.8,481988798.2,0,1,0,1
NA,2009,628262488.9,496017262.6,0.210493589,331894676.5,335913177.9,0,1,0,0.999999126
NA,2010,780032228.3,607262821.2,0.221490088,468581512.3,475067273.1,0,1,0,0.998426555
NA,2011,882644112,680265594.5,0.229286657,466582064.5,491413951.1,0,1,0,0.998550266
NA,2012,969115521.9,745661531.2,0.230575185,563063192.2,585374524.9,0,1,0,0.997594622
NA,2013,1035505997,790908071.3,0.236211018,548014614.7,576275823,0,1,0,0.996574284
NA,2014,1127851259,850428963.9,0.245974186,806347685.7,856905216.8,0,1,0,0.996016857
NA,2015,1201504780,900991691.3,0.250113935,727843992.8,801434020.4,0,1,0,0.99588204
NA,2016,1288512959,955153352.3,0.258716534,830107638.1,956071120.5,0,0.993056142,0,0.996086557
NA,2017,1379657821,1028193103,0.254747745,740880272.3,934875927.5,0,0.974986976,0,0.995333308
NA,2018,1367337328,1008095952,0.262730614,676709924.5,917838933.3,0,0.954180807,0,0.99403962
NA,2019,646892503.4,519080396.2,0.197578588,236364429.5,383019108.8,0,0.919920111,0,0.992248437
NA,2020,664783673.1,538320117.5,0.190232644,131788248.3,272283570.9,0,0.857476689,0,0.989183731
NA,2021,770688296.1,628610854.2,0.184351368,95990229.25,202213622.6,0,0.754650093,0,0.986253537
NA,2022,832505843.4,687935584.5,0.17365675,52704008.73,135189443.2,0,0.614621809,0,0.98225124
NA,2023,859494120.2,708692223,0.175454251,47430271.47,142376116.6,0,0.473453666,0,0.975925429
NA,2024,876796323.7,728760991.9,0.168836625,13818326.78,64697765.09,0,0.28311961,0,0.923478732
NA,2025,521695368.9,443666975.8,0.149566965,1594145.161,11238271.29,0,0.055537654,0,0.515236488
NB,2005,0,0,0,0,0,0,1,0,1
NB,2006,106702305.3,85593745.28,0.197826654,60860407.03,60860407.01,0,1,0,1
NB,2007,119844960.5,97134975.85,0.189494698,79447368.27,79447368.24,0,1,0,1
NB,2008,114446332.9,91905424.14,0.196956147,71605222.54,71605220.51,0,0.999999999,0,1
NB,2009,126085685.4,102949567.8,0.183495196,79791976.17,79791975.14,0,1,0,1
NB,2010,123393169,98061546.07,0.205291939,90560557.36,90560559.36,0,0.999968292,0,0.999999994
NB,2011,131827078.4,103111496.8,0.217827642,104033568.6,104033566.6,0,1,0,0.999999994
NB,2012,124227108,98330338.35,0.208463113,82837240.41,82837239.42,0,1,0,0.999999994
NB,2013,114230201,91575831.25,0.198322068,75225715.78,75225739.79,0,1,0,0.999999994
NB,2014,112742699.8,88815619.79,0.212227311,66430975.72,66429813.24,0,1,0,1
NB,2015,122066495.3,97030861.78,0.205098323,87737890.53,87787888.53,0,1,0,0.999999238
NB,2016,130728557,102223010.6,0.218051411,74138696.14,74143702.14,0,1,0,1
NB,2017,138999694.6,108787942.5,0.217351212,79006307.59,79006986.62,0,1,0,1
NB,2018,139303157.3,110868201.7,0.204122837,126622311.1,126622311.1,0,1,0,1
NB,2019,140919196.8,109229988,0.224875031,107503517.4,107553647.4,0,1,0,1
NB,2020,119163904.7,89391402.27,0.249844972,66163877.53,66179594.53,0,1,0,1
NB,2021,112462139.1,88205186.39,0.215689946,64622661.3,64761792.68,0,1,0,1
NB,2022,105261364.5,82311112.61,0.218031108,61821744,61968929.51,0,1,0,1
NB,2023,105862383.3,81777090.75,0.227515117,54066571.67,55699516.08,0,0.994216935,0,1
NB,2024,97319332.47,77274584.13,0.205968823,48806963.93,51563392.09,0,0.876180009,0,0.961656045
NB,2025,34136786.38,28099617.71,0.176852285,11415799.89,12067629.39,0,0.239286762,0,0.371941494
NC,2005,0,0,0,0,0,0,1,0,1
NC,2006,0,0,0,0,0,0,1,0,1
NC,2007,59768743.18,49613055.37,0.169916369,34331166.11,35220181.93,0,1,0,1
NC,2008,69894517.78,57482489.92,0.17758228,19407446.97,26446921.89,0,0.989099907,0,1
NC,2009,76334398.83,63316265.95,0.170540845,15751556.89,15752331.88,0,0.977481325,0,1
NC,2010,92242833.44,75249280.23,0.184226271,23446102.48,24322929.25,0,0.965011752,0,1
NC,2011,100279207.2,81134827.12,0.190910764,30499354,33532963.01,0,0.951524941,0,0.999999892
NC,2012,103101891.6,82824425.3,0.196674047,35584523.5,39561773.57,0,0.936809435,0,1
NC,2013,112263415.5,89861192.5,0.19955052,35749343.96,36643843.09,0,0.920592124,0,1
NC,2014,119960233.3,95580116.16,0.203234993,41363440.87,48170293.63,0,0.902514084,0,1
NC,2015,142825461.3,111873941.2,0.2167087,36821279.65,49006504.28,0,0.882094194,0,1
NC,2016,145925300.7,115828767.4,0.206246163,58744005.03,110091067.8,0,0.858672719,0,1
NC,2017,142728306.8,111208670.9,0.220836613,94377221.14,107208049.6,0,0.83132095,0,1
NC,2018,144494970.4,113207946.6,0.216526733,52510639.15,79085174.36,0,0.798690997,0,1
NC,2019,102279772.7,80863385.05,0.209390255,17208816.84,26334164.53,0,0.758755671,0,0.999608763
NC,2020,118359500.6,94056777.85,0.205329717,38227734.03,89206348.27,0,0.708337556,0,0.998507947
NC,2021,99366049.14,78640461.57,0.208578159,4799828.904,6288098.374,0,0.642220453,0,0.99811876
NC,2022,106668440.4,85208574.8,0.201182895,16857951.96,22178463.94,0,0.551448309,0,0.9946801
NC,2023,116068330.9,94837789.29,0.182914163,2777816.488,5304301.376,0,0.420500389,0,0.99823357
NC,2024,139133250.2,114456102.5,0.17736341,627380.3048,5597854.158,0,0.228887462,0,0.937204598
NC,2025,72972919.7,60682827.4,0.168419906,71454.41,708735.85,0,0.027173285,0,0.541085838
NL,2005,0,0,0,0,0,0,1,0,1
NL,2006,8870932.88,8553817.9,0.035747647,5601.5749,5601.5849,0,1,0,1
NL,2007,0,0,0,0,0,0,1,0,1
NL,2008,9853631.46,9353370.981,0.050769148,18887.663,18887.673,0,1,0,1
NL,2009,10338952.81,10143953.38,0.018860656,35869.5367,35869.7067,0,1,0,1
NL,2010,0,0,0,0,0,0,1,0,1
NL,2011,13166747.09,12956177.98,0.015992493,23697.9437,33367.8037,0,1,0,1
NL,2012,12583255.62,12351811.74,0.018393005,45.2522,44.9322,0,1,0,0.999996472
NL,2013,0,0,0,0,0,0,1,0,0.999990592
NL,2014,0,0,0,0,0,0,1,0,0.999989155
NL,2015,0,0,0,0,0,0,1,0,0.999479568
NL,2016,0,0,0,0,0,0,1,0,0.999390456
NL,2017,0,0,0,0,0,0,1,0,1
NL,2018,0,0,0,0,0,0,1,0,1
