risk_code,yoa,gn_written_premium,acquisition_costs,paid_cat,paid_total_ex_cat,paid_total,incurred_cat,incurred_total_ex_cat,incurred_total,rate_change
1E,2000,0,0,0,0,0,0,0,0,1
1E,2001,0,0,0,0,0,0,0,0,1
1E,2002,722.6964,209.8150839,0,0,0,0,0,0,1
1E,2003,41354.1272,9037.445779,0,0,0,0,0,0,1
1E,2004,56916.91502,12146.0943,0,0,0,0,0,0,0.951518146
1E,2005,88460.67002,15569.54866,0,0,0,0,0,0,1.074364237
1E,2006,181093.5207,26646.1518,0,0,0,0,0,0,1.451063109
1E,2007,144947.5997,30355.60355,0,0,0,0,0,0,0.95467187
1E,2008,131820.1631,15590.21514,0,0,0,0,0,0,0.928084767
1E,2009,217757.7906,40420.93254,0,11649.24287,11649.24287,0,11649.24287,11649.24287,1.330096366
1E,2010,169297.6231,21275.01786,0,0,0,0,0,0,0.791129594
1E,2011,13959.1546,2383.574751,0,0,0,0,0,0,1.044340836
1E,2012,160170.6177,10504.54535,0,0,0,0,0,0,0.999766679
1E,2013,77446.23265,2293.7618,0,0,0,0,0,0,0.997283928
1E,2014,112352.9855,1032.508885,0,0,0,0,0,0,0.884906834
1E,2015,34600.66767,2217.423931,0,0,0,0,0,0,0.935439652
1E,2016,10420.38523,1255.927336,0,0,0,0,0,0,0.983362233
1E,2017,25138.59794,2023.202088,0,0,0,0,0,0,0.982647573
1E,2018,112942.8815,13778.63605,0,0,0,0,0,0,1.026870715
1E,2019,1398518.474,498718.2594,0,358300.3238,358300.3238,0,402119.1095,402119.1095,0.986855274
1E,2020,1072231.252,411585.1947,0,132656.3373,132656.3373,0,132656.3373,132656.3373,0.985809584
1E,2021,39079.8634,1866.997919,0,319.665187,319.665187,0,319.665187,319.665187,1.063633225
1E,2022,58534.57814,2273.19955,0,0,0,0,0,0,1.027586015
1E,2023,38629.89553,322.785543,0,239632.5226,239632.5226,0,244955.0298,244955.0298,1.034158763
1E,2024,74633.45794,13897.56754,0,-76060.18916,-76060.18916,0,-65977.36083,-65977.36083,0.994609587
1E,2025,138355.3902,45240.47559,0,4115.557309,4115.557309,0,18169.15438,18169.15438,0.99173712
1E,2026,149711.5996,53613.74424,0,0,0,0,0,0,0.964437
1E,2027,0,0,0,0,0,0,0,0,1
1T,2000,0,0,0,0,0,0,0,0,1
1T,2001,0,0,0,0,0,0,0,0,1
1T,2002,0,0,0,0,0,0,0,0,1
1T,2003,0,0,0,0,0,0,0,0,1
1T,2004,0,0,0,0,0,0,0,0,1
1T,2005,0,0,0,0,0,0,0,0,1
1T,2006,0,0,0,0,0,0,0,0,1
1T,2007,0,0,0,0,0,0,0,0,1
1T,2008,0,0,0,0,0,0,0,0,1
1T,2009,0,0,0,0,0,0,0,0,1
1T,2010,0,0,0,0,0,0,0,0,1
1T,2011,0,0,0,0,0,0,0,0,1
1T,2012,0,0,0,0,0,0,0,0,1
1T,2013,0,0,0,0,0,0,0,0,1
1T,2014,0,0,0,0,0,0,0,0,1
1T,2015,0,0,0,0,0,0,0,0,1
1T,2016,0,0,0,0,0,0,0,0,1
1T,2017,0,0,0,0,0,0,0,0,1
1T,2018,0,0,0,0,0,0,0,0,1
1T,2019,0,0,0,0,0,0,0,0,1
1T,2020,0,0,0,0,0,0,0,0,1
1T,2021,1871.158168,519.1818315,0,319.665187,319.665187,0,319.665187,319.665187,1
1T,2022,1426.574694,322.5614228,0,0,0,0,0,0,0.99
1T,2023,0,0,0,0,0,0,0,0,1
1T,2024,1994.473487,736.7151727,0,0,0,0,0,0,1.050500031
1T,2025,10930.33365,4126.145798,0,1061.620022,1061.620022,0,2877.002929,2877.002929,0.941500015
1T,2026,1021.054643,479.321194,0,0,0,0,0,0,0.983182307
1T,2027,0,0,0,0,0,0,0,0,1
2E,2000,0,0,0,0,0,0,0,0,1
2E,2001,0,0,0,0,0,0,0,0,1
2E,2002,0,0,0,0,0,0,0,0,1
2E,2003,6866.767,1716.69175,0,0,0,0,0,0,1
2E,2004,10973.54365,2717.6187,0,0,0,0,0,0,0.864514763
2E,2005,20950.13918,5231.803943,0,0,0,0,0,0,1.001743494
2E,2006,42906.46943,8088.046907,0,1356.571533,1356.571533,0,1356.571533,1356.571533,1.468150401
2E,2007,9964.696883,1404.680491,0,25541.4591,25541.4591,0,25541.4591,25541.4591,0.80919
2E,2008,6429.6322,1283.959391,0,0,0,0,0,0,0.855034257
2E,2009,3893.27425,0,0,0,0,0,0,0,1
2E,2010,6595.0301,0,0,0,0,0,0,0,0.97
2E,2011,11453.91,2863.4775,0,0,0,0,0,0,1
2E,2012,27477.3233,3187.155825,0,0,0,0,0,0,1.037751304
2E,2013,6045.9207,292.51355,0,0,0,0,0,0,0.952385025
2E,2014,116295.68,26917.3575,0,22706.15565,22706.15565,0,22706.15565,22706.15565,0.86152367
2E,2015,67509.47501,0,0,0,0,0,0,0,0.800074513
2E,2016,48789.04028,1147.81325,0,0,0,0,0,0,0.973051404
2E,2017,13871.57279,910.3839417,0,0,0,0,0,0,0.986681244
2E,2018,5518.398275,35.39437917,0,0,0,0,0,0,1.007851423
2E,2019,905488.0249,329182.8943,0,192286.1441,192286.1441,0,192286.1441,192286.1441,0.980793249
2E,2020,712462.4878,252389.4871,0,132656.3373,132656.3373,0,132656.3373,132656.3373,1.005833162
2E,2021,49324.4216,1544.963385,0,319.665187,319.665187,0,319.665187,319.665187,1.121945376
2E,2022,16784.29595,1931.663601,0,0,0,0,0,0,1.03109213
2E,2023,57020.83816,321.0161884,0,0,0,0,0,0,1.029510833
2E,2024,34683.71147,1017.369296,0,0,0,0,0,0,1.002734531
2E,2025,42103.76233,4127.283922,0,1061.620022,1061.620022,0,2877.002929,2877.002929,1.012256943
2E,2026,113681.2222,37863.28687,0,0,0,0,0,0,0.982370477
2E,2027,0,0,0,0,0,0,0,0,1
2T,2000,0,0,0,0,0,0,0,0,1
2T,2001,0,0,0,0,0,0,0,0,1
2T,2002,0,0,0,0,0,0,0,0,1
2T,2003,6734.9492,1103.9864,0,0,0,0,0,0,0.9
2T,2004,4538.503,1496.657,0,0,0,0,0,0,1
2T,2005,110000,0,0,0,0,0,0,0,1
2T,2006,198691.7054,21592.47789,0,0,0,0,0,0,1
2T,2007,153311.3792,17191.73875,0,0,0,0,0,0,0.841464448
2T,2008,138411.3736,18956.6823,0,0,0,0,0,0,0.906558454
2T,2009,111301.8652,14810.73627,0,0,0,0,0,0,1
2T,2010,133897.1568,11915.13209,0,0,0,0,0,0,0.986615971
2T,2011,93649.329,8726.490319,0,0,0,0,0,0,0.924896147
2T,2012,47709.7507,3688.66201,0,0,0,0,0,0,1
2T,2013,45328.4084,5422.339679,0,0,0,0,0,0,0.830043945
2T,2014,62216.2073,26664.87258,0,0,0,0,0,0,0.979608451
2T,2015,111393.1809,14557.80687,0,0,0,0,0,0,0.993429975
2T,2016,65369.94992,5685.616269,0,0,0,0,0,0,1
2T,2017,83902.53398,9035.164563,0,0,0,0,0,0,0.991630032
2T,2018,74360.7276,7984.77251,0,0,0,0,0,0,0.98
2T,2019,132525.4235,14868.85624,0,0,0,0,0,0,1.1
2T,2020,165431.1991,18618.7083,0,0,0,0,0,0,1.177032092
2T,2021,169197.9931,18962.39762,0,70945.41669,70945.41669,0,70945.41669,70945.41669,1.223565543
2T,2022,865260.3555,266252.625,0,0,0,0,0,0,0.999984461
2T,2023,408259.905,130584.462,0,0,0,0,0,0,2
2T,2024,650686.8937,230516.7871,0,0,0,0,0,0,1.005772189
2T,2025,113517.5512,42040.16955,0,1061.620022,1061.620022,0,2877.002929,2877.002929,0.994152961
2T,2026,51148.41724,24036.15982,0,0,0,0,0,0,0.901522616
2T,2027,0,0,0,0,0,0,0,0,1
3E,2000,0,0,0,0,0,0,0,0,1
3E,2001,0,0,0,0,0,0,0,0,1
3E,2002,227.4607,125.1915481,0,0,0,0,0,0,1
3E,2003,21768.0804,1304.68978,0,0,0,0,0,0,1
3E,2004,30917.73137,6892.757035,0,0,0,0,0,0,0.871511736
3E,2005,14608.98513,4509.685013,0,113.894,113.894,0,113.894,113.894,1.037369574
3E,2006,30596.40642,4442.878993,0,0,0,0,0,0,1.933558183
3E,2007,46989.0674,18853.09301,0,0,0,0,0,0,0.880994413
3E,2008,7125,1781.25,0,0,0,0,0,0,1
3E,2009,11885.58387,2972.034315,0,0,0,0,0,0,0.991978336
3E,2010,9326.250867,2331.562717,0,0,0,0,0,0,0.967583785
3E,2011,1696.0711,192.2289509,0,0,0,0,0,0,1
3E,2012,7550.5456,862.702875,0,0,0,0,0,0,1.00884697
3E,2013,15698.70145,2120.107191,0,0,0,0,0,0,1.016450559
3E,2014,19796.11375,3065.292137,0,0,0,0,0,0,0.821129061
3E,2015,24611.3634,3614.80053,0,0,0,0,0,0,0.963641483
3E,2016,10630.0293,3286.791258,0,0,0,0,0,0,0.994678986
3E,2017,23556.36397,3250.560298,0,0,0,0,0,0,0.989014211
3E,2018,3984.6678,1147.331447,0,0,0,0,0,0,0.983017719
3E,2019,197096.3313,42122.88189,0,162318.7213,162318.7213,0,204614.427,204614.427,1.008495557
3E,2020,102060.2652,17707.16991,0,42.854,42.854,0,42.854,42.854,1.015051931
3E,2021,24362.96404,2150.783064,0,227133.1822,227133.1822,0,507143.3322,507143.3322,1.056121248
3E,2022,33339.21563,2883.768908,0,0,0,0,0,0,1.015122134
3E,2023,93640.98371,17418.98797,0,58015.27069,58015.27069,0,184110.8986,184110.8986,1.060883437
3E,2024,188272.5875,40479.29411,0,70128.39489,70128.39489,0,98857.87277,98857.87277,0.946135088
3E,2025,267852.3143,98830.33234,0,10888.58795,10888.58795,0,32723.81275,32723.81275,0.999543255
3E,2026,105337.7964,43119.22383,0,0,0,0,0,0,0.967788513
3E,2027,0,0,0,0,0,0,0,0,1
3T,2000,0,0,0,0,0,0,0,0,1
3T,2001,90.8,30.2,0,0,0,0,0,0,1
3T,2002,4264.0057,1362.173883,0,0,0,0,0,0,0.733563656
3T,2003,254111.2688,90266.15007,0,0,0,0,0,0,0.990654257
3T,2004,288488.4613,106396.4197,0,0,0,0,0,0,1.317261529
3T,2005,175712.697,58683.55828,0,0,0,0,0,0,0.997859791
3T,2006,252229.278,85799.88218,0,718.2426,718.2426,0,718.2426,718.2426,0.863668474
3T,2007,447059.0404,179316.3347,0,0,0,0,0,0,0.962624649
3T,2008,408939.4897,152942.4727,0,14196.22875,14196.22875,0,14196.22875,14196.22875,0.896326273
3T,2009,184924.8123,55151.99916,133273.7472,0,133273.7472,133273.7472,0,133273.7472,1.00782939
3T,2010,76905.09968,20747.42309,0,0,0,0,0,0,0.981389568
3T,2011,1918248.89,724133.0696,0,815010.7933,815010.7933,0,815010.7933,815010.7933,0.996661709
3T,2012,41678.99073,3579.145382,0,0,0,0,0,0,0.97356387
3T,2013,73654.3176,8515.726445,0,0,0,0,0,0,0.996092864
3T,2014,170339.3461,49856.28711,0,0,0,0,0,0,0.997337279
3T,2015,177659.7145,73656.65084,0,1137.024133,1137.024133,0,1137.024133,1137.024133,0.967754541
3T,2016,98151.09092,28895.45344,0,67044.50778,67044.50778,0,67044.50778,67044.50778,0.937606274
3T,2017,89368.9789,24401.73669,0,748.7008,748.7008,0,748.7008,748.7008,0.974083461
3T,2018,36662.76055,9469.335583,0,0,0,0,0,0,1.026441995
3T,2019,40708.52222,10199.68493,0,0,0,0,0,0,1.138152281
3T,2020,1320194.196,452308.2886,0,615802.748,615802.748,0,642842.748,642842.748,1.054893621
3T,2021,1596238.771,560481.8216,0,1233132.809,1233132.809,0,1384457.209,1384457.209,1.122234624
3T,2022,1482456.085,511319.2549,0,859350.562,859350.562,0,1327320.962,1327320.962,1.023942937
3T,2023,132534.7556,10949.77649,0,237195.3925,237195.3925,0,341687.0926,341687.0926,1.070336642
3T,2024,261883.7889,48984.99895,0,32829.61993,32829.61993,0,37373.199,37373.199,1.019491065
3T,2025,331645.0984,68647.61756,0,30315.0292,30315.0292,0,37717.65599,37717.65599,0.975726647
3T,2026,636842.9875,177590.4606,0,45.27561667,45.27561667,0,45.27561667,45.27561667,0.952162363
3T,2027,0,0,0,0,0,0,0,0,1
4E,2000,0,0,0,0,0,0,0,0,1
4E,2001,0,0,0,0,0,0,0,0,1
4E,2002,0,0,0,0,0,0,0,0,1
4E,2003,24280.192,5900.433963,0,0,0,0,0,0,1
4E,2004,9911.470767,2477.867692,0,0,0,0,0,0,0.9
4E,2005,5749.082433,1437.270608,0,0,0,0,0,0,1
4E,2006,9218.644967,2297.978348,0,0,0,0,0,0,1.753122117
4E,2007,12908.1262,3227.03155,0,0,0,0,0,0,1
4E,2008,7125,1781.25,0,0,0,0,0,0,1
4E,2009,9830.240267,2457.560067,0,0,0,0,0,0,0.99
4E,2010,7329.994667,1832.498667,0,0,0,0,0,0,0.96
4E,2011,0,0,0,0,0,0,0,0,1
4E,2012,0,0,0,0,0,0,0,0,1
4E,2013,0,0,0,0,0,0,0,0,1
4E,2014,0,0,0,0,0,0,0,0,1
4E,2015,0,0,0,0,0,0,0,0,1
4E,2016,0,0,0,0,0,0,0,0,1
4E,2017,2135.603225,0,0,0,0,0,0,0,0.9
4E,2018,1061.143475,0,0,0,0,0,0,0,0.948205421
4E,2019,161090.2488,30611.49798,0,162318.7213,162318.7213,0,204614.427,204614.427,1.038113524
4E,2020,3631.695175,390.1767825,0,0,0,0,0,0,1.063413708
4E,2021,6208.035068,917.5003044,0,0,0,0,0,0,1.102716547
4E,2022,11445.00323,1608.250244,0,0,0,0,0,0,1.043627844
4E,2023,1464.324475,151.7426887,0,0,0,0,0,0,1.033978311
4E,2024,1652.43054,175.765014,0,0,0,0,0,0,1
4E,2025,1314.421002,659.1840948,0,0,0,0,0,0,1
4E,2026,84199.82325,37014.35312,0,0,0,0,0,0,0.975267404
4E,2027,0,0,0,0,0,0,0,0,1
4T,2000,0,0,0,0,0,0,0,0,1
4T,2001,0,0,0,0,0,0,0,0,1
4T,2002,317139.7763,116946.8001,0,0,0,0,0,0,1
4T,2003,303276.2405,120108.5956,0,0,0,0,0,0,1
4T,2004,420796.4058,158690.0355,0,0,0,0,0,0,1.002706864
4T,2005,338016.0476,180284.8985,0,0,0,0,0,0,0.913556308
4T,2006,260170.2598,114767.6603,0,465.185,465.185,0,465.185,465.185,0.933721292
4T,2007,367671.6969,184681.7984,0,0,0,0,0,0,0.980530369
4T,2008,416301.5419,203010.8749,0,34165.06997,34165.06997,0,34165.06997,34165.06997,0.925261027
4T,2009,356593.6315,174313.7442,0,16465.70968,16465.70968,0,16465.70968,16465.70968,0.968638038
4T,2010,232906.6666,116046.2445,0,0,0,0,0,0,0.897604161
4T,2011,181757.9524,88675.15478,0,0,0,0,0,0,0.970319438
4T,2012,215815.5185,106385.6919,0,0,0,0,0,0,0.998684888
4T,2013,472744.1916,243620.3186,0,0,0,0,0,0,0.999604484
4T,2014,283536.7975,120616.3966,0,0,0,0,0,0,1.000099662
4T,2015,339048.5837,153962.4362,0,-330.8346,-330.8346,0,-330.8346,-330.8346,0.954242187
4T,2016,123180.8843,57933.05578,0,0,0,0,0,0,0.977761931
4T,2017,338007.8793,177458.75,0,0.0001,0.0001,0,0.0001,0.0001,1.000143675
4T,2018,297413.7942,162962.7273,0,0,0,0,0,0,1.051219006
4T,2019,814296.7922,355664.5681,0,693.7440333,693.7440333,0,693.7440333,693.7440333,1.046365705
4T,2020,548985.0103,189611.2477,0,0,0,0,0,0,1.475911164
4T,2021,983854.1727,346857.596,0,0,0,0,0,0,1.232787694
4T,2022,796429.053,339745.0964,0,1911.641,1911.641,0,1911.641,1911.641,1.095460537
4T,2023,419025.15,205178.0507,0,0,0,0,0,0,1.086590946
4T,2024,507762.5215,214458.1745,0,0,0,0,0,0,0.99166231
4T,2025,776787.8183,307818.7017,0,11074.8941,11074.8941,0,11672.53196,11672.53196,0.983634419
4T,2026,586839.5345,196378.4115,0,2240.141879,2240.141879,0,5021.8747,5021.8747,0.982489395
4T,2027,0,0,0,0,0,0,0,0,1
5T,2000,0,0,0,0,0,0,0,0,1
5T,2001,0,0,0,0,0,0,0,0,1
5T,2002,83.774,28.71906897,0,0,0,0,0,0,1
5T,2003,3862.959,1322.102714,0,0,0,0,0,0,1.05
5T,2004,4578.4884,1622.222133,0,0,0,0,0,0,1.026968887
5T,2005,40815.3811,17460.49904,0,0,0,0,0,0,0.999906429
5T,2006,2423.925,1038.825,0,0,0,0,0,0,1
5T,2007,2240,960,0,0,0,0,0,0,1
5T,2008,78132.4875,24158.34583,2090.85335,43412.8847,45503.73805,2090.85335,43412.8847,45503.73805,0.948714336
5T,2009,0,0,0,0,0,0,0,0,1
5T,2010,0,0,0,0,0,0,0,0,1
5T,2011,0,0,0,0,0,0,0,0,1
5T,2012,0,0,0,0,0,0,0,0,1
5T,2013,0,0,0,0,0,0,0,0,1
5T,2014,0,0,0,0,0,0,0,0,1
5T,2015,0,0,0,0,0,0,0,0,1
5T,2016,0,0,0,0,0,0,0,0,1
5T,2017,0,0,0,0,0,0,0,0,1
5T,2018,0,0,0,0,0,0,0,0,1
5T,2019,0,0,0,0,0,0,0,0,1
5T,2020,0,0,0,0,0,0,0,0,1
5T,2021,0,0,0,0,0,0,0,0,1
5T,2022,95.61521667,11.56311594,0,0,0,0,0,0,1
5T,2023,0,0,0,0,0,0,0,0,1
5T,2024,0,0,0,0,0,0,0,0,1
5T,2025,4670.55748,2430.60782,0,2.99824,2.99824,0,2.99824,2.99824,1
5T,2026,36559.33979,18612.78863,0,0,0,0,0,0,1.025
5T,2027,0,0,0,0,0,0,0,0,1
6T,2000,0,0,0,0,0,0,0,0,1
6T,2001,656.2321,272.4209,0,0,0,0,0,0,1
6T,2002,712339.2213,129576.5652,0,0,0,0,0,0,1.25
6T,2003,3417582.586,581474.2803,0,-8737.973,-8737.973,0,-8737.973,-8737.973,0.992698782
6T,2004,2954746.192,547055.104,0,197.4593,197.4593,0,197.4593,197.4593,0.823872842
6T,2005,4132538.3,843641.881,0,113.894,113.894,0,113.894,113.894,0.93699643
6T,2006,5253889.508,891778.3495,0,6652.125,6652.125,0,6652.125,6652.125,0.895216666
6T,2007,6408527.84,1174013.248,2346.203,20152.69403,22498.89703,2346.203,20152.69403,22498.89703,0.864958409
6T,2008,5751873.169,1098620.013,421.40905,61630.45925,62051.8683,421.40905,61630.45925,62051.8683,0.867256745
6T,2009,5933749.758,964702.4481,0,168.2235,168.2235,0,168.2235,168.2235,0.967851392
6T,2010,5581489.905,1003156.022,0,5962.45,5962.45,0,5962.45,5962.45,0.928950653
6T,2011,4602319.628,705379.1672,0,159.16285,159.16285,0,159.16285,159.16285,0.959389628
6T,2012,5605220.269,1079555.059,234529.0098,446592.635,681121.6448,234529.0098,446592.635,681121.6448,1.025183956
6T,2013,4904102.837,672315.081,0,-11.5065,-11.5065,0,-11.5065,-11.5065,0.957234624
6T,2014,4814077.071,833859.1709,0,0,0,0,0,0,0.928429472
6T,2015,4177921.94,725231.3093,0,19102.2035,19102.2035,0,19102.2035,19102.2035,0.953515229
6T,2016,5302536.445,954777.6998,42189.18883,38081.76228,80270.9511,42189.18883,46297.59228,88486.7811,0.90470349
6T,2017,4375196.746,830696.0725,99883.6545,725361.6152,825245.2697,269174.1045,761023.6952,1030197.8,0.889230356
6T,2018,5104985.7,1066981.626,533.0859,1465608.531,1466141.617,533.0859,1554411.18,1554944.266,0.954971196
6T,2019,5175698.002,1093643.545,112176.1004,796804.7589,908980.8593,112262.1004,797076.6346,909338.735,0.976270284
6T,2020,4187055.113,1206430.669,226936.3107,46775.03774,273711.3484,226936.3107,46775.03774,273711.3484,1.011422757
6T,2021,8796800.274,3073245.827,759804.7633,3597434.834,4357239.597,762568.2633,3604175.334,4366743.597,0.996024867
6T,2022,10070420.01,2856928.701,1371802.297,1507140.547,2878942.844,1375510.342,1755946.795,3131457.137,1.036923953
6T,2023,12755207.56,3711660.689,325815.7298,2276169.459,2601985.189,581190.1451,2504735.704,3085925.849,1.108194116
6T,2024,8244413.394,1860002.6,537603.3575,902800.6611,1440404.019,748550.3003,1626770.034,2375320.335,1.056909662
6T,2025,10144665.61,2111651.526,39777.00988,703493.8263,743270.8362,184363.8233,1676559.712,1860923.535,0.954652199
6T,2026,11475073.36,3860731.551,0,13020.79635,13020.79635,26169.26,106647.1774,132816.4374,0.941148738
6T,2027,1946.34,265.41,0,0,0,0,0,0,1
7T,2000,0,0,0,0,0,0,0,0,1
7T,2001,0,0,0,0,0,0,0,0,1
7T,2002,273839.9169,48360.94345,0,0,0,0,0,0,1
7T,2003,1769976.843,332060.0812,0,1285.6,1285.6,0,1285.6,1285.6,1.02975483
7T,2004,1529772.073,251253.2679,0,3725.41,3725.41,0,3725.41,3725.41,0.9520938
7T,2005,1709192.321,338974.0457,0,0,0,0,0,0,1.031045458
7T,2006,781577.5569,107964.3679,0,0,0,0,0,0,1.049228304
7T,2007,910281.0724,153691.4181,0,8338.75,8338.75,0,8338.75,8338.75,0.939976529
7T,2008,1271379.199,282581.4291,6451.40905,104662.0398,111113.4488,6451.40905,104662.0398,111113.4488,0.925983565
7T,2009,1417968.48,265911.4555,0,5622885.007,5622885.007,0,5622885.007,5622885.007,0.996844826
7T,2010,1003408.656,145049.1763,0,897.375,897.375,0,897.375,897.375,0.936181773
7T,2011,1024911.878,114965.9425,0,136866.51,136866.51,0,136866.51,136866.51,0.944777783
7T,2012,1218540.94,177209.8353,0,17891,17891,0,17891,17891,1.029685102
7T,2013,998204.0134,136470.7082,0,5328.75,5328.75,0,5328.75,5328.75,0.986011586
7T,2014,1251777.994,213663.0794,1567.5,5896.9015,7464.4015,1567.5,5896.9015,7464.4015,0.941225625
7T,2015,1018938.176,182628.2007,6307.26,3342.51,9649.77,6307.26,3342.51,9649.77,0.936505319
7T,2016,909911.0341,150786.3973,0,94801.74,94801.74,0,429539.74,429539.74,0.976361221
7T,2017,2421519.65,651866.207,11175.5,29343.295,40518.795,11175.5,29418.295,40593.795,0.935803387
7T,2018,2532675.194,227196.3991,0,77410.1614,77410.1614,0,80277.8814,80277.8814,0.99094695
7T,2019,2022261.873,356409.9867,2811.99735,133927.0132,136739.0106,8455.86625,138135.7086,146591.5749,1.03544427
7T,2020,3210171.235,944837.012,3064.666667,877499.4201,880564.0867,3064.666667,877499.4201,880564.0867,1.040860614
7T,2021,4689154.622,1499740.987,130168.7433,498902.5875,629071.3308,130168.7433,586322.0875,716490.8308,1.048857463
7T,2022,6667466.593,1984629.541,466928.0371,1663005.35,2129933.387,467869.6943,1678471.905,2146341.599,1.032904399
7T,2023,8365375.904,2579559.746,313951.8944,1777859.4,2091811.295,314836.6566,2002269.502,2317106.159,1.104609344
7T,2024,3083817.745,1047999.395,93342.81787,184296.3014,277639.1193,114791.5265,291149.7622,405941.2887,1.036054206
7T,2025,3156681.655,895107.3819,260.0795977,75844.26606,76104.34566,2819.950848,122178.3371,124998.2879,1.005948917
7T,2026,16825572.55,7216670.413,0,512.028775,512.028775,0,2367.853867,2367.853867,1.000628316
7T,2027,4194.74,572.01,0,0,0,0,0,0,1
8T,2000,0,0,0,0,0,0,0,0,1
8T,2001,0,0,0,0,0,0,0,0,1
8T,2002,227.5812,75.8604,0,0,0,0,0,0,1
8T,2003,36596.5159,12807.60891,0,1497.625,1497.625,0,1497.625,1497.625,1.03
8T,2004,947419.2855,420218.091,0,431197.3163,431197.3163,0,431197.3163,431197.3163,0.98806551
8T,2005,262274.9177,92528.3351,17083.24765,94257.289,111340.5367,17083.24765,94257.289,111340.5367,0.9746102
8T,2006,82067.8903,24999.03973,0,0,0,0,0,0,1.020566711
8T,2007,145145.2936,46253.06662,0,86.1646,86.1646,0,86.1646,86.1646,0.964635985
8T,2008,197377.2787,57806.615,0,20627.79972,20627.79972,0,20627.79972,20627.79972,0.979832835
8T,2009,126937.5273,42453.08023,0,0,0,0,0,0,1.024389114
8T,2010,96066.41932,30884.9718,0,9079.3773,9079.3773,0,9079.3773,9079.3773,0.96926086
8T,2011,107016.3243,33692.63357,0,159.16285,159.16285,0,159.16285,159.16285,1.000558633
8T,2012,103253.8088,31782.41216,0,545.8828,545.8828,0,545.8828,545.8828,1.030828023
8T,2013,97492.39287,30283.46759,0,0,0,0,0,0,1.020475333
8T,2014,131031.9368,39453.49591,0,27120.1178,27120.1178,0,27120.1178,27120.1178,0.986064298
8T,2015,121109.4278,16679.84363,0,36851.2752,36851.2752,0,36851.2752,36851.2752,0.869767261
8T,2016,74006.13398,27041.46199,0,398.28865,398.28865,0,398.28865,398.28865,0.963619215
8T,2017,114359.0947,39753.57806,0,34570.64,34570.64,0,34570.64,34570.64,0.99618315
8T,2018,249519.9508,85139.63339,0,133005.9833,133005.9833,0,133005.9833,133005.9833,1.016571902
8T,2019,365355.7897,140877.9438,2804.670767,204452.1688,207256.8396,2804.670767,204452.1688,207256.8396,1.039464736
8T,2020,343339.5992,118698.3027,0,66226.08924,66226.08924,0,66260.38924,66260.38924,1.053249895
8T,2021,366712.0254,129580.555,0,76874.85697,76874.85697,0,77251.26587,77251.26587,1.048478457
8T,2022,830637.7688,257236.2692,0,152141.6711,152141.6711,0,152141.6711,152141.6711,1.029881572
8T,2023,1644083.68,625381.3145,27771.66022,704562.153,732333.8132,264702.2184,764795.7606,1029497.979,0.996714654
8T,2024,1776675.642,614065.1737,26424.49665,285456.4825,311880.9792,32453.96725,461720.8793,494174.8466,0.998093277
8T,2025,1547637.951,579443.4452,0,96126.02663,96126.02663,0,211750.493,211750.493,0.987223859
8T,2026,518331.1339,177040.1936,0,45.27561667,45.27561667,0,45.27561667,45.27561667,0.948175787
8T,2027,0,0,0,0,0,0,0,0,1
AG,2000,13680.2565,5869.296243,0,4317.804,4317.804,0,4317.804,4317.804,1
AG,2001,32515.901,3612.877889,0,0,0,0,0,0,1
AG,2002,66143.9839,7349.331544,0,0,0,0,0,0,1.004916306
AG,2003,18718.8489,2079.8721,0,0,0,0,0,0,0.96186481
AG,2004,100772.6203,16974.66485,0,0,0,0,0,0,1.01
AG,2005,81273.7087,14342.41918,0,0,0,0,0,0,1
AG,2006,111650.519,19703.03276,0,0,0,0,0,0,1.011431621
AG,2007,137258.7589,24222.13392,0,0,0,0,0,0,0.928408622
AG,2008,324022.8075,57180.49544,0,0,0,0,0,0,0.953830567
AG,2009,351581.6655,62043.82332,0,0,0,0,0,0,1.076909074
AG,2010,337320.3577,59527.12195,0,0,0,0,0,0,0.971837602
AG,2011,414546.3951,73155.24619,0,413652.2609,413652.2609,0,413652.2609,413652.2609,0.926709266
AG,2012,272413.3667,48072.94706,0,2579058.018,2579058.018,0,2579058.018,2579058.018,0.957529122
AG,2013,879921.7322,127956.9099,0,0,0,0,0,0,1.128407767
AG,2014,1617812.101,191384.2666,0,371847.4804,371847.4804,0,375535.0244,375535.0244,0.915246241
AG,2015,1985453.896,276430.4717,0,152996.9058,152996.9058,0,153044.5934,153044.5934,0.820469844
AG,2016,5223455.848,661873.7793,0,3501113.602,3501113.602,0,3501121.237,3501121.237,0.959145689
AG,2017,4540140.337,794104.6306,0,3765681.056,3765681.056,0,4052032.846,4052032.846,0.985344815
AG,2018,3705218.961,547828.7092,0,2450744.983,2450744.983,0,2455709.043,2455709.043,0.918712959
AG,2019,2687023.456,285183.6524,0,2345861.212,2345861.212,0,2347225.412,2347225.412,1.100776419
AG,2020,809597.4842,86674.21806,0,0,0,0,0,0,1.012226154
AG,2021,1099030.051,116821.8589,3777.58,605851.2146,609628.7946,3822.78,607606.0146,611428.7946,1.036953262
AG,2022,546727.6191,80226.70003,0,0,0,0,0,0,1.095952797
AG,2023,0.8893875,0.01007591,0,0,0,0,0,0,1
AG,2024,0.166666667,0,0,0,0,0,0,0,1
AG,2025,0.166666667,0,0,0,0,0,0,0,1
AG,2026,0,0,0,0,0,0,0,0,1
