risk_code,yoa,gn_written_premium,acquisition_costs,paid_cat,paid_total_ex_cat,paid_total,incurred_cat,incurred_total_ex_cat,incurred_total,rate_change
H3,2006,964725,50775,0,0,0,0,0,0,1
H3,2007,446634.0626,24022.18751,0,0,0,0,0,0,0.899140378
H3,2008,509833.3333,26833.33333,0,69555.33123,69555.33123,0,69555.33123,69555.33123,0.85
H3,2009,5357.142857,1785.714286,0,0,0,0,0,0,1
H3,2010,5357.142857,1785.714286,0,0,0,0,0,0,1
H3,2011,4903.607143,1634.535714,0,0,0,0,0,0,1
H3,2012,567395.3843,194330.7421,0,38282.8967,38282.8967,0,38282.8967,38282.8967,0.952380981
H3,2013,7074896.448,2206306.946,0,7545349.16,7545349.16,0,7560481.75,7560481.75,0.924196972
H3,2014,6388590.363,2105634.718,0,6169432.154,6169432.154,0,6208473.271,6208473.271,0.95699469
H3,2015,4134494.857,1420578.219,0,3054966.598,3054966.598,0,3069729.178,3069729.178,1.00217027
H3,2016,3488841.068,1139406.652,96347.1741,4754457.112,4850804.286,96347.1741,4758913.727,4855260.901,0.960244764
H3,2017,4531949.087,1430352.483,0,4994848.369,4994848.369,0,5021456.808,5021456.808,1.091731125
H3,2018,4918661.89,1483911.124,0,3880912.389,3880912.389,0,3919468.649,3919468.649,1.063615125
H3,2019,5973701.53,1692531.756,532008.1275,3207913.96,3739922.087,532008.1275,3356372.944,3888381.072,1.243904229
H3,2020,12959297.34,3388506.778,0,3112261.355,3112261.355,0,3115685.84,3115685.84,1.297961445
H3,2021,14133876,3921123.928,1596.51215,5437469.275,5439065.787,1596.51215,5632754.941,5634351.454,1.106655861
H3,2022,13993025.12,4058132.816,3862.94975,5452559.078,5456422.028,3862.94975,5622887.73,5626750.68,1.024886935
H3,2023,13902150.76,4396252.045,47830.79643,7720887.017,7768717.813,48037.19123,8169761.484,8217798.676,0.998857252
H3,2024,14443562.34,4887857.29,0,5180455.557,5180455.557,0,7444544.403,7444544.403,0.971224032
H3,2025,14651713.06,5321943.014,0,2346984.522,2346984.522,0,3972530.165,3972530.165,0.957558741
H3,2026,4132704.153,1478380.536,0,116.305761,116.305761,0,4675.782117,4675.782117,0.938713591
H3,2027,0,0,0,0,0,0,0,0,1
HA,2000,8983.8414,1585.383776,0,0,0,0,0,0,1.15
HA,2001,8991.2999,1586.699982,0,0,0,0,0,0,1.089144428
HA,2002,10564.3379,1173.815322,0,0,0,0,0,0,1.7
HA,2003,29842.5,4657.5,0,0,0,0,0,0,1.01
HA,2004,9639,1701,0,0,0,0,0,0,1.01
HA,2005,10213.2601,1802.340018,0,0,0,0,0,0,1
HA,2006,11802.4199,2082.779982,0,0,0,0,0,0,1.06
HA,2007,0,0,0,0,0,0,0,0,1
HA,2008,0,0,0,0,0,0,0,0,1
HA,2009,0,0,0,0,0,0,0,0,1
HA,2010,0,0,0,0,0,0,0,0,1
HA,2011,0,0,0,0,0,0,0,0,1
HA,2012,0,0,0,0,0,0,0,0,1
HA,2013,0,0,0,0,0,0,0,0,1
HA,2014,0,0,0,0,0,0,0,0,1
HA,2015,0,0,0,0,0,0,0,0,1
HA,2016,0,0,0,0,0,0,0,0,1
HA,2017,0,0,0,0,0,0,0,0,1
HA,2018,0,0,0,0,0,0,0,0,1
HA,2019,0,0,0,0,0,0,0,0,1
HA,2020,69047.48077,30044.77019,0,33369.88033,33369.88033,0,34787.51025,34787.51025,1
HA,2021,27313.2,3034.8,0,0,0,0,0,0,1
HA,2022,25200.33781,2800.00471,0,21721.778,21721.778,0,21721.778,21721.778,1
HA,2023,0.3377875,0.004709287,0,0,0,0,0,0,1
HA,2024,0,0,0,0,0,0,0,0,1
HA,2025,0,0,0,0,0,0,0,0,1
HA,2026,0,0,0,0,0,0,0,0,1
HA,2027,0,0,0,0,0,0,0,0,1
HP,2000,7059989.472,4051605.789,289854.3396,4822799.097,5112653.437,289854.3396,4822799.097,5112653.437,1.000400045
HP,2001,8434292.841,4714242.423,59911.3269,4320753.769,4380665.095,59911.3269,4320753.769,4380665.095,1.119906155
HP,2002,12337453.97,7472657.698,90889.2242,6435856.061,6526745.285,90889.2242,6435856.061,6526745.285,1.177688413
HP,2003,15204031.28,9204990.281,728.614,10485188.11,10485916.72,728.614,10485188.11,10485916.72,1.087455703
HP,2004,28736813.88,18197286.16,503214.8267,16168045.66,16671260.49,503214.8267,16168045.66,16671260.49,1.01301054
HP,2005,33807914.14,21380120.25,200794.4489,24281554.94,24482349.39,200794.4489,24281554.94,24482349.39,0.999715533
HP,2006,37391103.92,23555655.62,4456957.488,25331664.85,29788622.34,4456957.488,25331664.85,29788622.34,1.006768132
HP,2007,24259080.01,15374081.05,1297342.002,16439156.79,17736498.79,1297342.002,16439156.79,17736498.79,1.05893944
HP,2008,9706442.133,5897508.716,0,5971059.529,5971059.529,0,5974247.362,5974247.362,1.096549955
HP,2009,8414763.326,5099802.476,0,6169894.034,6169894.034,0,6169894.034,6169894.034,1.075359261
HP,2010,5126318.124,3045487.54,0,2581412.893,2581412.893,0,2581412.893,2581412.893,1.027785954
HP,2011,4837304.101,2837951.782,0,2374193.966,2374193.966,0,2374193.966,2374193.966,1.043056815
HP,2012,5329437.905,3172443.57,58983.77,2620507.393,2679491.163,58983.77,2620507.393,2679491.163,1.044226624
HP,2013,5269370.24,3118669.799,453477.8444,2637764.775,3091242.619,453477.8444,2637764.775,3091242.619,1.024197858
HP,2014,5655819.336,3216674.004,28421.13353,3483147.117,3511568.251,28421.13353,3483147.117,3511568.251,0.999903144
HP,2015,6934997.6,3959136.481,765299.299,4179048.976,4944348.275,765299.299,4179048.976,4944348.275,1
HP,2016,7812604.773,4458977.429,1883.607,5853427.916,5855311.523,1883.607,5853427.916,5855311.523,1.008474613
HP,2017,10929221.22,6389403.191,21027.2113,13849836.72,13870863.93,21027.2113,13849836.72,13870863.93,1.035979975
HP,2018,10637694.83,5866028.013,10716.79333,7748891.878,7759608.671,10716.79333,7748891.878,7759608.671,1.047282013
HP,2019,6878009.916,3785779.393,3600,5166564.743,5170164.743,3600,5175652.243,5179252.243,1.064438597
HP,2020,6738017.247,3637837.5,335900.71,4680443.437,5016344.147,335900.71,4706288.387,5042189.097,1.075051404
HP,2021,4871361.253,2623040.674,47699.5,2712944.14,2760643.64,47699.5,2864285.14,2911984.64,1.075
HP,2022,5474288.401,2947693.754,39242.57,2893574.09,2932816.66,39242.57,2948303.09,2987545.66,1.05
HP,2023,8696218.844,4577194.762,0,3521517.155,3521517.155,0,3614559.155,3614559.155,1
HP,2024,17157288.16,8769687.94,0,5747580.253,5747580.253,31968,8810914.92,8842882.92,1.081394495
HP,2025,11882445.44,6935877.01,0,1110071.5,1110071.5,0,2908279.5,2908279.5,1.041203728
HP,2026,11129537.29,5447462.399,0,0,0,0,5000,5000,1.002061316
HP,2027,0,0,0,0,0,0,0,0,1
JB,2000,5287757.369,2369223.317,5182.983,4605259.16,4610442.143,5182.983,4605259.16,4610442.143,1.014920324
JB,2001,7532311.135,3367458.671,684.48,4312814.264,4313498.744,684.48,4312814.264,4313498.744,1.189177881
JB,2002,9805830.633,1878522.492,0,3992147.111,3992147.111,0,3992147.111,3992147.111,1.263297285
JB,2003,12049243.71,4740552.39,0,6654518.011,6654518.011,0,6654518.011,6654518.011,1.074609704
JB,2004,9077820.01,3525851.36,0,7019970.151,7019970.151,0,7019970.151,7019970.151,1.012117432
JB,2005,11240477.03,4328524.398,12413.1612,5205567.719,5217980.88,12413.1612,5205567.719,5217980.88,1.002085228
JB,2006,15703428.52,6392594.763,131577.6584,10932438.53,11064016.18,131577.6584,10932637.73,11064215.38,1.000955263
JB,2007,12841794.45,5099937.953,11510.76035,7806079.987,7817590.747,11510.76035,7806079.987,7817590.747,1.004289005
JB,2008,9767754.589,3857165.902,0,6772401.33,6772401.33,0,6772401.33,6772401.33,0.985561962
JB,2009,10706443.25,4373999.365,41928.0192,8087087.818,8129015.837,41928.0192,8087087.818,8129015.837,0.992249247
JB,2010,10184888.91,4304272.265,247308.6826,5554972.577,5802281.259,247308.6826,5554972.577,5802281.259,1.021307845
JB,2011,11662174.63,4894085.629,197304.6884,6305060.016,6502364.704,197304.6884,6312410.016,6509714.704,1.015328346
JB,2012,9773535.307,4092849.487,71.48493333,3967442.19,3967513.675,71.48493333,3967442.19,3967513.675,1.028837808
JB,2013,8085010.867,3392458.6,49561.78598,3216869.932,3266431.718,49561.78598,3217212.432,3266774.218,1.021465893
JB,2014,10705513.71,4732866.2,182206.0558,6839899.855,7022105.911,182206.0558,6854549.355,7036755.411,1.014260707
JB,2015,8732943.316,4034241.751,148030.0159,4976219.494,5124249.51,148030.0159,4976219.494,5124249.51,1.016393747
JB,2016,9435670.266,4383385.689,650948.0848,5758630.28,6409578.365,650948.0848,5780505.127,6431453.212,0.972110386
JB,2017,10447067.25,4835180.696,396646.4062,6030773.886,6427420.292,396646.4062,6188817.986,6585464.392,1.011689509
JB,2018,8651295.091,3989464.277,271477.9192,5072465.83,5343943.749,271477.9192,5075749.072,5347226.991,1.026860063
JB,2019,12286788.78,6258943.041,52547.2463,3884845.649,3937392.895,52547.2463,3895911.961,3948459.207,1.024796853
JB,2020,14864625.73,7200118.849,158760.85,6486395.357,6645156.207,158760.85,6547195.846,6705956.696,1.034479255
JB,2021,19391403.09,8656328.803,61786.79849,11653287.08,11715073.88,61883.70127,11726074.95,11787958.65,1.014596754
JB,2022,21510750.28,9993028.607,0,13550524.47,13550524.47,0,13722198.53,13722198.53,1.010295448
JB,2023,28717065.58,13227199.14,14714.50646,14697633.96,14712348.47,19628.1205,14949146.81,14968774.94,1.004530812
JB,2024,32898164.48,16152913.18,26424.49665,10149892,10176316.5,32453.96725,15101086.78,15133540.75,1.00472411
JB,2025,35811457.07,17896618.5,77.076993,6816197.391,6816274.468,118.320993,8784185.261,8784303.582,0.997575265
JB,2026,16653975.43,8582169.064,0,56145.15,56145.15,0,289123.8527,289123.8527,0.989794481
JB,2027,0,0,0,0,0,0,0,0,1
KA,2000,0,0,0,0,0,0,0,0,1
KA,2001,0,0,0,0,0,0,0,0,1
KA,2002,0,0,0,0,0,0,0,0,1
KA,2003,0,0,0,0,0,0,0,0,1
KA,2004,0,0,0,0,0,0,0,0,1
KA,2005,0,0,0,0,0,0,0,0,1
KA,2006,0,0,0,0,0,0,0,0,1
KA,2007,0,0,0,0,0,0,0,0,1
KA,2008,0,0,0,0,0,0,0,0,1
KA,2009,19006.4,4751.6,0,0,0,0,0,0,1
KA,2010,13000,3250,0,0,0,0,0,0,1
KA,2011,27200,6800,0,0,0,0,0,0,1
KA,2012,0,0,0,0,0,0,0,0,1
KA,2013,15000,3750,0,0,0,0,0,0,1
KA,2014,104912.3957,22384.25512,0,0,0,0,0,0,1
KA,2015,214054.2248,43153.09849,0,0,0,0,0,0,0.986799734
KA,2016,228861.579,62715.19687,0,0,0,0,0,0,1
KA,2017,462512.2494,119248.9001,0,104056.9393,104056.9393,0,104057.4393,104057.4393,1
KA,2018,454294.9103,177248.2976,0,1813.017,1813.017,0,1848.967,1848.967,1.007024634
KA,2019,890749.3896,419750.6176,672850.3106,36864.15799,709714.4686,691387.2619,95981.83299,787369.0949,0.986158259
KA,2020,1135079.215,313823.8407,57117.94197,69684.6283,126802.5703,76055.47775,86643.8892,162699.3669,1.006461677
KA,2021,738115.005,172867.9475,0,7301.477744,7301.477744,0,23100.79615,23100.79615,1.049202928
KA,2022,645990.7046,162021.663,0,779712.308,779712.308,0,779874.508,779874.508,1.03572902
KA,2023,926533.0506,238162.6086,0,0,0,0,0,0,1.022444204
KA,2024,1018162.614,248732.7112,0,0,0,0,0,0,1.029808819
KA,2025,1095898.765,257330.5391,0,12.11150476,12.11150476,0,12.11150476,12.11150476,1.015357799
KA,2026,441771.4317,88415.61973,0,0,0,0,0,0,0.955109607
KA,2027,0,0,0,0,0,0,0,0,1
KB,2000,0,0,0,0,0,0,0,0,1
KB,2001,0,0,0,0,0,0,0,0,1
KB,2002,0,0,0,0,0,0,0,0,1
KB,2003,0,0,0,0,0,0,0,0,1
KB,2004,0,0,0,0,0,0,0,0,1
KB,2005,0,0,0,0,0,0,0,0,1
KB,2006,0,0,0,0,0,0,0,0,1
KB,2007,0,0,0,0,0,0,0,0,1
KB,2008,0,0,0,0,0,0,0,0,1
KB,2009,0,0,0,0,0,0,0,0,1
KB,2010,0,0,0,0,0,0,0,0,1
KB,2011,0,0,0,0,0,0,0,0,1
KB,2012,0,0,0,0,0,0,0,0,1
KB,2013,0,0,0,0,0,0,0,0,1
KB,2014,0,0,0,0,0,0,0,0,1
KB,2015,0,0,0,0,0,0,0,0,1
KB,2016,0,0,0,0,0,0,0,0,1
KB,2017,0,0,0,0,0,0,0,0,1
KB,2018,0,0,0,0,0,0,0,0,1
KB,2019,136102.0727,128986.0464,0,113257.0798,113257.0798,0,113370.2673,113370.2673,1
KB,2020,5293126.483,3982417.89,20167.0764,1786855.876,1807022.953,26675.9264,1913170.755,1939846.681,1.082250977
KB,2021,8104295.865,5240458.073,167696.9611,3436046.329,3603743.29,167696.9611,5263236.102,5430933.063,1.089774634
KB,2022,8051663.686,4972317.51,72377.7192,1090871.367,1163249.086,73614.73975,2219318.907,2292933.647,1.006282669
KB,2023,8423902.3,5425679.399,0,3215173.646,3215173.646,0,6796458.783,6796458.783,1
KB,2024,8558766.122,5639568.615,0,1304924.237,1304924.237,0,2994356.686,2994356.686,1
KB,2025,10027936.44,6200199.144,0,250539.4635,250539.4635,0,406583.9667,406583.9667,0.990328853
KB,2026,6251081.419,3668557.416,0,10342.39895,10342.39895,0,11425.93645,11425.93645,0.9857193
KB,2027,0,0,0,0,0,0,0,0,1
KC,2000,0,0,0,0,0,0,0,0,1
KC,2001,0,0,0,0,0,0,0,0,1
KC,2002,0,0,0,0,0,0,0,0,1
KC,2003,0,0,0,0,0,0,0,0,1
KC,2004,0,0,0,0,0,0,0,0,1
KC,2005,0,0,0,0,0,0,0,0,1
KC,2006,0,0,0,0,0,0,0,0,1
KC,2007,0,0,0,0,0,0,0,0,1
KC,2008,0,0,0,0,0,0,0,0,1
KC,2009,0,0,0,0,0,0,0,0,1
KC,2010,0,0,0,0,0,0,0,0,1
KC,2011,0,0,0,0,0,0,0,0,1
KC,2012,109623.4298,10183.5973,0,82540.18734,82540.18734,0,82540.18734,82540.18734,1
KC,2013,77724.82737,33310.6403,0,22668.60667,22668.60667,0,22668.60667,22668.60667,1
KC,2014,168916.6301,72392.84146,0,50010.86667,50010.86667,0,50010.86667,50010.86667,1
KC,2015,176476.3439,75632.71881,0,475542.2067,475542.2067,0,475542.2067,475542.2067,1
KC,2016,0,0,0,0,0,0,0,0,1
KC,2017,0,0,0,0,0,0,0,0,1
KC,2018,0,0,0,0,0,0,0,0,1
KC,2019,0,0,0,0,0,0,0,0,1
KC,2020,384.3972143,160.4606432,0,0,0,0,0,0,1
KC,2021,6799.846989,1843.399046,0,7301.477744,7301.477744,0,7359.811853,7359.811853,1.03
KC,2022,0,0,0,0,0,0,0,0,1
KC,2023,0,0,0,0,0,0,0,0,1
KC,2024,0,0,0,0,0,0,0,0,1
KC,2025,27831.41195,4625.045135,0,12.11150476,12.11150476,0,12.11150476,12.11150476,1
KC,2026,59630.74712,9909.482758,0,0,0,0,0,0,1.008333333
KC,2027,0,0,0,0,0,0,0,0,1
KG,2000,0,0,0,0,0,0,0,0,1
KG,2001,0,0,0,0,0,0,0,0,1
KG,2002,0,0,0,0,0,0,0,0,1
KG,2003,0,0,0,0,0,0,0,0,1
KG,2004,179235.5418,94196.48935,0,31348.25,31348.25,0,31348.25,31348.25,1
KG,2005,894367.5269,475459.6491,0,138951.193,138951.193,0,138951.193,138951.193,1.000388199
KG,2006,1303648.875,635983.2462,0,868621.4258,868621.4258,0,868621.4258,868621.4258,1.002752368
KG,2007,1041085.837,456738.7767,0,1101695.583,1101695.583,0,1101695.583,1101695.583,1
KG,2008,2973456.385,1211385.012,0,3191546.41,3191546.41,0,3191546.41,3191546.41,1
KG,2009,16386966.01,7890334.432,15432.8715,8617688.361,8633121.232,15432.8715,8647768.679,8663201.55,1.037819666
KG,2010,22116754.29,10689212.77,0,11923357.83,11923357.83,0,12051314.2,12051314.2,0.992973152
KG,2011,31585693.04,7320915.658,0,17715581.03,17715581.03,0,17754295.7,17754295.7,1.0180393
KG,2012,47433166.41,10216650.55,0,27814757.27,27814757.27,0,27862116.3,27862116.3,0.98236596
KG,2013,24918092.15,7404453.503,110635.443,17881384.21,17992019.65,110635.443,18106253.37,18216888.82,0.99023385
KG,2014,41263653.54,10470151.7,454493.3085,28806034.69,29260528,454493.3085,28891055.24,29345548.55,0.987771235
KG,2015,40891985.95,10499146.07,116841.3825,31990602.53,32107443.91,156343.1078,32026762.21,32183105.32,0.997143764
KG,2016,30509540.16,10564590.08,72611.855,21521350.61,21593962.46,72611.855,21895262.39,21967874.25,1.021302304
KG,2017,17674149.75,8858302.948,2575.75,13683192.49,13685768.24,2575.75,14069356.79,14071932.54,1.02965555
KG,2018,16413287.28,8030265.264,235983.008,9417542.131,9653525.139,235983.008,9449051.565,9685034.573,0.995720635
KG,2019,21207516.1,11337210.54,882140.761,12515940.46,13398081.22,902348.3372,12758048.89,13660397.22,1.001580853
KG,2020,28970819.67,17715248.85,1121619.427,15080325.58,16201945,1350385.808,16244145.96,17594531.77,1.016354888
KG,2021,31119462.67,16289354.33,471033.226,15951461.6,16422494.82,718674.951,19548140.9,20266815.85,1.044828262
KG,2022,30309149.93,16291449.87,397942.0907,10992059.35,11390001.44,399179.1112,13346291.57,13745470.68,1.021911812
KG,2023,40213325.94,21068770.02,68271.75636,18193211.85,18261483.61,68801.52741,25104977.16,25173778.69,1.040650108
KG,2024,40681152.43,22228031.73,1361.680126,11066581.11,11067942.79,1404.210694,16016354.14,16017758.35,1.013043517
KG,2025,42052355.48,22524498.87,0,4897489.013,4897489.013,0,7711664.144,7711664.144,1.01980658
KG,2026,29805782.66,16129225.74,0,112704.9983,112704.9983,0,160083.6736,160083.6736,0.995397609
KG,2027,0,0,0,0,0,0,0,0,1
KM,2000,0,0,0,0,0,0,0,0,1
KM,2001,1330.89,210.0626671,0,1510.0621,1510.0621,0,1510.0621,1510.0621,1
KM,2002,0,0,0,0,0,0,0,0,1
KM,2003,0,0,0,0,0,0,0,0,1
KM,2004,0,0,0,0,0,0,0,0,1
KM,2005,0,0,0,0,0,0,0,0,1
KM,2006,108750,41250,0,171184.695,171184.695,0,171184.695,171184.695,1
KM,2007,0,0,0,0,0,0,0,0,1
KM,2008,316728.8391,109975.8623,0,360010.3371,360010.3371,0,360010.3371,360010.3371,1
KM,2009,5312024.518,1844627.307,0,5300840.299,5300840.299,0,5300840.299,5300840.299,1.207982541
KM,2010,3648435.829,1413460.543,0,3244194.773,3244194.773,0,3244194.773,3244194.773,1.082413482
KM,2011,4256974.872,1844481.446,0,4470989.98,4470989.98,0,4470989.98,4470989.98,1.052245716
KM,2012,5076253.852,1935817.773,0,4973671.585,4973671.585,0,4973671.585,4973671.585,1.026201787
KM,2013,6433755.656,2775042.755,0,6902403.742,6902403.742,0,6902403.742,6902403.742,1.000190557
KM,2014,6968318.535,2961171.406,0,8496122.589,8496122.589,0,8496122.589,8496122.589,1.010475804
KM,2015,7649337.051,4122432.314,0,9533599.568,9533599.568,0,9533640.588,9533640.588,1.036491483
KM,2016,5963613.958,3036792.334,971.6694,8065080.271,8066051.941,971.6694,8066076.511,8067048.18,0.990441095
KM,2017,5295860.814,2237208.551,0,6323806.966,6323806.966,0,6323806.966,6323806.966,0.971954906
KM,2018,4903891.133,2256715.176,0,4309878.203,4309878.203,0,4363067.246,4363067.246,0.999044649
KM,2019,3180695.931,1358765.159,677430.1605,2248664.305,2926094.466,695967.1118,2251651.3,2947618.412,1.001012167
KM,2020,3639387.996,1555563.163,10617439.99,2232756.869,12850196.86,10636377.53,2240328.991,12876706.52,1.021118847
KM,2021,4249555.436,3417809.36,3200.545,2034571.657,2037772.202,3200.545,2034629.992,2037830.537,1.012843125
KM,2022,4996277.723,3125795.993,0,1909893.746,1909893.746,0,1923045.737,1923045.737,1.02971253
KM,2023,2882184.431,1022739.793,0,671491.7593,671491.7593,0,741547.412,741547.412,0.998834088
KM,2024,2681717.919,1057008.496,568.351025,393853.3497,394421.7008,568.351025,458332.3252,458900.6762,1.038903772
KM,2025,3096930.316,1211305.189,0,112278.7167,112278.7167,0,169849.2114,169849.2114,1.009963839
KM,2026,2440701.353,941969.8666,0,5552.647575,5552.647575,0,5552.647575,5552.647575,0.97040647
KM,2027,0,0,0,0,0,0,0,0,1
KP,2000,0,0,0,0,0,0,0,0,1
KP,2001,0,0,0,0,0,0,0,0,1
KP,2002,0,0,0,0,0,0,0,0,1
KP,2003,0,0,0,0,0,0,0,0,1
KP,2004,0,0,0,0,0,0,0,0,1
KP,2005,0,0,0,0,0,0,0,0,1
KP,2006,0,0,0,0,0,0,0,0,1
KP,2007,0,0,0,0,0,0,0,0,1
KP,2008,0,0,0,0,0,0,0,0,1
KP,2009,0,0,0,0,0,0,0,0,1
KP,2010,0,0,0,0,0,0,0,0,1
KP,2011,0,0,0,0,0,0,0,0,1
KP,2012,0,0,0,0,0,0,0,0,1
KP,2013,4503850.667,1970643.972,0,0,0,0,0,0,0.681844248
KP,2014,2813401.151,1372038.521,0,387829.89,387829.89,0,387829.89,387829.89,0.841556594
KP,2015,1436122.562,707939.5882,0,0,0,0,0,0,0.896938309
KP,2016,1196466.862,543238.6186,0,626.23,626.23,0,626.23,626.23,0.8597629
KP,2017,933605.8667,408054.3451,0,820178.44,820178.44,0,820178.44,820178.44,0.878175968
KP,2018,870013.5897,392188.935,55.67526364,176155.0617,176210.737,55.67526364,177291.4299,177347.1052,0.961557012
KP,2019,709004.2251,364116.7003,0,996428.7613,996428.7613,0,997569.8928,997569.8928,0.991976398
KP,2020,988188.7262,488835.8743,0,4534.48,4534.48,0,4534.48,4534.48,1.147766737
KP,2021,979300.654,477104.3923,0,7301.477744,7301.477744,0,7359.811853,7359.811853,1.064453786
KP,2022,578273.9359,302517.7712,0,0,0,0,0,0,1.006685044
KP,2023,748545.8551,364126.7582,1220.827319,94917.75039,96138.5777,1220.827319,94917.75039,96138.5777,1.141917025
KP,2024,796100.0999,368860.7013,0,2486.735171,2486.735171,0,5031.766124,5031.766124,1.013730624
KP,2025,767100.8291,323192.0394,0,12.11150476,12.11150476,0,12.11150476,12.11150476,1.007736641
KP,2026,296457.3168,101367.909,0,0,0,0,0,0,1.000300414
KP,2027,0,0,0,0,0,0,0,0,1
KS,2000,0,0,0,0,0,0,0,0,1
KS,2001,0,0,0,0,0,0,0,0,1
KS,2002,0,0,0,0,0,0,0,0,1
KS,2003,0,0,0,0,0,0,0,0,1
KS,2004,0,0,0,0,0,0,0,0,1
KS,2005,0,0,0,0,0,0,0,0,1
KS,2006,0,0,0,0,0,0,0,0,1
KS,2007,0,0,0,0,0,0,0,0,1
KS,2008,18237.025,8512.076646,0,0,0,0,0,0,1
KS,2009,4508721.059,1769615.577,0,2563576.521,2563576.521,0,2563576.521,2563576.521,1.176602613
KS,2010,3274157.007,1168135.193,0,2090772.098,2090772.098,0,2090772.098,2090772.098,1.002902369
KS,2011,2464302.905,990976.0068,0,1453019.203,1453019.203,0,1453019.203,1453019.203,1.002177572
KS,2012,2786202.254,1029049.624,0,2131146.905,2131146.905,0,2131146.905,2131146.905,1.004707119
KS,2013,2368655.97,919534.1651,0,1303559.17,1303559.17,0,1303559.17,1303559.17,1.009120148
KS,2014,3152869.997,1609803.945,0,2158000.729,2158000.729,0,2158000.729,2158000.729,0.978573578
KS,2015,6812332.369,2553315.324,0,5221039.237,5221039.237,0,5221080.257,5221080.257,0.974224217
KS,2016,6818458.331,2845838.233,0,4744076.206,4744076.206,0,4782182.6,4782182.6,0.945566006
KS,2017,6554475.71,2585075.413,0,10472845.81,10472845.81,0,10472845.81,10472845.81,0.970702286
KS,2018,7754515.83,3272020.455,0,4238774.965,4238774.965,0,4285915.388,4285915.388,0.996011583
KS,2019,9545862.964,3900379.573,751231.5407,3573042.673,4324274.214,769768.492,3663321.039,4433089.531,1.015020133
KS,2020,7851187.79,3103497.796,138637.1591,2657873.465,2796510.624,157574.6948,2715358.942,2872933.637,1.028680726
KS,2021,8665659.024,2994959.291,0,1924791.009,1924791.009,0,2018695.402,2018695.402,1.029576067
KS,2022,8174621.993,3458423.356,0,2422976.983,2422976.983,0,2849105.671,2849105.671,1.019316221
KS,2023,8009939.063,3038888.484,0,2210354.683,2210354.683,0,2224420.579,2224420.579,1.032987563
KS,2024,9042791.911,3380866.149,1361.680126,2628635.288,2629996.969,1404.210694,3262761.875,3264166.085,1.036154486
KS,2025,9183133.577,3432503.821,0,770657.0438,770657.0438,0,1848403.58,1848403.58,1.003045831
KS,2026,5244793.314,1920022.542,0,3450.583001,3450.583001,0,3450.583001,3450.583001,0.991828192
KS,2027,0,0,0,0,0,0,0,0,1
KT,2000,0,0,0,0,0,0,0,0,1
KT,2001,0,0,0,0,0,0,0,0,1
KT,2002,0,0,0,0,0,0,0,0,1
KT,2003,0,0,0,0,0,0,0,0,1
KT,2004,0,0,0,0,0,0,0,0,1
KT,2005,0,0,0,0,0,0,0,0,1
KT,2006,0,0,0,0,0,0,0,0,1
KT,2007,0,0,0,0,0,0,0,0,1
KT,2008,998112.9216,219097.9584,0,959070.2244,959070.2244,0,959070.2244,959070.2244,1
KT,2009,2182859.093,890370.4414,126044.1025,1422665.503,1548709.606,126044.1025,1422665.503,1548709.606,1
KT,2010,2395109.547,523233.489,250607.0932,1589084.713,1839691.806,250607.0932,1589084.713,1839691.806,1.008647854
KT,2011,2999447.486,832747.8593,0,1690036.694,1690036.694,0,1690036.694,1690036.694,1.024680696
KT,2012,3259848.257,1343403.274,0,1877925.085,1877925.085,0,1877925.085,1877925.085,1.000330314
KT,2013,4038331.469,1989238.284,0,3029528.197,3029528.197,0,3029528.197,3029528.197,0.997252034
KT,2014,4867497.762,2631707.618,0,4146321.755,4146321.755,0,4146321.755,4146321.755,1.000277835
KT,2015,4215501.712,2898695.159,0,4476986.597,4476986.597,0,4478161.597,4478161.597,0.989370853
KT,2016,5239259.749,3953308.627,0,4127102.498,4127102.498,0,4127102.498,4127102.498,0.99838152
KT,2017,2688357.525,1644854.998,0,2436284.133,2436284.133,0,2436284.133,2436284.133,0.976932915
KT,2018,1837470.35,1237168.532,99690.41827,1944330.897,2044021.315,99690.41827,1944330.897,2044021.315,0.998595573
KT,2019,1439145.459,653767.0358,806855.7625,1001667.128,1808522.891,825392.7138,1012608.353,1838001.067,1.00000696
KT,2020,1026128.541,350018.7431,75418.55912,630959.1207,706377.6798,94356.0949,633387.5316,727743.6265,1.000054193
KT,2021,1686745.087,388953.8267,20852.45093,1233044.086,1253896.537,20852.45093,1238648.211,1259500.662,0.983560262
KT,2022,1620813.25,655060.767,21990.41057,887837.2199,909827.6305,21990.41057,887869.6212,909860.0318,1.012385245
KT,2023,1593954.01,486740.5126,8.070033333,843650.6903,843658.7604,8.070033333,867206.2472,867214.3172,1.000064564
KT,2024,2086889.643,726501.6574,650.554225,882592.6715,883243.2257,650.554225,957147.0846,957797.6388,1.018725691
KT,2025,2328999.21,873619.967,0,121135.4878,121135.4878,0,166496.0847,166496.0847,1.019316223
KT,2026,683560.5228,134949.7441,0,6433.056525,6433.056525,0,8655.276525,8655.276525,1.034551684
KT,2027,0,0,0,0,0,0,0,0,1
KX,2000,0,0,0,0,0,0,0,0,1
KX,2001,0,0,0,0,0,0,0,0,1
KX,2002,0,0,0,0,0,0,0,0,1
KX,2003,0,0,0,0,0,0,0,0,1
KX,2004,0,0,0,0,0,0,0,0,1
KX,2005,0,0,0,0,0,0,0,0,1
