ParameterName,Value
MASE.alpha,7.398382614403636
MASE.beta,0.26885859284352887
MASE.sd_a,0.07597846433021051
MASE.sd_b1,1.5
MASE.sd_b2,0.0
MASE.MC,37500000.0
