"Path","Name","Type","Mode","Optionality","Label","Default Value"
"cds/exposure/granular/hull_premium/from_rate","from_rate","float","output","n/a","From Hull Rates","n/a"
"cds/exposure/granular/hull_premium/are_premiums_equal","are_premiums_equal","bool","output","n/a","Not set","n/a"
"cds/exposure/granular/hull_premium/are_premiums_different","are_premiums_different","bool","output","n/a","Not set","n/a"
"cds/exposure/granular/hull_premium/difference_msg","difference_msg","str","output","n/a","Not set","n/a"
"cds/exposure/granular/hull_premium","hull_premium","structure","n/a","n/a","n/a","n/a"
"cds/exposure/granular/data_check","data_check","str","output","n/a","Not set","n/a"
"cds/exposure/granular/show_check_cols","show_check_cols","bool","input","required","Validate Data","False"
"cds/exposure/granular/show_full_table","show_full_table","bool","output","n/a","Not set","n/a"
"cds/exposure/granular/show_validation_table","show_validation_table","bool","output","n/a","Not set","n/a"
"cds/exposure/granular/selected_operator_class","selected_operator_class","str","input","required","Selected Operator Class","G"
"cds/exposure/granular/status_split/in_service","in_service","float","input","optional","In Service","None"
"cds/exposure/granular/status_split/storage","storage","float","input","optional","Storage","None"
"cds/exposure/granular/status_split/other","other","float","input","optional","Other","None"
"cds/exposure/granular/status_split","status_split","structure","n/a","n/a","n/a","n/a"
"cds/exposure/granular/status_split_msg","status_split_msg","str","output","n/a","Not set","n/a"
"cds/exposure/granular/show_status_split_msg","show_status_split_msg","bool","output","n/a","Not set","n/a"
"cds/exposure/granular/show_al_pricing","show_al_pricing","bool","input","required","Show Actuarial Pricing","False"
"cds/exposure/granular/airlines/include","include","bool","input","required","Include
Exposure?","True"
"cds/exposure/granular/airlines/no_of_aircraft","no_of_aircraft","int","input","optional","Number of
Aircraft","None"
"cds/exposure/granular/airlines/operator","operator","str","input","optional","Operator Name","None"
"cds/exposure/granular/airlines/aircraft_master_series","aircraft_master_series","str","input","optional","Master Series","None"
"cds/exposure/granular/airlines/registration","registration","str","input","optional","Registration","None"
"cds/exposure/granular/airlines/aircraft_status","aircraft_status","str","input","optional","Status","None"
"cds/exposure/granular/airlines/coverage","coverage","str","input","optional","Coverage","None"
"cds/exposure/granular/airlines/attachment_date","attachment_date","date","input","optional","Risk
Attachment
Date","None"
"cds/exposure/granular/airlines/expiry_date","expiry_date","date","input","optional","Risk
Expiry
Date","None"
"cds/exposure/granular/airlines/time_in_service","time_in_service","float","input","optional","% Time in
Service","None"
"cds/exposure/granular/airlines/build_year","build_year","int","input","optional","Build Year","None"
"cds/exposure/granular/airlines/usage","usage","str","input","optional","Usage","None"
"cds/exposure/granular/airlines/primary_usage","primary_usage","str","input","optional","Primary Usage","None"
"cds/exposure/granular/airlines/market_class","market_class","str","input","optional","Market Class","None"
"cds/exposure/granular/airlines/russian_built","russian_built","bool","input","required","Russian
Built?","False"
"cds/exposure/granular/airlines/operator_country","operator_country","str","input","optional","Operator Country","None"
"cds/exposure/granular/airlines/total_seats","total_seats","int","input","optional","Seats","None"
"cds/exposure/granular/airlines/previous12_months_hours","previous12_months_hours","float","input","optional","Utilisation
(Annual hrs)","None"
"cds/exposure/granular/airlines/operating_mtow_lb","operating_mtow_lb","float","input","optional","MTOW","None"
"cds/exposure/granular/airlines/value","value","float","input","optional","Value","None"
"cds/exposure/granular/airlines/hull_limit","hull_limit","float","input","optional","Hull Limit","None"
"cds/exposure/granular/airlines/hull_excess","hull_excess","float","input","optional","Hull Excess","None"
"cds/exposure/granular/airlines/hull_ccy","hull_ccy","str","input","optional","Hull
Currency","None"
"cds/exposure/granular/airlines/liability_limit","liability_limit","float","input","optional","Liability
Limit","None"
"cds/exposure/granular/airlines/liability_excess","liability_excess","float","input","optional","Liability
Excess","None"
"cds/exposure/granular/airlines/liability_ccy","liability_ccy","str","input","optional","Liability
Currency","None"
"cds/exposure/granular/airlines/pll_award","pll_award","float","override","n/a","PLL
Award","n/a"
"cds/exposure/granular/airlines/tpl_limit_exposed","tpl_limit_exposed","float","override","n/a","TPL Limit
Exposed","n/a"
"cds/exposure/granular/airlines/achieved_hull_rate","achieved_hull_rate","float","override","n/a","Gross
Achieved
Hull Rate","n/a"
"cds/exposure/granular/airlines/operator_region","operator_region","str","output","n/a","Operator Region","n/a"
"cds/exposure/granular/airlines/no_of_aircraft_check","no_of_aircraft_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/attachment_date_check","attachment_date_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/expiry_date_check","expiry_date_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/time_in_service_check","time_in_service_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/build_year_check","build_year_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/total_seats_check","total_seats_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/previous12_months_hours_check","previous12_months_hours_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/operating_mtow_lb_check","operating_mtow_lb_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/value_check","value_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/hull_limit_check","hull_limit_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/hull_excess_check","hull_excess_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/liability_limit_check","liability_limit_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/liability_excess_check","liability_excess_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/pll_award_check","pll_award_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/airlines/has_error","has_error","bool","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines","airlines","list","n/a","n/a","n/a","n/a"
"cds/exposure/granular/airlines_default/include","include","bool","input","required","Include
Exposure?","True"
"cds/exposure/granular/airlines_default/no_of_aircraft","no_of_aircraft","int","input","optional","Number of
Aircraft","None"
"cds/exposure/granular/airlines_default/operator","operator","str","input","optional","Operator Name","None"
"cds/exposure/granular/airlines_default/aircraft_master_series","aircraft_master_series","str","input","optional","Master Series","None"
"cds/exposure/granular/airlines_default/registration","registration","str","input","optional","Registration","None"
"cds/exposure/granular/airlines_default/aircraft_status","aircraft_status","str","input","optional","Status","None"
"cds/exposure/granular/airlines_default/coverage","coverage","str","input","optional","Coverage","None"
"cds/exposure/granular/airlines_default/attachment_date","attachment_date","date","input","optional","Risk
Attachment
Date","None"
"cds/exposure/granular/airlines_default/expiry_date","expiry_date","date","input","optional","Risk
Expiry
Date","None"
"cds/exposure/granular/airlines_default/time_in_service","time_in_service","float","input","optional","% Time in
Service","None"
"cds/exposure/granular/airlines_default/build_year","build_year","int","input","optional","Build Year","None"
"cds/exposure/granular/airlines_default/usage","usage","str","input","optional","Usage","None"
"cds/exposure/granular/airlines_default/primary_usage","primary_usage","str","input","optional","Primary Usage","None"
"cds/exposure/granular/airlines_default/market_class","market_class","str","input","optional","Market Class","None"
"cds/exposure/granular/airlines_default/russian_built","russian_built","bool","input","required","Russian
Built?","False"
"cds/exposure/granular/airlines_default/operator_country","operator_country","str","input","optional","Operator Country","None"
"cds/exposure/granular/airlines_default/total_seats","total_seats","int","input","optional","Seats","None"
"cds/exposure/granular/airlines_default/previous12_months_hours","previous12_months_hours","float","input","optional","Utilisation
(Annual hrs)","None"
"cds/exposure/granular/airlines_default/operating_mtow_lb","operating_mtow_lb","float","input","optional","MTOW","None"
"cds/exposure/granular/airlines_default/value","value","float","input","optional","Value","None"
"cds/exposure/granular/airlines_default/hull_limit","hull_limit","float","input","optional","Hull Limit","None"
"cds/exposure/granular/airlines_default/hull_excess","hull_excess","float","input","optional","Hull Excess","None"
"cds/exposure/granular/airlines_default/hull_ccy","hull_ccy","str","input","optional","Hull
Currency","None"
"cds/exposure/granular/airlines_default/liability_limit","liability_limit","float","input","optional","Liability
Limit","None"
"cds/exposure/granular/airlines_default/liability_excess","liability_excess","float","input","optional","Liability
Excess","None"
"cds/exposure/granular/airlines_default/liability_ccy","liability_ccy","str","input","optional","Liability
Currency","None"
"cds/exposure/granular/airlines_default/pll_award","pll_award","float","input","optional","PLL
Award","None"
"cds/exposure/granular/airlines_default/tpl_limit_exposed","tpl_limit_exposed","float","input","optional","TPL Limit
Exposed","None"
"cds/exposure/granular/airlines_default/achieved_hull_rate","achieved_hull_rate","float","input","optional","Gross
Achieved
Hull Rate","None"
"cds/exposure/granular/airlines_default/operator_region","operator_region","str","output","n/a","Operator Region","n/a"
"cds/exposure/granular/airlines_default","airlines_default","list","n/a","n/a","n/a","n/a"
"cds/exposure/granular/airlines_check_col_labels/no_of_aircraft_check_label","no_of_aircraft_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/attachment_date_check_label","attachment_date_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/expiry_date_check_label","expiry_date_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/time_in_service_check_label","time_in_service_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/build_year_check_label","build_year_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/total_seats_check_label","total_seats_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/previous12_months_hours_check_label","previous12_months_hours_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/operating_mtow_lb_check_label","operating_mtow_lb_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/value_check_label","value_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/hull_limit_check_label","hull_limit_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/hull_excess_check_label","hull_excess_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/liability_limit_check_label","liability_limit_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/liability_excess_check_label","liability_excess_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels/pll_award_check_label","pll_award_check_label","str","output","n/a","Not set","n/a"
"cds/exposure/granular/airlines_check_col_labels","airlines_check_col_labels","structure","n/a","n/a","n/a","n/a"
"cds/exposure/granular/airlines_rating/no_of_aircraft","no_of_aircraft","int","output","n/a","Number of
Aircraft","n/a"
"cds/exposure/granular/airlines_rating/registration","registration","str","output","n/a","Registration","n/a"
"cds/exposure/granular/airlines_rating/value_usd","value_usd","float","output","n/a","Value
(USD)","n/a"
"cds/exposure/granular/airlines_rating/coverage","coverage","str","output","n/a","Coverage","n/a"
"cds/exposure/granular/airlines_rating/attachment_date","attachment_date","date","output","n/a","Risk
Attachment
Date","n/a"
"cds/exposure/granular/airlines_rating/expiry_date","expiry_date","date","output","n/a","Risk
Expiry
Date","n/a"
"cds/exposure/granular/airlines_rating/usage","usage","str","output","n/a","Usage","n/a"
"cds/exposure/granular/airlines_rating/market_class","market_class","str","output","n/a","Market
Class","n/a"
"cds/exposure/granular/airlines_rating/build_year","build_year","int","output","n/a","Build
Year","n/a"
"cds/exposure/granular/airlines_rating/aircraft_status","aircraft_status","str","output","n/a","Status","n/a"
"cds/exposure/granular/airlines_rating/previous12_months_hours","previous12_months_hours","float","output","n/a","Utilisation
(Annual hrs)","n/a"
"cds/exposure/granular/airlines_rating/operator_region","operator_region","str","output","n/a","Operator
Region","n/a"
"cds/exposure/granular/airlines_rating/russian_built","russian_built","bool","output","n/a","Russian
Built?","n/a"
"cds/exposure/granular/airlines_rating/total_seats","total_seats","int","output","n/a","Seats","n/a"
"cds/exposure/granular/airlines_rating/operating_mtow_lb","operating_mtow_lb","float","output","n/a","Operating
MTOW","n/a"
"cds/exposure/granular/airlines_rating/include","include","bool","output","n/a","Include?","n/a"
"cds/exposure/granular/airlines_rating/hull_f_base","hull_f_base","float","output","n/a","Base
Frequency","n/a"
"cds/exposure/granular/airlines_rating/hull_f_status","hull_f_status","float","output","n/a","Status","n/a"
"cds/exposure/granular/airlines_rating/hull_f_operator_region","hull_f_operator_region","float","output","n/a","Operator
Region","n/a"
"cds/exposure/granular/airlines_rating/hull_f_previous12_months_hours","hull_f_previous12_months_hours","float","output","n/a","Utilisation
(Annual hrs)","n/a"
"cds/exposure/granular/airlines_rating/hull_f_market_class","hull_f_market_class","float","output","n/a","Market
Class","n/a"
"cds/exposure/granular/airlines_rating/hull_f_build_year_group","hull_f_build_year_group","str","output","n/a","Build Year
Group","n/a"
"cds/exposure/granular/airlines_rating/hull_f_build_year","hull_f_build_year","float","output","n/a","Build
Year","n/a"
"cds/exposure/granular/airlines_rating/hull_f_usage","hull_f_usage","float","output","n/a","Usage","n/a"
"cds/exposure/granular/airlines_rating/hull_frequency","hull_frequency","float","output","n/a","Frequency","n/a"
"cds/exposure/granular/airlines_rating/hull_s_base","hull_s_base","float","output","n/a","Base
Severity","n/a"
"cds/exposure/granular/airlines_rating/hull_s_previous12_months_hours","hull_s_previous12_months_hours","float","output","n/a","Utilisation
(Annual hrs)","n/a"
"cds/exposure/granular/airlines_rating/hull_s_market_class","hull_s_market_class","float","output","n/a","Market
Class","n/a"
"cds/exposure/granular/airlines_rating/hull_s_russian_built","hull_s_russian_built","float","output","n/a","Russian
Build","n/a"
"cds/exposure/granular/airlines_rating/hull_s_mtow","hull_s_mtow","float","output","n/a","MTOW","n/a"
"cds/exposure/granular/airlines_rating/hull_s_build_year_group","hull_s_build_year_group","str","output","n/a","Build Year
Group","n/a"
"cds/exposure/granular/airlines_rating/hull_s_build_year","hull_s_build_year","float","output","n/a","Build
Year","n/a"
"cds/exposure/granular/airlines_rating/hull_severity","hull_severity","float","output","n/a","Severity","n/a"
"cds/exposure/granular/airlines_rating/hull_low_value_load","hull_low_value_load","float","output","n/a","Low Value
Craft Load","n/a"
"cds/exposure/granular/airlines_rating/hull_fleet_adj","hull_fleet_adj","float","output","n/a","Fleet
Adjustment","n/a"
"cds/exposure/granular/airlines_rating/hull_attr_uplift","hull_attr_uplift","float","output","n/a","Attritional
Uplift","n/a"
"cds/exposure/granular/airlines_rating/hull_loss_cost_gu_usd","hull_loss_cost_gu_usd","float","output","n/a","Loss Cost
GU(USD)","n/a"
"cds/exposure/granular/airlines_rating/hull_limit_point","hull_limit_point","float","output","n/a","Limit
Point","n/a"
"cds/exposure/granular/airlines_rating/hull_excess_point","hull_excess_point","float","output","n/a","Excess
Point","n/a"
"cds/exposure/granular/airlines_rating/hull_loss_cost_usd","hull_loss_cost_usd","float","output","n/a","Hull Loss
Cost (USD)","n/a"
"cds/exposure/granular/airlines_rating/hull_limit_usd","hull_limit_usd","float","output","n/a","Hull Limit
(USD)","n/a"
"cds/exposure/granular/airlines_rating/hull_excess_usd","hull_excess_usd","float","output","n/a","Hull Excess
(USD)","n/a"
"cds/exposure/granular/airlines_rating/pax_seats_in_service","pax_seats_in_service","int","output","n/a","Seats In
Service","n/a"
"cds/exposure/granular/airlines_rating/pax_base_freq_year_built","pax_base_freq_year_built","float","output","n/a","Base Freq x
Year Built","n/a"
"cds/exposure/granular/airlines_rating/pax_status","pax_status","float","output","n/a","Status","n/a"
"cds/exposure/granular/airlines_rating/pax_operator_region","pax_operator_region","float","output","n/a","Operator
Region","n/a"
"cds/exposure/granular/airlines_rating/pax_12_months_hours","pax_12_months_hours","float","output","n/a","12 months
hours","n/a"
"cds/exposure/granular/airlines_rating/pax_market_class","pax_market_class","float","output","n/a","Market
Class","n/a"
"cds/exposure/granular/airlines_rating/pax_severity_per_seat_usd","pax_severity_per_seat_usd","float","output","n/a","Severity Per
Seat (USD)","n/a"
"cds/exposure/granular/airlines_rating/pax_attr_uplift","pax_attr_uplift","float","output","n/a","Attritional
Uplift","n/a"
"cds/exposure/granular/airlines_rating/pax_liability_per_seat","pax_liability_per_seat","float","output","n/a","PAX Liability
Per Seat","n/a"
"cds/exposure/granular/airlines_rating/pax_fleet_adj","pax_fleet_adj","float","output","n/a","Fleet
Adjustment","n/a"
"cds/exposure/granular/airlines_rating/pax_loss_cost_gu_usd","pax_loss_cost_gu_usd","float","output","n/a","PAX GU
Loss Cost (USD)","n/a"
"cds/exposure/granular/airlines_rating/pax_limit_point","pax_limit_point","float","output","n/a","Limit
Point","n/a"
"cds/exposure/granular/airlines_rating/pax_attachment_point","pax_attachment_point","float","output","n/a","Attachment
Point","n/a"
"cds/exposure/granular/airlines_rating/liability_limit_usd","liability_limit_usd","float","output","n/a","Liability
Limit (USD)","n/a"
"cds/exposure/granular/airlines_rating/liability_excess_usd","liability_excess_usd","float","output","n/a","Liability
Excess (USD)","n/a"
"cds/exposure/granular/airlines_rating/pax_loss_cost_usd","pax_loss_cost_usd","float","output","n/a","PAX Loss
Cost(USD)","n/a"
"cds/exposure/granular/airlines_rating/tpl_liab_limit_exposed","tpl_liab_limit_exposed","float","output","n/a","Liability Limit
% Exposed","n/a"
"cds/exposure/granular/airlines_rating/tpl_usage","tpl_usage","float","output","n/a","Usage","n/a"
"cds/exposure/granular/airlines_rating/tpl_rate_on_limit","tpl_rate_on_limit","float","output","n/a","Rate on
Limit","n/a"
"cds/exposure/granular/airlines_rating/tpl_base_loss_cost_usd","tpl_base_loss_cost_usd","float","output","n/a","Base Loss
Cost (USD)","n/a"
"cds/exposure/granular/airlines_rating/tpl_fleet_adj","tpl_fleet_adj","float","output","n/a","Fleet
Adjustment","n/a"
"cds/exposure/granular/airlines_rating/tpl_loss_cost_usd","tpl_loss_cost_usd","float","output","n/a","TPL Loss Cost
(USD)","n/a"
"cds/exposure/granular/airlines_rating/bm_term_adj","bm_term_adj","float","output","n/a","Term
Adjustment","n/a"
"cds/exposure/granular/airlines_rating/bm_hull_large_loss_cost","bm_hull_large_loss_cost","float","output","n/a","Hull Large
Loss Cost","n/a"
"cds/exposure/granular/airlines_rating/bm_hull_large_severity","bm_hull_large_severity","float","output","n/a","Hull Large
Severity","n/a"
"cds/exposure/granular/airlines_rating/bm_liab_large_frequency","bm_liab_large_frequency","float","output","n/a","Liab Large
Frequency","n/a"
"cds/exposure/granular/airlines_rating/bm_liab_large_loss_cost","bm_liab_large_loss_cost","float","output","n/a","Liab Large
Loss Cost","n/a"
"cds/exposure/granular/airlines_rating/bm_liab_large_severity","bm_liab_large_severity","float","output","n/a","Liability Large
Severity","n/a"
"cds/exposure/granular/airlines_rating/bm_hull_benchmark","bm_hull_benchmark","float","output","n/a","Hull
Benchmark","n/a"
"cds/exposure/granular/airlines_rating/bm_hull_benchmark_rate","bm_hull_benchmark_rate","float","output","n/a","Hull Benchmark
Rate","n/a"
"cds/exposure/granular/airlines_rating/bm_pax_liab_benchmark_cost","bm_pax_liab_benchmark_cost","float","output","n/a","PAX Liability
Benchmark Cost","n/a"
"cds/exposure/granular/airlines_rating/bm_pax_liability_per_seat","bm_pax_liability_per_seat","float","output","n/a","PAX Liability
Per Seat","n/a"
"cds/exposure/granular/airlines_rating/bm_tpl_benchmark","bm_tpl_benchmark","float","output","n/a","TPL
Benchmark","n/a"
"cds/exposure/granular/airlines_rating/bm_allocated_hull_premium","bm_allocated_hull_premium","float","output","n/a","Allocated Hull
Premium","n/a"
"cds/exposure/granular/airlines_rating/bm_aircraft_in_expiry_fleet","bm_aircraft_in_expiry_fleet","bool","output","n/a","Aircraft in
Expiry Fleet","n/a"
"cds/exposure/granular/airlines_rating/bm_total_liab_premium","bm_total_liab_premium","float","output","n/a","Total Liab
Premium","n/a"
"cds/exposure/granular/airlines_rating/bm_allocated_liab_premium","bm_allocated_liab_premium","float","output","n/a","Allocated Liab
Premium","n/a"
"cds/exposure/granular/airlines_rating","airlines_rating","list","n/a","n/a","n/a","n/a"
"cds/exposure/granular/airlines_rating_summary/fleet_size","fleet_size","int","output","n/a","Fleet Size","n/a"
"cds/exposure/granular/airlines_rating_summary/hull_loss_cost","hull_loss_cost","float","output","n/a","Expected Fleet Hull Loss Cost","n/a"
"cds/exposure/granular/airlines_rating_summary/total_seats","total_seats","int","output","n/a","Total number of seats in service","n/a"
"cds/exposure/granular/airlines_rating_summary/pax_loss_cost","pax_loss_cost","float","output","n/a","Expected Fleet PAX Liability Loss Cost","n/a"
"cds/exposure/granular/airlines_rating_summary/tpl_loss_cost","tpl_loss_cost","float","output","n/a","Expected Fleet TPL Liability Loss Cost","n/a"
"cds/exposure/granular/airlines_rating_summary/hull_large_severity","hull_large_severity","float","output","n/a","Avg Hull Large Severity","n/a"
"cds/exposure/granular/airlines_rating_summary/liab_large_severity","liab_large_severity","float","output","n/a","Avg Liability Large Severity","n/a"
"cds/exposure/granular/airlines_rating_summary","airlines_rating_summary","structure","n/a","n/a","n/a","n/a"
"cds/exposure/granular/show_ga_pricing","show_ga_pricing","bool","input","required","Show Actuarial Pricing","False"
"cds/exposure/granular/aircrafts/include","include","bool","input","required","Include
Exposure?","True"
"cds/exposure/granular/aircrafts/aircraft_class","aircraft_class","str","input","optional","Class","None"
"cds/exposure/granular/aircrafts/operator","operator","str","input","optional","Operator Name","None"
"cds/exposure/granular/aircrafts/aircraft_master_series","aircraft_master_series","str","input","optional","Master Series","None"
"cds/exposure/granular/aircrafts/no_of_aircraft","no_of_aircraft","int","input","optional","Number of
Aircraft","None"
"cds/exposure/granular/aircrafts/registration","registration","str","input","optional","Registration","None"
"cds/exposure/granular/aircrafts/value","value","float","input","optional","Hull
Value","None"
"cds/exposure/granular/aircrafts/hull_ccy","hull_ccy","str","input","optional","Hull
Currency","None"
"cds/exposure/granular/aircrafts/attachment_date","attachment_date","date","input","optional","Risk
Attachment
Date","None"
"cds/exposure/granular/aircrafts/expiry_date","expiry_date","date","input","optional","Risk
Expiry
Date","None"
"cds/exposure/granular/aircrafts/time_in_service","time_in_service","float","input","optional","% Time in
Service","None"
"cds/exposure/granular/aircrafts/build_location","build_location","str","input","optional","Build
Location","None"
"cds/exposure/granular/aircrafts/operator_country","operator_country","str","input","optional","Operator Country","None"
"cds/exposure/granular/aircrafts/use","use","str","input","optional","Use","None"
"cds/exposure/granular/aircrafts/per_occ_deductible_pct","per_occ_deductible_pct","float","input","optional","Per Occ
Deductible %","None"
"cds/exposure/granular/aircrafts/per_occ_deductible","per_occ_deductible","float","override","n/a","Per Occ
Deductible","n/a"
"cds/exposure/granular/aircrafts/pax_net_worth","pax_net_worth","str","input","optional","PAX
Net Worth","None"
"cds/exposure/granular/aircrafts/total_seats","total_seats","int","input","optional","Total Seats
(Crew + PAX)","None"
"cds/exposure/granular/aircrafts/crew_seats","crew_seats","int","input","optional","Total
Crew
Seats","None"
"cds/exposure/granular/aircrafts/per_pax_liab_limit","per_pax_liab_limit","float","input","optional","Per PAX
Liability
Limit","None"
"cds/exposure/granular/aircrafts/combined_single_limit","combined_single_limit","float","input","optional","CSL","None"
"cds/exposure/granular/aircrafts/liability_ccy","liability_ccy","str","input","optional","Liability
Currency","None"
"cds/exposure/granular/aircrafts/tpl_limit_exposed","tpl_limit_exposed","float","input","optional","TPL Limit
Exposed","None"
"cds/exposure/granular/aircrafts/achieved_hull_rate","achieved_hull_rate","float","override","n/a","Gross
Achieved
Hull Rate","n/a"
"cds/exposure/granular/aircrafts/operator_region","operator_region","str","output","n/a","Operator Region","n/a"
"cds/exposure/granular/aircrafts/seat_occupancy","seat_occupancy","float","output","n/a","Expected
Seat
Occupancy","n/a"
"cds/exposure/granular/aircrafts/fatality","fatality","float","output","n/a","Fatality","n/a"
"cds/exposure/granular/aircrafts/hull_benchmark_rate","hull_benchmark_rate","float","output","n/a","Hull
Benchmark
Rate","n/a"
"cds/exposure/granular/aircrafts/pax_liab_benchmark_per_seat","pax_liab_benchmark_per_seat","float","output","n/a","PAX
Liability
Benchmark
Per Seat","n/a"
"cds/exposure/granular/aircrafts/tpl_benchmark","tpl_benchmark","float","output","n/a","TPL
Benchmark","n/a"
"cds/exposure/granular/aircrafts/total_hull_benchmark","total_hull_benchmark","float","output","n/a","Total
Hull
Benchmark","n/a"
"cds/exposure/granular/aircrafts/total_liab_benchmark","total_liab_benchmark","float","output","n/a","Total
Liability
Benchmark","n/a"
"cds/exposure/granular/aircrafts/renewing_aircraft","renewing_aircraft","str","output","n/a","Renewing
Aircraft","n/a"
"cds/exposure/granular/aircrafts/bm_allocated_hull_premium","bm_allocated_hull_premium","float","output","n/a","Allocated Hull
Premium","n/a"
"cds/exposure/granular/aircrafts/bm_allocated_liab_premium","bm_allocated_liab_premium","float","output","n/a","Allocated Liab
Premium","n/a"
"cds/exposure/granular/aircrafts/no_of_aircraft_check","no_of_aircraft_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/value_check","value_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/attachment_date_check","attachment_date_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/expiry_date_check","expiry_date_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/time_in_service_check","time_in_service_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/per_occ_deductible_pct_check","per_occ_deductible_pct_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/per_occ_deductible_check","per_occ_deductible_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/total_seats_check","total_seats_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/crew_seats_check","crew_seats_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/per_pax_liab_limit_check","per_pax_liab_limit_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/combined_single_limit_check","combined_single_limit_check","str","output","n/a","Error","n/a"
"cds/exposure/granular/aircrafts/tpl_limit_exposed_check","tpl_limit_exposed_check","str","output","n/a","Error","n/a"
