"Path","Name","Type","Mode","Label","Default Value"
"cds/exposure/granular/eo_misc_fire_trainers/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_fire_trainers/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_fire_trainers/show_row","show_row","bool","output","Fire Trainers","n/a"
"cds/exposure/granular/eo_misc_fire_trainers","eo_misc_fire_trainers","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_forestry_woodland_management_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_forestry_woodland_management_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_forestry_woodland_management_consultants/show_row","show_row","bool","output","Forestry & Woodland Management Consultants","n/a"
"cds/exposure/granular/eo_misc_forestry_woodland_management_consultants","eo_misc_forestry_woodland_management_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_graphic_designers/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_graphic_designers/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_graphic_designers/show_row","show_row","bool","output","Graphic Designers","n/a"
"cds/exposure/granular/eo_misc_graphic_designers","eo_misc_graphic_designers","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_health_safety_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_health_safety_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_health_safety_consultants/show_row","show_row","bool","output","Health & Safety Consultants (Not Food Hygiene or Mech Equip & Mach Trainers)","n/a"
"cds/exposure/granular/eo_misc_health_safety_consultants","eo_misc_health_safety_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_horticultural_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_horticultural_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_horticultural_consultants/show_row","show_row","bool","output","Horticultural Consultants","n/a"
"cds/exposure/granular/eo_misc_horticultural_consultants","eo_misc_horticultural_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_human_resource_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_human_resource_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_human_resource_consultants/show_row","show_row","bool","output","Human Resource Consultants","n/a"
"cds/exposure/granular/eo_misc_human_resource_consultants","eo_misc_human_resource_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_insurance_fraud_investigators/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_insurance_fraud_investigators/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_insurance_fraud_investigators/show_row","show_row","bool","output","Insurance Fraud Investigators","n/a"
"cds/exposure/granular/eo_misc_insurance_fraud_investigators","eo_misc_insurance_fraud_investigators","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_inventory_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_inventory_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_inventory_consultants/show_row","show_row","bool","output","Inventory Consultants","n/a"
"cds/exposure/granular/eo_misc_inventory_consultants","eo_misc_inventory_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_landscape_gardeners/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_landscape_gardeners/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_landscape_gardeners/show_row","show_row","bool","output","Landscape Gardeners","n/a"
"cds/exposure/granular/eo_misc_landscape_gardeners","eo_misc_landscape_gardeners","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_law_costs_draughtsman/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_law_costs_draughtsman/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_law_costs_draughtsman/show_row","show_row","bool","output","Law Costs Draughtsman","n/a"
"cds/exposure/granular/eo_misc_law_costs_draughtsman","eo_misc_law_costs_draughtsman","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_licensed_court_enforcement_officers/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_licensed_court_enforcement_officers/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_licensed_court_enforcement_officers/show_row","show_row","bool","output","Licensed Court Enforcement Officers","n/a"
"cds/exposure/granular/eo_misc_licensed_court_enforcement_officers","eo_misc_licensed_court_enforcement_officers","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_licensing_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_licensing_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_licensing_consultants/show_row","show_row","bool","output","Licensing Consultants","n/a"
"cds/exposure/granular/eo_misc_licensing_consultants","eo_misc_licensing_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_local_search_companies/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_local_search_companies/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_local_search_companies/show_row","show_row","bool","output","Local Search Companies","n/a"
"cds/exposure/granular/eo_misc_local_search_companies","eo_misc_local_search_companies","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_loss_adjusters/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_loss_adjusters/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_loss_adjusters/show_row","show_row","bool","output","Loss Adjusters","n/a"
"cds/exposure/granular/eo_misc_loss_adjusters","eo_misc_loss_adjusters","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_loss_assessors/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_loss_assessors/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_loss_assessors/show_row","show_row","bool","output","Loss Assessors","n/a"
"cds/exposure/granular/eo_misc_loss_assessors","eo_misc_loss_assessors","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_management_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_management_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_management_consultants/show_row","show_row","bool","output","Management Consultants","n/a"
"cds/exposure/granular/eo_misc_management_consultants","eo_misc_management_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_market_research_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_market_research_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_market_research_consultants/show_row","show_row","bool","output","Market Research Consultants","n/a"
"cds/exposure/granular/eo_misc_market_research_consultants","eo_misc_market_research_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_noise_abatement_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_noise_abatement_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_noise_abatement_consultants/show_row","show_row","bool","output","Noise Abatement Consultants","n/a"
"cds/exposure/granular/eo_misc_noise_abatement_consultants","eo_misc_noise_abatement_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_nvq_assessors/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_nvq_assessors/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_nvq_assessors/show_row","show_row","bool","output","NVQ Assessors","n/a"
"cds/exposure/granular/eo_misc_nvq_assessors","eo_misc_nvq_assessors","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_ofsted_inspectors_education_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_ofsted_inspectors_education_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_ofsted_inspectors_education_consultants/show_row","show_row","bool","output","Ofsted Inspectors/Education Consultants","n/a"
"cds/exposure/granular/eo_misc_ofsted_inspectors_education_consultants","eo_misc_ofsted_inspectors_education_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_private_investigators/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_private_investigators/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_private_investigators/show_row","show_row","bool","output","Private Investigators","n/a"
"cds/exposure/granular/eo_misc_private_investigators","eo_misc_private_investigators","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_property_insurance_surveyors/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_property_insurance_surveyors/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_property_insurance_surveyors/show_row","show_row","bool","output","Property Insurance Surveyors","n/a"
"cds/exposure/granular/eo_misc_property_insurance_surveyors","eo_misc_property_insurance_surveyors","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_property_maintenance_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_property_maintenance_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_property_maintenance_consultants/show_row","show_row","bool","output","Property Maintenance Consultants","n/a"
"cds/exposure/granular/eo_misc_property_maintenance_consultants","eo_misc_property_maintenance_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_purchase_supply_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_purchase_supply_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_purchase_supply_consultants/show_row","show_row","bool","output","Purchase & Supply Consultants","n/a"
"cds/exposure/granular/eo_misc_purchase_supply_consultants","eo_misc_purchase_supply_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_quality_assessors/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_quality_assessors/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_quality_assessors/show_row","show_row","bool","output","Quality Assessors","n/a"
"cds/exposure/granular/eo_misc_quality_assessors","eo_misc_quality_assessors","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_recruitment_consultants_employment_agencies/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_recruitment_consultants_employment_agencies/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_recruitment_consultants_employment_agencies/show_row","show_row","bool","output","Recruitment Consultants/Employment Agencies","n/a"
"cds/exposure/granular/eo_misc_recruitment_consultants_employment_agencies","eo_misc_recruitment_consultants_employment_agencies","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_regeneration_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_regeneration_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_regeneration_consultants/show_row","show_row","bool","output","Regeneration Consultants","n/a"
"cds/exposure/granular/eo_misc_regeneration_consultants","eo_misc_regeneration_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_relocation_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_relocation_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_relocation_consultants/show_row","show_row","bool","output","Relocation Consultants","n/a"
"cds/exposure/granular/eo_misc_relocation_consultants","eo_misc_relocation_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_secretarial_administration_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_secretarial_administration_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_secretarial_administration_consultants/show_row","show_row","bool","output","Secretarial & Administration Consultants","n/a"
"cds/exposure/granular/eo_misc_secretarial_administration_consultants","eo_misc_secretarial_administration_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_sign_language_interpreters/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_sign_language_interpreters/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_sign_language_interpreters/show_row","show_row","bool","output","Sign Language Interpreters","n/a"
"cds/exposure/granular/eo_misc_sign_language_interpreters","eo_misc_sign_language_interpreters","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_stock_takers_valuers/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_stock_takers_valuers/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_stock_takers_valuers/show_row","show_row","bool","output","Stock Takers & Valuers","n/a"
"cds/exposure/granular/eo_misc_stock_takers_valuers","eo_misc_stock_takers_valuers","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_telecommunications_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_telecommunications_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_telecommunications_consultants/show_row","show_row","bool","output","Telecommunications Consultants (Ex Mission Critical Live Trading Environments)","n/a"
"cds/exposure/granular/eo_misc_telecommunications_consultants","eo_misc_telecommunications_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_tracing_consultant/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_tracing_consultant/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_tracing_consultant/show_row","show_row","bool","output","Tracing Consultant","n/a"
"cds/exposure/granular/eo_misc_tracing_consultant","eo_misc_tracing_consultant","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_trade_associations/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_trade_associations/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_trade_associations/show_row","show_row","bool","output","Trade Associations","n/a"
"cds/exposure/granular/eo_misc_trade_associations","eo_misc_trade_associations","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_trading_standards_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_trading_standards_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_trading_standards_consultants/show_row","show_row","bool","output","Trading Standards Consultants","n/a"
"cds/exposure/granular/eo_misc_trading_standards_consultants","eo_misc_trading_standards_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_translators/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_translators/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_translators/show_row","show_row","bool","output","Translators (Ex Medical, Legal Or Financial)","n/a"
"cds/exposure/granular/eo_misc_translators","eo_misc_translators","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_tree_surgeons/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_tree_surgeons/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_tree_surgeons/show_row","show_row","bool","output","Tree Surgeons","n/a"
"cds/exposure/granular/eo_misc_tree_surgeons","eo_misc_tree_surgeons","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_utility_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_utility_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_utility_consultants/show_row","show_row","bool","output","Utility Consultants","n/a"
"cds/exposure/granular/eo_misc_utility_consultants","eo_misc_utility_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_vat_consultants/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_vat_consultants/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_vat_consultants/show_row","show_row","bool","output","Vat Consultants","n/a"
"cds/exposure/granular/eo_misc_vat_consultants","eo_misc_vat_consultants","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_misc_other/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_misc_other/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_misc_other/show_row","show_row","bool","output","Other (Please Specify)","n/a"
"cds/exposure/granular/eo_misc_other","eo_misc_other","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_bloodstock/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_bloodstock/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_bloodstock/show_row","show_row","bool","output","Bloodstock","n/a"
"cds/exposure/granular/eo_insbroker_bloodstock","eo_insbroker_bloodstock","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_cargo_goods_in_transit/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_cargo_goods_in_transit/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_cargo_goods_in_transit/show_row","show_row","bool","output","Cargo/Goods In Transit","n/a"
"cds/exposure/granular/eo_insbroker_cargo_goods_in_transit","eo_insbroker_cargo_goods_in_transit","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_claims_adjusting/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_claims_adjusting/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_claims_adjusting/show_row","show_row","bool","output","Claims Adjusting","n/a"
"cds/exposure/granular/eo_insbroker_claims_adjusting","eo_insbroker_claims_adjusting","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_commercial_property/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_commercial_property/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_commercial_property/show_row","show_row","bool","output","Commercial Property","n/a"
"cds/exposure/granular/eo_insbroker_commercial_property","eo_insbroker_commercial_property","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_crime/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_crime/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_crime/show_row","show_row","bool","output","Crime","n/a"
"cds/exposure/granular/eo_insbroker_crime","eo_insbroker_crime","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_fac_reinsurance/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_fac_reinsurance/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_fac_reinsurance/show_row","show_row","bool","output","Fac Reinsurance","n/a"
"cds/exposure/granular/eo_insbroker_fac_reinsurance","eo_insbroker_fac_reinsurance","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_group_accident_life/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_group_accident_life/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_group_accident_life/show_row","show_row","bool","output","Group Accident/Life","n/a"
"cds/exposure/granular/eo_insbroker_group_accident_life","eo_insbroker_group_accident_life","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_householders/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_householders/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_householders/show_row","show_row","bool","output","Householders","n/a"
"cds/exposure/granular/eo_insbroker_householders","eo_insbroker_householders","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_individual_term_life_health/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_individual_term_life_health/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_individual_term_life_health/show_row","show_row","bool","output","Individual Term Life/Health","n/a"
"cds/exposure/granular/eo_insbroker_individual_term_life_health","eo_insbroker_individual_term_life_health","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_industrial_property/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_industrial_property/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_industrial_property/show_row","show_row","bool","output","Industrial Property","n/a"
"cds/exposure/granular/eo_insbroker_industrial_property","eo_insbroker_industrial_property","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_liability/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_liability/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_liability/show_row","show_row","bool","output","Liability","n/a"
"cds/exposure/granular/eo_insbroker_liability","eo_insbroker_liability","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_marine_aviation_hull/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_marine_aviation_hull/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_marine_aviation_hull/show_row","show_row","bool","output","Marine/Aviation/Hull","n/a"
"cds/exposure/granular/eo_insbroker_marine_aviation_hull","eo_insbroker_marine_aviation_hull","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_marine_private_yacht/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_marine_private_yacht/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_marine_private_yacht/show_row","show_row","bool","output","Marine Private Yacht","n/a"
"cds/exposure/granular/eo_insbroker_marine_private_yacht","eo_insbroker_marine_private_yacht","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_med_mal/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_med_mal/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_med_mal/show_row","show_row","bool","output","Med Mal","n/a"
"cds/exposure/granular/eo_insbroker_med_mal","eo_insbroker_med_mal","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_mortgage_broking/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_mortgage_broking/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_mortgage_broking/show_row","show_row","bool","output","Mortgage Broking","n/a"
"cds/exposure/granular/eo_insbroker_mortgage_broking","eo_insbroker_mortgage_broking","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_motor/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_motor/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_motor/show_row","show_row","bool","output","Motor","n/a"
"cds/exposure/granular/eo_insbroker_motor","eo_insbroker_motor","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_non_marine/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_non_marine/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_non_marine/show_row","show_row","bool","output","Non Marine","n/a"
"cds/exposure/granular/eo_insbroker_non_marine","eo_insbroker_non_marine","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_pensions_life_investment_products/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_pensions_life_investment_products/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_pensions_life_investment_products/show_row","show_row","bool","output","Pensions/Life Investment Products","n/a"
"cds/exposure/granular/eo_insbroker_pensions_life_investment_products","eo_insbroker_pensions_life_investment_products","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_personal_accident/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_personal_accident/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_personal_accident/show_row","show_row","bool","output","Personal Accident","n/a"
"cds/exposure/granular/eo_insbroker_personal_accident","eo_insbroker_personal_accident","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_reinsurance_treaty/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_reinsurance_treaty/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_reinsurance_treaty/show_row","show_row","bool","output","Reinsurance Treaty","n/a"
"cds/exposure/granular/eo_insbroker_reinsurance_treaty","eo_insbroker_reinsurance_treaty","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_risk_management_consultancy/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_risk_management_consultancy/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_risk_management_consultancy/show_row","show_row","bool","output","Risk Management/Consultancy","n/a"
"cds/exposure/granular/eo_insbroker_risk_management_consultancy","eo_insbroker_risk_management_consultancy","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_insbroker_other/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_insbroker_other/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_insbroker_other/show_row","show_row","bool","output","Other (Please Specify)","n/a"
"cds/exposure/granular/eo_insbroker_other","eo_insbroker_other","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_aerospace/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_aerospace/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_aerospace/show_row","show_row","bool","output","Aerospace","n/a"
"cds/exposure/granular/eo_ae_operation_aerospace","eo_ae_operation_aerospace","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_airports/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_airports/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_airports/show_row","show_row","bool","output","Airports","n/a"
"cds/exposure/granular/eo_ae_operation_airports","eo_ae_operation_airports","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_bridgestunnels/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_bridgestunnels/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_bridgestunnels/show_row","show_row","bool","output","Bridges/Tunnels","n/a"
"cds/exposure/granular/eo_ae_operation_bridgestunnels","eo_ae_operation_bridgestunnels","structure","n/a","n/a","n/a"
