"Path","Name","Type","Mode","Label","Default Value"
"cds/exposure/granular/eo_ae_operation_chemicalpetrochemicalpipelines/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_chemicalpetrochemicalpipelines/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_chemicalpetrochemicalpipelines/show_row","show_row","bool","output","Chemical/Petrochemical/Pipelines","n/a"
"cds/exposure/granular/eo_ae_operation_chemicalpetrochemicalpipelines","eo_ae_operation_chemicalpetrochemicalpipelines","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_commercial_clients/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_commercial_clients/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_commercial_clients/show_row","show_row","bool","output","Commercial Clients","n/a"
"cds/exposure/granular/eo_ae_operation_commercial_clients","eo_ae_operation_commercial_clients","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_consultingengineeringmanufacturing/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_consultingengineeringmanufacturing/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_consultingengineeringmanufacturing/show_row","show_row","bool","output","Consulting/Engineering/Manufacturing","n/a"
"cds/exposure/granular/eo_ae_operation_consultingengineeringmanufacturing","eo_ae_operation_consultingengineeringmanufacturing","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_damsharboursjetties/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_damsharboursjetties/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_damsharboursjetties/show_row","show_row","bool","output","Dams/Harbours/Jetties","n/a"
"cds/exposure/granular/eo_ae_operation_damsharboursjetties","eo_ae_operation_damsharboursjetties","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_financial_clients/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_financial_clients/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_financial_clients/show_row","show_row","bool","output","Financial Clients","n/a"
"cds/exposure/granular/eo_ae_operation_financial_clients","eo_ae_operation_financial_clients","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_foundationsunderpinning/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_foundationsunderpinning/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_foundationsunderpinning/show_row","show_row","bool","output","Foundations/Underpinning","n/a"
"cds/exposure/granular/eo_ae_operation_foundationsunderpinning","eo_ae_operation_foundationsunderpinning","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_healthcaremedical/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_healthcaremedical/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_healthcaremedical/show_row","show_row","bool","output","Healthcare/Medical","n/a"
"cds/exposure/granular/eo_ae_operation_healthcaremedical","eo_ae_operation_healthcaremedical","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_highways/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_highways/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_highways/show_row","show_row","bool","output","Highways","n/a"
"cds/exposure/granular/eo_ae_operation_highways","eo_ae_operation_highways","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_hospitalsschoolspublic_buildings/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_hospitalsschoolspublic_buildings/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_hospitalsschoolspublic_buildings/show_row","show_row","bool","output","Hospitals/Schools/Public Buildings","n/a"
"cds/exposure/granular/eo_ae_operation_hospitalsschoolspublic_buildings","eo_ae_operation_hospitalsschoolspublic_buildings","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_hotelsresorts/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_hotelsresorts/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_hotelsresorts/show_row","show_row","bool","output","Hotels/Resorts","n/a"
"cds/exposure/granular/eo_ae_operation_hotelsresorts","eo_ae_operation_hotelsresorts","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_industrialfactories/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_industrialfactories/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_industrialfactories/show_row","show_row","bool","output","Industrial/factories","n/a"
"cds/exposure/granular/eo_ae_operation_industrialfactories","eo_ae_operation_industrialfactories","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_internetecommerce/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_internetecommerce/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_internetecommerce/show_row","show_row","bool","output","Internet/E-Commerce","n/a"
"cds/exposure/granular/eo_ae_operation_internetecommerce","eo_ae_operation_internetecommerce","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_machinerymechanical_design/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_machinerymechanical_design/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_machinerymechanical_design/show_row","show_row","bool","output","Machinery/Mechanical Design","n/a"
"cds/exposure/granular/eo_ae_operation_machinerymechanical_design","eo_ae_operation_machinerymechanical_design","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_nuclear/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_nuclear/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_nuclear/show_row","show_row","bool","output","Nuclear","n/a"
"cds/exposure/granular/eo_ae_operation_nuclear","eo_ae_operation_nuclear","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_offshore/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_offshore/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_offshore/show_row","show_row","bool","output","Offshore","n/a"
"cds/exposure/granular/eo_ae_operation_offshore","eo_ae_operation_offshore","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_other/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_other/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_other/show_row","show_row","bool","output","Other (Please Specify)","n/a"
"cds/exposure/granular/eo_ae_operation_other","eo_ae_operation_other","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_publicgovernment_clients/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_publicgovernment_clients/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_publicgovernment_clients/show_row","show_row","bool","output","Public/Government Clients","n/a"
"cds/exposure/granular/eo_ae_operation_publicgovernment_clients","eo_ae_operation_publicgovernment_clients","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_residential_individual_dwelling/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_residential_individual_dwelling/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_residential_individual_dwelling/show_row","show_row","bool","output","Residential Individual Dwelling","n/a"
"cds/exposure/granular/eo_ae_operation_residential_individual_dwelling","eo_ae_operation_residential_individual_dwelling","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_residential_multiple_dwelling/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_residential_multiple_dwelling/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_residential_multiple_dwelling/show_row","show_row","bool","output","Residential Multiple Dwelling","n/a"
"cds/exposure/granular/eo_ae_operation_residential_multiple_dwelling","eo_ae_operation_residential_multiple_dwelling","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_retailofficecommercial/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_retailofficecommercial/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_retailofficecommercial/show_row","show_row","bool","output","Retail/Office/Commercial","n/a"
"cds/exposure/granular/eo_ae_operation_retailofficecommercial","eo_ae_operation_retailofficecommercial","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_theatresstadiumsleisure/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_theatresstadiumsleisure/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_theatresstadiumsleisure/show_row","show_row","bool","output","Theatres/Stadiums/Leisure","n/a"
"cds/exposure/granular/eo_ae_operation_theatresstadiumsleisure","eo_ae_operation_theatresstadiumsleisure","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_trade_wholesaleretail/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_trade_wholesaleretail/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_trade_wholesaleretail/show_row","show_row","bool","output","Trade Wholesale/Retail","n/a"
"cds/exposure/granular/eo_ae_operation_trade_wholesaleretail","eo_ae_operation_trade_wholesaleretail","structure","n/a","n/a","n/a"
"cds/exposure/granular/eo_ae_operation_water_systemssewerage/input_pct","input_pct","float","input","Percentage of Fees (%)","0"
"cds/exposure/granular/eo_ae_operation_water_systemssewerage/relativity","relativity","float","output","Relativity","n/a"
"cds/exposure/granular/eo_ae_operation_water_systemssewerage/show_row","show_row","bool","output","Water Systems/Sewerage","n/a"
"cds/exposure/granular/eo_ae_operation_water_systemssewerage","eo_ae_operation_water_systemssewerage","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_total_revenue_pct","mediatech_total_revenue_pct","float","output","Total Revenue %","n/a"
"cds/exposure/granular/mediatech_max_class","mediatech_max_class","float","output","Not set","n/a"
"cds/exposure/granular/mediatech_total_base_rate_relativity","mediatech_total_base_rate_relativity","float","output","Total Base Rate for Premium Calculation","n/a"
"cds/exposure/granular/mediatech_reseller_distributor/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_reseller_distributor/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_reseller_distributor/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_reseller_distributor","mediatech_reseller_distributor","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_archiving_records_management/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_archiving_records_management/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_archiving_records_management/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_archiving_records_management","mediatech_archiving_records_management","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_training_education/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_training_education/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_training_education/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_training_education","mediatech_training_education","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_automation_word_processing/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_automation_word_processing/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_automation_word_processing/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_automation_word_processing","mediatech_automation_word_processing","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_consulting_administrative_services_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_low_exposure","mediatech_consulting_administrative_services_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_low_exposure","mediatech_prepackaged_software_products_services_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_technology_hardware_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_technology_hardware_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_technology_hardware_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_technology_hardware_low_exposure","mediatech_technology_hardware_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_internet_access_provider_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_low_exposure","mediatech_internet_access_provider_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_other_class_1/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_other_class_1/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_other_class_1/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_other_class_1","mediatech_other_class_1","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_network_design_administration/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_network_design_administration/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_network_design_administration/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_network_design_administration","mediatech_network_design_administration","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_systems_engineering/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_systems_engineering/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_systems_engineering/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_systems_engineering","mediatech_systems_engineering","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_consulting_administrative_services_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_standard_exposure","mediatech_consulting_administrative_services_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_installation_maintenance_support_services/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_installation_maintenance_support_services/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_installation_maintenance_support_services/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_installation_maintenance_support_services","mediatech_installation_maintenance_support_services","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_standard_exposure","mediatech_prepackaged_software_products_services_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_graphic_design_imaging_communications_consulting/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_graphic_design_imaging_communications_consulting/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_graphic_design_imaging_communications_consulting/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_graphic_design_imaging_communications_consulting","mediatech_graphic_design_imaging_communications_consulting","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_technology_hardware_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_technology_hardware_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_technology_hardware_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_technology_hardware_standard_exposure","mediatech_technology_hardware_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_internet_access_provider_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_standard_exposure","mediatech_internet_access_provider_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_management_systems/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_management_systems/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_management_systems/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_management_systems","mediatech_software_hardware_management_systems","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_low_exposure","mediatech_telecommunication_consulting_services_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_custom_software_development_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_custom_software_development_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_custom_software_development_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_custom_software_development_low_exposure","mediatech_custom_software_development_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_data_processing_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_data_processing_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_data_processing_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_data_processing_low_exposure","mediatech_data_processing_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_advertising_media_consulting_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_low_exposure","mediatech_advertising_media_consulting_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_low_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_internet_based_services_products_low_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_low_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_low_exposure","mediatech_internet_based_services_products_low_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_other_class_2/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_other_class_2/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_other_class_2/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_other_class_2","mediatech_other_class_2","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_internet_based_services_products_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_internet_based_services_products_standard_exposure","mediatech_internet_based_services_products_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_telecommunication_consulting_services_standard_exposure","mediatech_telecommunication_consulting_services_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_site_operations/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_site_operations/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_site_operations/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_site_operations","mediatech_site_operations","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_custom_software_development_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_custom_software_development_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_custom_software_development_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_custom_software_development_standard_exposure","mediatech_custom_software_development_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_data_processing_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_data_processing_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_data_processing_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_data_processing_standard_exposure","mediatech_data_processing_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_standard_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_advertising_media_consulting_standard_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_standard_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_advertising_media_consulting_standard_exposure","mediatech_advertising_media_consulting_standard_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_accounting_financial_non_funds_transfer/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_accounting_financial_non_funds_transfer/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_accounting_financial_non_funds_transfer/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_software_hardware_accounting_financial_non_funds_transfer","mediatech_software_hardware_accounting_financial_non_funds_transfer","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_consulting_administrative_services_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_consulting_administrative_services_high_exposure","mediatech_consulting_administrative_services_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_prepackaged_software_products_services_high_exposure","mediatech_prepackaged_software_products_services_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_technology_hardware_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_technology_hardware_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_technology_hardware_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_technology_hardware_high_exposure","mediatech_technology_hardware_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_high_exposure/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_internet_access_provider_high_exposure/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_high_exposure/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_internet_access_provider_high_exposure","mediatech_internet_access_provider_high_exposure","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_other_class_3/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_other_class_3/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_other_class_3/class_name","class_name","float","output","Industry Class","n/a"
"cds/exposure/granular/mediatech_other_class_3","mediatech_other_class_3","structure","n/a","n/a","n/a"
"cds/exposure/granular/mediatech_software_hardware_payroll_systems/input_pct","input_pct","float","input","Percentage of Revenue (%)","0"
"cds/exposure/granular/mediatech_software_hardware_payroll_systems/revenue_amount","revenue_amount","float","output","Revenue","n/a"
"cds/exposure/granular/mediatech_software_hardware_payroll_systems/class_name","class_name","float","output","Industry Class","n/a"
