Sic Code,Sic Code2 (SIC first)
"Retail - Multiline - HATS, CAPS, AND MILLINERY - 2353",6159 - Banks - Thrifts & Mortgage - CREDIT INSTITUTIONS
"Retail - Multiline - HOBBY, TOY, AND GAME SHOPS - 5945",6162 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - HOSIERY, N.E.C. - 2252",6163 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - HOUSE SLIPPERS - 3142,6172 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - HOUSEFURNISHINGS, N.E.C. - 2392",6189 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - JEWELERS' MATERIALS & LAPIDARY WORK - 3915,6199 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - JEWELRY & PRECIOUS STONES - 5094,6200 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - JEWELRY STORES - 5944,6211 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - JEWELRY, PRECIOUS METAL - 3911",6221 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - KNIT OUTERWEAR MILLS - 2253,6231 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - KNIT UNDERWEAR MILLS - 2254,6282 - Banks - Commercial - FINANCE / FINANCE
"Retail - Multiline - KNITTING MILLS, N.E.C. - 2259",6289 - Banks - Commercial - FINANCE / FINANCE
Retail - Multiline - LACE & WARP KNIT FABRIC MILLS - 2258,6311 - Insurance - INSURANCE
Retail - Multiline - LAMINATED PLASTICS PLATE & SHEET - 3083,6321 - Insurance - INSURANCE / MEDICAL SERVICE AND HEALTH INSURANCE
Retail - Multiline - LEAD PENCILS AND ART GOODS - 3952,6324 - Insurance - INSURANCE / MEDICAL SERVICE AND HEALTH INSURANCE
Retail - Multiline - LEATHER AND SHEEP-LINED CLOTHING - 2386,6331 - Insurance - INSURANCE
Retail - Multiline - LEATHER GLOVES AND MITTENS - 3151,6351 - Insurance - INSURANCE
"Retail - Multiline - LEATHER GOODS, N.E.C. - 3199",6361 - Insurance - INSURANCE
Retail - Multiline - LEATHER TANNING AND FINSHING - 3111,6371 - Insurance - INSURANCE
Retail - Multiline - LUGGAGE - 3161,6380 - Insurance - INSURANCE
Retail - Multiline - LUGGAGE AND LEATHER GOODS STORES - 5948,6382 - Insurance - INSURANCE
Retail - Multiline - MARKING DEVICES - 3953,6399 - Insurance - INSURANCE
Retail - Multiline - MEAT PACKING PLANTS - 2250,6411 - Insurance - INSURANCE
Retail - Multiline - MEAT PACKING PLANTS - 2390,6500 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MECHANICAL RUBBER GOODS - 3061,6510 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S & BOYS' CLOTHING STORES - 5611,6512 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' CLOTHING - 5136,6513 - Real Estate Management & Development - REAL ESTATE
"Retail - Multiline - MEN'S AND BOYS' CLOTHING, N.E.C. - 2329",6514 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' NECKWEAR - 2323,6515 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' SHIRTS - 2321,6517 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' SUITS AND COATS - 2300,6519 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' SUITS AND COATS - 2311,6531 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' SUITS AND COATS - 2320,6532 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' SUITS AND COATS - 2330,6541 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' SUITS AND COATS - 2340,6552 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' TROUSERS AND SLACKS - 2325,6553 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' UNDERWEAR & NIGHTWEAR - 2322,6712 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MEN'S AND BOYS' WORK CLOTHING - 2326,6719 - Real Estate Management & Development - REAL ESTATE
"Retail - Multiline - MEN'S FOOTWEAR, EXCEPT ATHLETIC - 3143",6722 - Real Estate Management & Development - REAL ESTATE
"Retail - Multiline - MEN'S FOOTWEAR, EXCEPT ATHLETIC - 3144",6726 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MISC. APPAREL & ACCESSORY STORES - 5699,6732 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MISCELLANEOUS GENERAL MERCHANDISE STORES - 5399,6733 - Real Estate Management & Development - REAL ESTATE
"Retail - Multiline - MISCELLANEOUS RETAIL STORES, N.E.C. - 5999",6770 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MUSICAL INSTRUMENT STORES - 5736,6792 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - MUSICAL INSTRUMENTS - 3931,6794 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - NARROW FABRIC MILLS - 2241,6795 - Real Estate Management & Development - REAL ESTATE
Retail - Multiline - NEWS DEALERS AND NEWSTANDS - 5994,6798 - Real Estate Investment Trusts (REITs) - REITS
"Retail - Multiline - NONDURABLE GOODS, N.E.C. - 5199",6799 - Real Estate Investment Trusts (REITs) - REAL ESTATE
Retail - Multiline - NONWOVEN FABRICS - 2297,7011 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - PENS AND MECHANICAL PENCILS - 3951,7021 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Retail - Multiline - PERSONAL LEATHER GOODS, N.E.C. - 3172",7032 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - PIECE GOODS & NOTIONS - 5131,7033 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - PLASTICS BOTTLES - 3085,7041 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - PLASTICS FOAM PRODUCTS - 3086,7200 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Retail - Multiline - PLASTICS PRODUCTS, N.E.C. - 3089",7211 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - PLEATING AND STITCHING - 2395,7212 - Retail - Specialty - RETAIL SERVICES
"Retail - Multiline - PRESSED AND BLOWN GLASS, N.E.C. - 3229",7213 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - PRODUCTS OF PURCHASED GLASS - 3231,7215 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - ROBES AND DRESSING GOWNS - 2384,7216 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - RUBBER & PLASTICS HOSE & BELTING - 3052,7217 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3021,7218 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3050,7219 - Retail - Specialty - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3060,7221 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3080,7231 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3100,7241 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3140,7251 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3220,7261 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3250,7291 - Professional Services - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3260,7299 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3270,7310 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3290,7311 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3310,7312 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3320,7313 - Media - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3330,7319 - Media - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3350,7320 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3360,7322 - Professional Services - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3390,7323 - Professional Services - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3420,7330 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3430,7331 - Media - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3440,7334 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3470,7335 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3480,7336 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3490,7338 - Professional Services - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3510,7340 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3530,7342 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3540,7349 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3550,7350 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3560,7352 - Health Care Equipment & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3570,7353 - Construction & Engineering - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3580,7359 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3590,7361 - Professional Services - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3600,7363 - Professional Services - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3620,7370 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3630,7371 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3640,7372 - Tech - Software - PREPACKAGED SOFTWARE
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3670,7373 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3690,7374 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3720,7375 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3730,7376 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3760,7377 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3790,7378 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3910,7379 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3950,7380 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3960,7381 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - RUBBER AND PLASTICS FOOTWEAR - 3990,7382 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - SCHIFFLI MACHINE EMBROIDERIES - 2397,7383 - Media - RETAIL SERVICES
"Retail - Multiline - SEWING, NEEDLEWORK, AND PIECE GOODS - 5949",7384 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - SHOE STORES - 5661,7385 - Commercial Services & Supplies - RETAIL SERVICES
Retail - Multiline - SIGNS AND ADVERTISING SPECIALTIES - 3993,7389 - Tech - IT Consulting & Services - COMPUTER & DATA PROCESSING SERVICES (INC INTERNET)
Retail - Multiline - SILVERWARE AND PLATED WARE - 3914,7500 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Retail - Multiline - SPORTING AND ATHLETIC GOODS, N.E.C. - 3949",7510 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - SPORTING GOODS AND BICYCLE SHOPS - 5941,7513 - Automobiles - RETAIL SERVICES
Retail - Multiline - STATIONERY STORES - 5943,7514 - Automobiles - RETAIL SERVICES
Retail - Multiline - TEXTILE BAGS - 2393,7515 - Automobiles - RETAIL SERVICES
"Retail - Multiline - TEXTILE GOODS, N.E.C. - 2299",7519 - Automobiles - RETAIL SERVICES
Retail - Multiline - THREAD MILLS - 2284,7521 - Automobiles - RETAIL SERVICES
Retail - Multiline - THROWING AND WINDING MILLS - 2282,7532 - Automobiles - RETAIL SERVICES
Retail - Multiline - TIRE CORD AND FABRICS - 2296,7533 - Automobiles - RETAIL SERVICES
Retail - Multiline - TOYS AND HOBBY GOODS AND SUPPLIES - 5092,7534 - Automobiles - RETAIL SERVICES
Retail - Multiline - UNSUPPORTED PLASTICS FILM & SHEET - 3081,7536 - Automobiles - RETAIL SERVICES
Retail - Multiline - UNSUPPORTED PLASTICS PROFILE SHAPES - 3082,7537 - Automobiles - RETAIL SERVICES
Retail - Multiline - USED MERCHANDISE STORES - 5932,7538 - Automobiles - RETAIL SERVICES
Retail - Multiline - VARIETY STORES - 5331,7539 - Automobiles - RETAIL SERVICES
"Retail - Multiline - WATCHES, CLOCKS, WATCHCASES & PARTS - 3873",7542 - Automobiles - RETAIL SERVICES
Retail - Multiline - WATERPROOF OUTERWEAR - 2385,7549 - Automobiles - RETAIL SERVICES
Retail - Multiline - WEFT KNIT FABRIC MILLS - 2257,7600 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Multiline - WOMEN'S & MISSES' BLOUSES & SHIRTS - 2331,7622 - Commercial Services & Supplies - RETAIL SERVICES
"Retail - Multiline - WOMEN'S & MISSES' OUTERWEAR, N.E.C. - 2339",7623 - Consumer Services - RETAIL SERVICES
Retail - Multiline - WOMEN'S ACCESSORY & SPECIALTY STORES - 5632,7629 - Consumer Services - RETAIL SERVICES
Retail - Multiline - WOMEN'S AND CHILDREN'S CLOTHING - 5137,7631 - Consumer Services - RETAIL SERVICES
Retail - Multiline - WOMEN'S AND CHILDREN'S UNDERWEAR - 2341,7641 - Consumer Services - RETAIL SERVICES
Retail - Multiline - WOMEN'S CLOTHING STORES - 5621,7692 - Consumer Services - RETAIL SERVICES
Retail - Multiline - WOMEN'S HANDBAGS AND PURSES - 3171,7694 - Consumer Services - RETAIL SERVICES
"Retail - Multiline - WOMEN'S HOSIERY, EXCEPT SOCKS - 2251",7699 - Consumer Services - RETAIL SERVICES
"Retail - Multiline - WOMEN'S, JUNIOR'S, & MISSES' DRESSES - 2335",7812 - Media - RETAIL SERVICES
"Retail - Multiline - WOMEN'S, JUNIOR'S, & MISSES' SUITS & COA - 2337",7819 - Media - RETAIL SERVICES
Retail - Multiline - YARN SPINNING MILLS - 2281,7822 - Media - RETAIL SERVICES
Retail - Specialty - CARPET AND UPHOLSTERY CLEANING - 7217,7829 - Media - RETAIL SERVICES
Retail - Specialty - COIN-OPERATED LAUNDRIES AND CLEANING - 7215,7830 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Retail - Specialty - DRYCLEANING PLANTS, EXCEPT RUG - 7216",7832 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Specialty - GARMENT PRESSING & CLEANERS' AGENTS - 7212,7833 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Specialty - INDUSTRIAL LAUNDERERS - 7218,7841 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Retail - Specialty - LAUNDRY AND GARMENT SERVICES, N.E.C. - 7219",7900 - Hotels Restaurants & Leisure - RETAIL SERVICES
Retail - Specialty - LINEN SUPPLY - 7213,7911 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Retail - Specialty - POWER LAUNDRIES, FAMILY & COMMERCIAL - 7211",7922 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Tech - Communications Equipment - COMMUNICATION SERVICES, N.E.C. - 4899",7929 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Tech - Communications Equipment - COMMUNICATIONS EQUIPMENT, N.E.C. - 3669",7933 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Communications Equipment - COMPUTER COMMUNICATIONS EQUIPMENT - 3576,7941 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Communications Equipment - RADIO & TV COMMUNICATIONS EQUIPMENT - 3663,7948 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Communications Equipment - RADIO BROADCASTING STATIONS - 4832,7990 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Communications Equipment - RADIOTELEPHONE COMMUNICATIONS - 4812,7991 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Communications Equipment - TELEGRAPH & OTHER COMMUNICATIONS - 4822,7992 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Communications Equipment - TELEPHONE AND TELEGRAPH APPARATUS - 3661,7993 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Tech - Communications Equipment - TELEPHONE COMMUNICATIONS, EXCEPT RADIO - 4813",7996 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Electronic Equipment - CABLE AND OTHER PAY TV SERVICES - 4841,7997 - Hotels Restaurants & Leisure - RETAIL SERVICES
Tech - Electronic Equipment - ELECTRICAL APPARATUS AND EQUIPMENT - 5063,7999 - Hotels Restaurants & Leisure - RETAIL SERVICES
"Tech - Electronic Equipment - ELECTRICAL APPLIANCES, TV & RADIOS - 5064",8000 - Health Care Providers & Services - HEALTH SERVICES
Tech - Electronic Equipment - ELECTRONIC PARTS AND EQUIPMENT - 5065,8011 - Health Care Providers & Services - HEALTH SERVICES
Tech - Electronic Equipment - TELEVISION BROADCASTING STATIONS - 4833,8021 - Health Care Providers & Services - HEALTH SERVICES
"Tech - IT Consulting & Services - BUSINESS SERVICES, N.E.C. - 7389",8031 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - COMPUTER FACILITIES MANAGEMENT - 7376,8041 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - COMPUTER INTEGRATED SYSTEMS DESIGN - 7373,8042 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - COMPUTER MAINTENANCE & REPAIR - 7378,8043 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - COMPUTER PROGRAMMING SERVICES - 7370,8049 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - COMPUTER PROGRAMMING SERVICES - 7371,8050 - Health Care Providers & Services - HEALTH SERVICES
"Tech - IT Consulting & Services - COMPUTER RELATED SERVICES, N.E.C. - 7379",8051 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - COMPUTER RENTAL & LEASING - 7377,8052 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - DATA PROCESSING AND PREPARATION - 7374,8059 - Health Care Providers & Services - HEALTH SERVICES
Tech - IT Consulting & Services - INFORMATION RETRIEVAL SERVICES - 7375,8060 - Health Care Providers & Services - HEALTH SERVICES
"Tech - Office Electronics - COMPUTERS, PERIPHERALS & SOFTWARE - 5045",8062 - Health Care Providers & Services - HEALTH SERVICES
Tech - Office Electronics - OFFICE EQUIPMENT - 5044,8063 - Health Care Providers & Services - HEALTH SERVICES
Tech - Semiconductors & Equipment - PRINTED CIRCUIT BOARDS - 3672,8069 - Health Care Providers & Services - HEALTH SERVICES
Tech - Semiconductors & Equipment - SEMICONDUCTORS AND RELATED DEVICES - 3674,8071 - Health Care Providers & Services - HEALTH SERVICES
Tech - Software - PREPACKAGED SOFTWARE - 7372,8072 - Health Care Providers & Services - HEALTH SERVICES
Tobacco - CHEWING AND SMOKING TOBACCO - 2131,8082 - Health Care Providers & Services - HEALTH SERVICES
Tobacco - CIGARETTES - 2111,8090 - Health Care Providers & Services - HEALTH SERVICES
Tobacco - CIGARS - 2121,8092 - Health Care Providers & Services - HEALTH SERVICES
Tobacco - TOBACCO - 0132,8093 - Health Care Providers & Services - HEALTH SERVICES
Tobacco - TOBACCO AND TOBACCO PRODUCTS - 5194,8099 - Health Care Providers & Services - HEALTH SERVICES
Tobacco - TOBACCO STEMMING AND REDRYING - 2141,8111 - Legal Services - VARIOUS SERVICES
Tobacco - TOBACCO STORES AND STANDS - 5993,8200 - Legal Services - VARIOUS SERVICES
Transportation - Airfreight & Logistics - AIR COURIER SERVICES - 4513,8211 - Education - Elementary & Secondary - VARIOUS SERVICES
"Transportation - Airfreight & Logistics - AIRPORTS, FLYING FIELDS, & SERVICES - 4581",8221 - Education - Post Secondary - VARIOUS SERVICES
Transportation - Airfreight & Logistics - FREIGHT TRANSPORTATION ARRANGEMENT - 4731,8222 - Education - Post Secondary - VARIOUS SERVICES
Transportation - Airfreight & Logistics - INSPECTION & FIXED FACIOITIES - 4785,8231 - Education - Other - VARIOUS SERVICES
Transportation - Airfreight & Logistics - PACKING AND CRATING - 4783,8243 - Education - Other - VARIOUS SERVICES
"Transportation - Airfreight & Logistics - PASSENGER TRANSPORT ARRANGEMENT, N.E.C. - 4729",8244 - Education - Other - VARIOUS SERVICES
"Transportation - Airfreight & Logistics - RAILROADS, LINE-HAUL OPERATING - 4610",8249 - Education - Other - VARIOUS SERVICES
Transportation - Airfreight & Logistics - RENTAL OF RAILROAD CARS - 4741,8299 - Education - Elementary & Secondary - VARIOUS SERVICES
Transportation - Airfreight & Logistics - TOUR OPERATORS - 4725,8300 - Legal Services - VARIOUS SERVICES
"Transportation - Airfreight & Logistics - TRANSPORTATION SERVICES, N.E.C. - 4789",8322 - Professional Services - VARIOUS SERVICES
Transportation - Airfreight & Logistics - TRAVEL AGENCIES - 4724,8331 - Professional Services - VARIOUS SERVICES
"Transportation - Airlines - AIR TRANSPORTATION, NON-SCHEDULED - 4522",8351 - Not Elsewhere Classified - VARIOUS SERVICES
"Transportation - Airlines - AIR TRANSPORTATION, SCHEDULED - 4512",8361 - Not Elsewhere Classified - VARIOUS SERVICES
Transportation - Infrastructure - CRUDE PETROLEUM PIPELINES - 4612,8399 - Not Elsewhere Classified - VARIOUS SERVICES
"Transportation - Infrastructure - PIPELINES, N.E.C. - 4619",8412 - Hotels Restaurants & Leisure - VARIOUS SERVICES
"Transportation - Infrastructure - RAILROADS, LINE-HAUL OPERATING - 4700",8422 - Hotels Restaurants & Leisure - VARIOUS SERVICES
Transportation - Infrastructure - REFINED PETROLEUM PIPELINES - 4613,8611 - Professional Services - VARIOUS SERVICES
Transportation - Marine - DEEP SEA DOMESTIC TRANS. OF FREIGHT - 4424,8621 - Professional Services - VARIOUS SERVICES
Transportation - Marine - DEEP SEA FOREIGN TRANS. OF FREIGHT - 4412,8631 - NonProfit - Associations - VARIOUS SERVICES
"Transportation - Marine - DEEP SEA PASSENGER TRANS., EXCEPT FERRY - 4481",8641 - NonProfit - Associations - VARIOUS SERVICES
Transportation - Marine - FERRIES - 4482,8651 - NonProfit - Associations - VARIOUS SERVICES
Transportation - Marine - FREIGHT TRANS. ON THE GREAT LAKES - 4432,8661 - NonProfit - Religions - VARIOUS SERVICES
Transportation - Marine - MARINAS - 4493,8699 - NonProfit - Associations - VARIOUS SERVICES
Transportation - Marine - MARINE CARGO HANDLING - 4491,8700 - Legal Services - VARIOUS SERVICES
"Transportation - Marine - RAILROADS, LINE-HAUL OPERATING - 4400",8711 - Professional Services - VARIOUS SERVICES
Transportation - Marine - TOWING AND TUGBOAT SERVICE - 4492,8712 - Professional Services - VARIOUS SERVICES
"Transportation - Marine - WATER PASSENGER TRANSPORTATION, N.E.C. - 4489",8713 - Professional Services - VARIOUS SERVICES
"Transportation - Marine - WATER TRANSPORTATION OF FREIGHT, N.E.C. - 4449",8721 - Accounting Services - VARIOUS SERVICES
"Transportation - Marine - WATER TRANSPORTATION SERVICES, N.E.C. - 4499",8731 - Not Elsewhere Classified - VARIOUS SERVICES
"Transportation - Road & Rail - BUS CHARTER SERVICE, EXCEPT LOCAL - 4142",8732 - Not Elsewhere Classified - VARIOUS SERVICES
Transportation - Road & Rail - BUS TERMINAL AND SERVICE FACILITIES - 4173,8733 - Not Elsewhere Classified - VARIOUS SERVICES
"Transportation - Road & Rail - COURIER SERVICES, EXCEPT BY AIR - 4215",8734 - Biotechnology - VARIOUS SERVICES
Transportation - Road & Rail - FARM PRODUCT WAREHOUSING AND STORAGE - 4221,8741 - Professional Services - VARIOUS SERVICES
Transportation - Road & Rail - GENERAL WAREHOUSING AND STORAGE - 4225,8742 - Professional Services - VARIOUS SERVICES
Transportation - Road & Rail - INTERCITY & RURAL BUS TRANSPORTATION - 4131,8743 - Professional Services - VARIOUS SERVICES
Transportation - Road & Rail - LOCAL AND SUBURBAN TRANSPORTATION - 4111,8744 - Professional Services - VARIOUS SERVICES
Transportation - Road & Rail - LOCAL BUS CHARTER SERVICE - 4141,8748 - Professional Services - VARIOUS SERVICES
"Transportation - Road & Rail - LOCAL PASSENGER TRANSPORTATION, N.E.C. - 4119",8811 - Not Elsewhere Classified - VARIOUS SERVICES
Transportation - Road & Rail - LOCAL TRUCKING WITH STORAGE - 4214,8900 - Legal Services - VARIOUS SERVICES
"Transportation - Road & Rail - LOCAL TRUCKING, WITHOUT STORAGE - 4212",8999 - Not Elsewhere Classified - VARIOUS SERVICES
"Transportation - Road & Rail - RAILROADS, LINE-HAUL OPERATING - 4011",9111 - Government - Other - PUBLIC ADMINISTRATION
"Transportation - Road & Rail - RAILROADS, LINE-HAUL OPERATING - 4100",9121 - Government - Other - PUBLIC ADMINISTRATION
"Transportation - Road & Rail - RAILROADS, LINE-HAUL OPERATING - 4210",9131 - Government - Other - PUBLIC ADMINISTRATION
"Transportation - Road & Rail - RAILROADS, LINE-HAUL OPERATING - 4220",9199 - Government - Other - PUBLIC ADMINISTRATION
Transportation - Road & Rail - REFRIGERATED WAREHOUSING AND STORAGE - 4222,9211 - Government - Other - PUBLIC ADMINISTRATION
Transportation - Road & Rail - SCHOOL BUSES - 4151,9221 - Government - Other - PUBLIC ADMINISTRATION
"Transportation - Road & Rail - SPECIAL WAREHOUSING AND STORAGE, N.E.C. - 4226",9222 - Government - Other - PUBLIC ADMINISTRATION
Transportation - Road & Rail - SWITCHING AND TERMINAL SERVICES - 4013,9223 - Government - Other - PUBLIC ADMINISTRATION
