MarketCap_Lo,MarketCap_Hi,Index,Cost_Lo,Cost_Hi
1,100000000,1,750000.0,750000.0
100000000,1000000000,2,750000.0,1125000.0
1000000000,10000000000,3,1125000.0,1500000.0
10000000000,50000000000,4,1500000.0,2897940.00867204
50000000000,1000000000000,5,2897940.00867204,3500000.0
1000000000000,1000000000000,6,3500000.0,3500000.0
