Mode,CDS Path,Template Excel rater named range,Add to excel
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer3.USD,True
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer4.USD,True
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer5.USD,True
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer6.USD,True
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer7.USD,True
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer8.USD,True
output,cds/layers/technical_premium_net_fx,DB.RatingSummary.NetTechnicalPremium.Layer9.USD,True

input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer1.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer1.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer1.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer10.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer10.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer10.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer11.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer11.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer11.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer12.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer12.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer12.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer13.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer13.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer13.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer14.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer14.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer14.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer15.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer15.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer15.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer16.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer16.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer16.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer2.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer2.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer2.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer3.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer3.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer3.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer4.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer4.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer4.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer5.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer5.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer5.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer6.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer6.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer6.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer7.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer7.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer7.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer8.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer8.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer8.PI,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer9.Crime,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer9.DandO,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer9.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer1.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer1.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer1.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer10.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer10.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer10.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer11.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer11.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer11.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer12.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer12.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer12.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer13.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer13.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer13.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer14.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer14.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer14.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer15.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer15.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer15.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer16.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer16.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer16.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer2.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer2.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer2.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer3.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer3.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer3.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer4.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer4.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer4.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer5.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer5.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer5.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer6.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer6.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer6.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer7.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer7.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer7.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer8.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer8.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer8.PI,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer9.Crime,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer9.DandO,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer9.PI,True

input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer1.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer1.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer1.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer10.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer10.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer10.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer11.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer11.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer11.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer12.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer12.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer12.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer13.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer13.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer13.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer14.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer14.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer14.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer15.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer15.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer15.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer16.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer16.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer16.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer2.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer2.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer2.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer3.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer3.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer3.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer4.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer4.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer4.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer5.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer5.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer5.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer6.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer6.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer6.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer7.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer7.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer7.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer8.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer8.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer8.PI.USD,True
input,cds/layers/coverages/crime/pol_ref,DB.RatingSummary.PolRef.Layer9.Crime.USD,True
input,cds/layers/coverages/do/pol_ref,DB.RatingSummary.PolRef.Layer9.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref,DB.RatingSummary.PolRef.Layer9.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer1.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer1.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer1.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer10.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer10.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer10.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer11.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer11.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer11.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer12.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer12.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer12.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer13.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer13.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer13.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer14.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer14.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer14.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer15.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer15.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer15.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer16.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer16.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer16.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer2.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer2.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer2.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer3.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer3.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer3.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer4.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer4.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer4.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer5.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer5.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer5.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer6.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer6.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer6.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer7.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer7.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer7.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer8.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer8.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer8.PI.USD,True
input,cds/layers/coverages/crime/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer9.Crime.USD,True
input,cds/layers/coverages/do/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer9.DandO.USD,True
input,cds/layers/coverages/pi/pol_ref_non_eea,DB.RatingSummary.PolRef2.Layer9.PI.USD,True

input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer1.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer1.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer1.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer1.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer1.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer1.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer10.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer10.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer10.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer10.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer10.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer10.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer11.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer11.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer11.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer11.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer11.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer11.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer12.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer12.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer12.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer12.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer12.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer12.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer13.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer13.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer13.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer13.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer13.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer13.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer14.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer14.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer14.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer14.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer14.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer14.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer15.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer15.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer15.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer15.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer15.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer15.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer16.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer16.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer16.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer16.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer16.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer16.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer2.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer2.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer2.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer2.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer2.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer2.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer3.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer3.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer3.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer3.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer3.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer3.Cover6.CCY,True
input,cds/layers/tower_1/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer4.Cover1.CCY,True
input,cds/layers/tower_2/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer4.Cover2.CCY,True
input,cds/layers/tower_3/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer4.Cover3.CCY,True
input,cds/layers/tower_4/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer4.Cover4.CCY,True
input,cds/layers/tower_5/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer4.Cover5.CCY,True
input,cds/layers/tower_6/rtc_reinstatements,DB.RatingSummary.RTCReinstatements.Layer4.Cover6.CCY,True
